Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
0,0,0,,2017-06-20 07:41:16,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约264米,距茄子滩 约320米",111.633578,29.061112,,0
1,1,1,,2017-06-20 07:41:46,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约264米,距茄子滩 约320米",111.63358,29.061117,0.5889794596956442,0
2,2,2,,2017-06-20 07:42:16,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约263米,距茄子滩 约320米",111.633584,29.061117,0.3887834102535085,0
3,3,3,,2017-06-20 07:42:46,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约264米,距茄子滩 约321米",111.633581,29.061105,1.3658291370687097,0
4,4,4,,2017-06-20 07:43:16,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约265米,距茄子滩 约320米",111.633574,29.061099,0.9529015000917028,0
5,5,5,,2017-06-20 07:43:39,5.6,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约273米,距茄子滩 约327米",111.633572,29.06098900000001,12.233003824118626,0
6,6,6,,2017-06-20 07:44:02,7.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约261米,距茄子滩 约348米",111.633796,29.060932,22.675704314316803,0
7,7,7,,2017-06-20 07:44:28,3.1,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约244米,距茄子滩 约394米",111.634248,29.060796000000003,46.46253554328104,0
8,8,8,,2017-06-20 07:44:52,9.5,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约212米,距茄子滩 约438米",111.634795,29.060855,53.56952297826045,0
9,9,9,,2017-06-20 07:45:22,6.4,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约138米,距茄子滩 约476米",111.635444,29.061362,84.60108542577132,0
10,10,10,,2017-06-20 07:46:12,10.5,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约65米,距茄子滩 约443米",111.635286,29.062129,86.65819060061642,0
