Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
0,0,0,,2017-07-02 20:33:14,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约265米,距茄子滩 约323米",111.633593,29.061079,,0
1,1,1,,2017-07-02 20:52:17,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约268米,距茄子滩 约318米",111.633544,29.061092,4.977139383776877,0
2,2,2,,2017-07-02 21:02:17,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约271米,距茄子滩 约316米",111.633512,29.061088,3.141909795459981,0
3,3,3,,2017-07-02 21:12:17,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约269米,距茄子滩 约317米",111.633528,29.06109600000001,1.7915803064332676,0
4,4,4,,2017-07-02 21:22:17,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约268米,距茄子滩 约318米",111.633544,29.061092,1.6174891864239933,0
5,5,5,,2017-07-02 21:32:17,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约270米,距茄子滩 约319米",111.633544,29.061071,2.335096757184853,0
6,6,6,,2017-07-02 21:42:17,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约269米,距茄子滩 约319米",111.633544,29.061083,1.3343410039540409,0
7,7,7,,2017-07-02 21:52:02,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约268米,距茄子滩 约322米",111.633573,29.061063,3.59036221106564,0
8,8,8,,2017-07-02 21:52:53,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约269米,距茄子滩 约322米",111.633567,29.061059000000004,0.7334324303701434,0
9,9,9,,2017-07-02 21:53:50,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约262米,距茄子滩 约321米",111.6336,29.061119,7.402666630377114,0
10,10,10,,2017-07-02 21:57:35,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约266米,距茄子滩 约322米",111.633577,29.061079,4.9779953026808785,0
11,11,11,,2017-07-02 21:58:35,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约269米,距茄子滩 约322米",111.63356,29.061056,3.0448209702429487,0
12,12,12,,2017-07-02 21:59:33,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约268米,距茄子滩 约322米",111.633573,29.061066,1.6831473781627948,0
13,13,13,,2017-07-02 22:00:18,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约267米,距茄子滩 约322米",111.633576,29.061077,1.2574216977973136,0
14,14,14,,2017-07-02 22:01:21,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约267米,距茄子滩 约321米",111.633569,29.061085,1.1199210524849086,0
15,15,15,,2017-07-02 22:02:34,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约266米,距茄子滩 约321米",111.633577,29.061083,0.8087446655795607,0
16,16,16,,2017-07-02 22:03:28,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约265米,距茄子滩 约321米",111.633583,29.061095,1.4562140353675237,0
17,17,17,,2017-07-02 22:13:52,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约267米,距茄子滩 约322米",111.633577,29.061075,2.2990937529404896,0
18,18,18,,2017-07-02 22:23:52,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约269米,距茄子滩 约321米",111.63356,29.061063,2.123831727406152,0
19,19,19,,2017-07-02 22:33:52,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约268米,距茄子滩 约320米",111.63356,29.061079,1.7791213388411724,0
20,20,20,,2017-07-02 22:43:52,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约268米,距茄子滩 约318米",111.633544,29.06109600000001,2.447802730796113,0
21,21,21,,2017-07-02 22:53:52,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约270米,距茄子滩 约317米",111.633528,29.061088,1.7915803084989603,0
22,22,22,,2017-07-02 23:03:52,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约265米,距茄子滩 约318米",111.63356,29.061124,5.069315325519133,0
23,23,23,,2017-07-02 23:13:52,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约267米,距茄子滩 约317米",111.633544,29.061112,2.0491233506586086,0
24,24,24,,2017-07-02 23:23:52,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约268米,距茄子滩 约316米",111.633528,29.061104,1.791580098668909,0
25,25,25,,2017-07-02 23:33:52,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约271米,距茄子滩 约316米",111.633512,29.061083,2.8055513901630795,0
26,26,26,,2017-07-02 23:43:52,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约266米,距茄子滩 约322米",111.633577,29.061079,6.333369953032229,0
27,27,27,,2017-07-02 23:53:52,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约264米,距茄子滩 约320米",111.633577,29.061108,3.224657429081148,0
