Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
0,0,0,,2017-06-08 07:37:36,6.1,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约272米,距茄子滩 约327米",111.633583,29.060998,,0
1,1,1,,2017-06-08 07:38:06,7.1,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约242米,距茄子滩 约392米",111.634245,29.060819,67.35197569378357,0
2,2,2,,2017-06-08 07:38:52,7.6,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约126米,距茄子滩 约493米",111.635663,29.061453000000004,154.80727951225956,0
3,3,3,,2017-06-08 07:39:40,36.6,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约322米,距合兴村 约646米",111.637123,29.059961,218.3146450002861,0
4,4,4,,2017-06-08 07:40:10,47.4,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区柳叶大道辅路,距合兴村 约335米,距合兴村村委会 约425米",111.639588,29.057619,353.8684639715378,0
5,5,5,,2017-06-08 07:40:40,14.9,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区金丹路,距合兴村村委会 约145米,距合兴村 约243米",111.641793,29.05536,330.20008996589445,1
6,6,6,,2017-06-08 07:41:13,47.8,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区柳叶大道辅路,距李家岗 约398米,距合兴村村委会 约438米",111.638854,29.054788,292.6701603937769,1
7,7,7,,2017-06-08 07:42:06,58.0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区金丹路,距合兴村村委会 约219米,距合兴村 约343米",111.641338,29.054548,242.91993413320697,1
8,8,8,,2017-06-08 07:42:36,29.9,2,"ACC开,3D定位,天线正常","湖南省常德市武陵区金丹路,距合兴村村委会 约76米,距合兴村 约244米",111.64396,29.055235,266.06520248520883,2
9,9,9,,2017-06-08 07:43:06,31.9,2,"ACC开,3D定位,天线正常","湖南省常德市武陵区柳叶大道辅路,距合兴村村委会 约312米,距岩桥安置小区 约387米",111.646473,29.055573,247.1412107753413,2
10,10,10,,2017-06-08 07:43:36,51.1,2,"ACC开,3D定位,天线正常","湖南省常德市武陵区柳叶大道辅路,距岩桥安置小区 约223米,距湖南申湘常德天衡汽车销售服务有限公 约299米",111.649783,29.056031,325.74055868785223,2
11,11,11,,2017-06-08 07:44:06,34.5,3,"ACC开,3D定位,天线正常","湖南省常德市武陵区柳叶大道辅路,距常德如家酒店 约189米,距崔家溶 约237米",111.653923,29.05655800000001,406.6539844550492,3
12,12,12,,2017-06-08 07:44:34,33.7,3,"ACC开,3D定位,天线正常","湖南省常德市武陵区桃花源路,距常德市汇文中学 约207米,距常德如家酒店 约307米",111.655186,29.055858,145.36017379744288,3
13,13,13,,2017-06-08 07:45:22,22.6,3,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距常德女子外语学校-北门 约339米",111.656966,29.055008,197.15101357302157,3
14,14,14,,2017-06-08 07:45:51,3.9,3,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约114米,距常德女子外语学校-北门 约243米",111.6579,29.05453300000001,105.0328365817498,3
