Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
0,0,0,,2017-06-06 07:26:19,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约269米,距茄子滩 约321米",111.63356,29.061061,,0
1,1,1,,2017-06-06 07:26:49,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约269米,距茄子滩 约321米",111.633558,29.061066,0.5889794900215629,0
2,2,2,,2017-06-06 07:30:10,10.7,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约122米,距茄子滩 约498米",111.635726,29.061491,215.9544992009065,0
3,3,3,,2017-06-06 07:30:47,10.3,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约56米,距茄子滩 约440米",111.635271,29.06226,96.26804132433756,0
4,4,4,,2017-06-06 07:31:29,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约54米,距茄子滩 约430米",111.63518,29.062428000000004,20.668825417766797,0
5,5,5,,2017-06-06 07:31:59,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约54米,距茄子滩 约430米",111.63518,29.062428000000004,0.0,0
6,6,6,,2017-06-06 07:32:29,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约54米,距茄子滩 约430米",111.63518,29.062428000000004,0.0,0
7,7,7,,2017-06-06 07:33:17,15.9,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约130米,距茄子滩 约374米",111.634556,29.063181,103.38773440199265,0
8,8,8,,2017-06-06 07:33:47,32.6,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约338米,距茄子滩 约341米",111.633276,29.064771,216.18387179087543,0
9,9,9,,2017-06-06 07:34:17,35.4,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距刘家巷 约253米,距茄子滩 约526米",111.631843,29.06727,310.82614387556765,0
10,10,10,,2017-06-06 07:34:47,30.7,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距刘家巷 约43米,距全美村 约412米",111.63076,29.069665000000004,286.35806854785983,1
11,11,11,,2017-06-06 07:35:17,37.9,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距全美村 约220米,距刘家巷 约268米",111.629579,29.071458000000003,230.05096715676586,1
12,12,12,,2017-06-06 07:35:47,41.9,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距全美村 约318米,距龙大堰 约458米",111.627028,29.073781,358.0305710861366,1
13,13,13,,2017-06-06 07:36:17,44.1,2,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距龙家桥 约297米,距龙大堰 约421米",111.625026,29.076671,375.6616088632148,2
14,14,14,,2017-06-06 07:36:47,49.1,2,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距龙家桥 约160米,距白鹤庵村 约193米",111.62325,29.079945,402.8920948518666,2
15,15,15,,2017-06-06 07:37:17,43.5,2,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距白鹤庵村 约192米,距樟树垱 约421米",111.621528,29.083046000000003,383.2754943891536,2
16,16,16,,2017-06-06 07:37:47,30.3,3,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距白鹤庵村 约397米,距樟树垱 约404米",111.620603,29.08471500000001,206.20666812629972,3
17,17,17,,2017-06-06 07:38:14,24.6,3,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距樟树垱 约380米,距白鹤庵村 约509米",111.62069,29.085818,122.93919838665892,3
18,18,18,,2017-06-06 07:38:44,38.4,3,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距熊家塝 约482米,距廖家坪 约488米",111.619375,29.087905,264.9181979577464,3
19,19,19,,2017-06-06 07:39:08,23.6,3,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距熊家塝 约436米,距廖家坪 约530米",111.61863,29.089645,206.57885151170612,3
20,20,20,,2017-06-06 07:39:38,40.3,3,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距白马岗村 约381米,距熊家塝 约467米",111.617415,29.09155800000001,243.28203462958672,3
21,21,21,,2017-06-06 07:40:07,0.0,4,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距白马岗村 约348米,距徐家湾 约616米",111.616698,29.093673,245.27974282481208,4
22,22,22,,2017-06-06 07:40:28,9.4,4,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距白马岗村 约348米,距徐家湾 约615米",111.61667,29.093718,5.695576725743452,4
23,23,23,,2017-06-06 07:40:58,35.2,4,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距白马岗村 约487米,距徐家湾 约521米",111.616473,29.095745,226.2037586116386,4
24,24,24,,2017-06-06 07:41:28,30.3,4,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距廖家岗 约289米,距湖南昊宇幕墙门窗有限公司 约382米",111.616199,29.098711,330.87737120047063,4
25,25,25,,2017-06-06 07:41:58,45.9,5,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距湖南昊宇幕墙门窗有限公司 约97米,距廖家岗 约252米",111.615846,29.101886,354.7064028744597,5
26,26,26,,2017-06-06 07:42:28,46.4,5,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距五里岗村 约281米,距湖南昊宇幕墙门窗有限公司 约365米",111.615988,29.105333,383.5376619606663,5
27,27,27,,2017-06-06 07:42:58,28.6,5,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距五里岗村 约218米,距朱家溶 约231米",111.616165,29.108408,342.35701914084706,5
28,28,28,,2017-06-06 07:43:28,15.4,6,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距朱家溶 约301米,距五里岗村 约360米",111.616321,29.110125,191.522537859708,6
29,29,29,,2017-06-06 07:43:53,4.2,6,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距常德科技创新创业孵化产业园 约321米,距郑家溶 约340米",111.616486,29.111213,122.03757331072023,6
30,30,30,,2017-06-06 07:44:25,19.5,6,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距常德科技创新创业孵化产业园 约155米,距湖南粤港模科实业有限公司 约201米",111.616749,29.112696000000003,166.86991552828871,6
31,31,31,,2017-06-06 07:44:55,20.6,6,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距湖南粤港模科实业有限公司 约6米,距常德科技创新创业孵化产业园 约48米",111.617156,29.114488,203.14644754612561,6
32,32,32,,2017-06-06 07:45:25,38.3,6,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距湖南和畅(常德)食品科技有限公司 约238米,距王家塝 约268米",111.618173,29.116926,288.5348469007958,6
33,33,33,,2017-06-06 07:45:55,50.1,7,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距兄弟餐馆 约208米,距王家塝 约331米",111.619401,29.120221,385.31819181412135,7
34,34,34,,2017-06-06 07:46:25,42.4,7,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距兄弟餐馆 约299米,距湖南新湘达门窗有限公司 约528米",111.620145,29.123661,389.27860447209366,7
35,35,35,,2017-06-06 07:46:55,39.6,7,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距湖南新湘达门窗有限公司 约297米,距铁山村 约534米",111.620686,29.12627100000001,294.93847867509004,7
36,36,36,,2017-06-06 07:47:25,41.2,8,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距湖南新湘达门窗有限公司 约287米,距陈家冲 约506米",111.621344,29.129153,326.7755522002108,8
37,37,37,,2017-06-06 07:47:55,42.8,8,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G56(杭瑞高速),距陈家冲 约172米,距皇家湾 约495米",111.622136,29.132265000000004,354.4867245262571,8
38,38,38,,2017-06-06 07:48:25,35.1,8,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距皇家湾 约194米,距陈家冲 约215米",111.622935,29.135234000000004,339.1367356205536,8
39,39,39,,2017-06-06 07:48:55,31.9,9,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距皇家湾 约185米,距陈家冲 约471米",111.623629,29.137586,270.07732113660666,9
40,40,40,,2017-06-06 07:49:25,35.8,9,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距皇家湾 约428米,距锥子岗 约559米",111.624578,29.140026,286.54415004690554,9
41,41,41,,2017-06-06 07:49:55,34.9,9,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距小堰 约279米,距新堰 约333米",111.625716,29.142898,337.9365612850752,9
42,42,42,,2017-06-06 07:50:25,55.1,10,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距新堰 约130米,距小堰 约194米",111.627296,29.146373,415.755393033565,10
43,43,43,,2017-06-06 07:50:55,55.3,10,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距大堰 约335米,距古堤桥 约361米",111.628815,29.150188,449.1261631206499,10
44,44,44,,2017-06-06 07:51:25,19.9,10,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距余家岗 约503米,距大堰 约532米",111.630085,29.153008000000003,336.9518981541978,10
45,45,45,,2017-06-06 07:51:55,30.5,11,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距余家岗 约458米,距大堰 约635米",111.632335,29.154086,249.21513541255825,11
46,46,46,,2017-06-06 07:52:25,30.0,11,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距余家岗 约550米,距常德市鼎城区石板滩卫生院-预防接种门诊 约593米",111.634845,29.155378,282.92830863523466,11
47,47,47,,2017-06-06 07:52:46,36.6,11,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距常德金德山水泥有限公司 约464米,距常德市鼎城区石板滩卫生院-预防接种门诊 约504米",111.635655,29.156816,178.1973837126065,11
48,48,48,,2017-06-06 07:53:15,0.0,11,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距常德金德山水泥有限公司 约323米,距鼎城永欣机械制造公司 约379米",111.636389,29.158405,190.52324810528583,11
49,49,49,,2017-06-06 07:53:55,15.9,12,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距鼎城永欣机械制造公司 约362米,距常德金德山水泥有限公司 约378米",111.635709,29.159255,115.29640213506576,12
50,50,50,,2017-06-06 07:54:25,21.7,12,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距鼎城永欣机械制造公司 约308米,距常德金德山水泥有限公司 约414米",111.635656,29.1606,149.64590869332383,12
51,51,51,,2017-06-06 07:54:55,21.5,12,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距石板滩中学 约311米,距鼎城永欣机械制造公司 约329米",111.63563,29.162215000000003,179.59780562272886,12
52,52,52,,2017-06-06 07:55:43,24.1,12,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距石板滩中学 约152米,距鼎城永欣机械制造公司 约220米",111.637761,29.162896000000003,220.34086281631195,12
53,53,53,,2017-06-06 07:56:13,9.7,12,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约200米,距石板滩中学 约224米",111.639426,29.162823,161.87479482857358,12
54,54,54,,2017-06-06 07:56:41,13.5,12,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约197米,距石板滩中学 约303米",111.640128,29.162428,81.08949503015442,12
55,55,55,,2017-06-06 07:57:07,0.0,12,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约183米,距石板滩中学 约328米",111.640213,29.162179,28.891565522808882,12
56,56,56,,2017-06-06 07:57:37,0.0,12,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约183米,距石板滩中学 约328米",111.640213,29.162179,0.0,12
57,57,57,,2017-06-06 07:58:07,0.0,12,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约183米,距石板滩中学 约328米",111.640213,29.162179,0.0,12
58,58,58,,2017-06-06 07:58:37,0.0,12,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约183米,距石板滩中学 约328米",111.640213,29.162179,0.0,12
59,59,59,,2017-06-06 07:59:07,0.0,12,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约183米,距石板滩中学 约328米",111.640213,29.162179,0.0,12
60,60,60,,2017-06-06 07:59:37,0.0,12,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约183米,距石板滩中学 约328米",111.640213,29.162179,0.0,12
61,61,61,,2017-06-06 08:00:07,0.0,12,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约183米,距石板滩中学 约328米",111.640213,29.162179,0.0,12
62,62,62,,2017-06-06 08:00:37,0.0,12,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约183米,距石板滩中学 约328米",111.640213,29.162179,0.0,12
