Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
0,1,1,,2017-05-17 00:01:12,60.3,1,"ACC开,3D定位,天线正常","河北省衡水市桃城区S391(东环北路),距王夏寨村 约300米,距小张夏寨 约545米",115.74360300000001,37.765651,1078.0402252094268,1
1,2,2,,2017-05-17 00:02:12,69.3,1,"ACC开,3D定位,天线正常","河北省衡水市桃城区S391(东环北路),距宝盛汽贸 约31米,距祥圣汽车修理厂 约128米",115.73316100000001,37.771358,1115.8556710224232,1
2,3,3,,2017-05-17 00:03:12,73.7,2,"ACC开,3D定位,天线正常","河北省衡水市桃城区振华路辅路,距吉祥物流有限公司 约131米,距天正·国际机电城 约193米",115.72202,37.776441,1130.622278657914,2
3,4,4,,2017-05-17 00:04:12,70.2,2,"ACC开,3D定位,天线正常","河北省衡水市桃城区,距衡一工程橡胶公司 约220米,距衡水盛越 约424米",115.710728,37.781597999999995,1146.170708790057,2
4,5,5,,2017-05-17 00:05:12,63.4,3,"ACC开,3D定位,天线正常","河北省衡水市桃城区,距河北四伟化学工业公司 约248米,距衡水永固锅炉有限公司 约253米",115.701198,37.787321,1051.8382353531504,3
5,6,6,,2017-05-17 00:06:12,62.0,3,"ACC开,3D定位,天线正常","河北省衡水市桃城区振远路,距衡水市桃城区翔龙驾校 约117米,距衡水市儿童福利院 约231米",115.6963,37.796015000000004,1058.2086375386657,3
6,7,7,,2017-05-17 00:07:12,58.4,4,"ACC开,3D定位,天线正常","河北省衡水市桃城区,距麻森小学 约157米,距麻森乡大麻森村卫生室 约362米",115.69434299999999,37.805443,1062.3541500317017,4
7,8,8,,2017-05-17 00:08:12,74.0,4,"ACC开,3D定位,天线正常","河北省衡水市桃城区S392,距支麻森村 约477米,距宝成钢材货场 约709米",115.692291,37.815406,1122.4071555199546,4
8,9,9,,2017-05-17 00:09:12,70.4,5,"ACC开,3D定位,天线正常","河北省衡水市深州市,距郭家屯学校 约508米,距郭家屯村 约600米",115.690928,37.825386,1116.1663032358024,5
9,10,10,,2017-05-17 00:10:12,74.5,6,"ACC开,3D定位,天线正常","河北省衡水市深州市,距郭家屯村 约603米,距郭家屯学校 约676米",115.694076,37.835606,1169.5613336639826,6
10,11,11,,2017-05-17 00:11:12,67.7,6,"ACC开,3D定位,天线正常","河北省衡水市深州市,距西彭家庄村 约519米,距东彭家庄村 约542米",115.697695,37.845631,1159.1455559890069,6
11,12,12,,2017-05-17 00:12:12,63.0,7,"ACC开,3D定位,天线正常","河北省衡水市深州市,距高家寺村 约788米",115.70071499999999,37.854883,1062.3992230216504,7
12,13,13,,2017-05-17 00:13:12,65.0,7,"ACC开,3D定位,天线正常","河北省衡水市深州市,距高家寺村 约413米,距前康王城村 约491米",115.70178999999999,37.864565,1080.719345916698,7
13,14,14,,2017-05-17 00:14:12,60.0,8,"ACC开,3D定位,天线正常","河北省衡水市深州市,距西大章学校 约196米,距西大章村 约262米",115.70263,37.874078000000004,1060.3655515124967,8
14,15,15,,2017-05-17 00:15:12,59.2,8,"ACC开,3D定位,天线正常",河北省衡水市深州市,115.70130800000001,37.883265,1028.1174741768032,8
15,16,16,,2017-05-17 00:16:12,63.8,9,"ACC开,3D定位,天线正常","河北省衡水市深州市,距西安庄学校 约129米,距西安家庄村 约333米",115.69957600000001,37.892813000000004,1072.5154196985718,9
16,17,17,,2017-05-17 00:17:12,65.5,9,"ACC开,3D定位,天线正常","河北省衡水市深州市,距何家庄小学 约311米,距何家庄村 约524米",115.700926,37.902476,1080.9879575657367,9
17,18,18,,2017-05-17 00:18:12,63.8,10,"ACC开,3D定位,天线正常","河北省衡水市深州市,距董家庄村 约648米",115.700425,37.91218,1079.9319631391802,10
