,Unnamed: 0,Unnamed: 0.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
452,452,452,,2017-04-24 15:44:47,68.5,154,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,118.76193500000001,43.560255,1120.4645653048772,154
453,453,453,,2017-04-24 15:45:47,67.8,155,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,118.773509,43.553985,1164.4395865006802,155
454,454,454,,2017-04-24 15:46:47,15.6,155,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,118.782451,43.548244,962.7201967725174,155
455,455,455,,2017-04-24 15:47:47,67.1,156,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,118.784443,43.540396,887.3054634116392,156
456,456,456,,2017-04-24 15:48:47,9.8,156,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,118.78558899999999,43.531991,939.149104205341,156
457,457,457,,2017-04-24 15:49:42,58.1,156,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,118.78986100000002,43.531586,347.3217273294363,156
458,458,458,,2017-04-24 15:50:42,69.2,157,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,118.80461799999999,43.532070000000004,1190.8601357880368,157
459,459,459,,2017-04-24 15:51:42,74.3,158,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市巴林右旗,距巴林右旗公安局交警大队车管所 约667米",118.819753,43.532938,1223.913996903195,158
460,460,460,,2017-04-24 15:55:41,75.0,162,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,118.886481,43.536126,5390.739994560495,162
461,461,461,,2017-04-24 15:56:41,72.6,163,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,118.90077600000001,43.535948,1152.4885765778931,163
462,462,462,,2017-04-24 15:57:41,61.1,164,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,118.914575,43.538211,1140.4247926808787,164
463,463,463,,2017-04-24 15:58:45,0.0,164,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,118.918076,43.538995,295.3616533705553,164
464,464,464,,2017-04-24 15:59:39,0.0,164,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,118.919316,43.539001,99.95360174161915,164
465,465,465,,2017-04-24 16:00:39,0.0,164,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,118.919321,43.538996000000004,0.6866888904125111,164
466,466,466,,2017-04-24 16:01:39,0.0,164,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,118.919321,43.538996000000004,0.0,164
467,467,467,,2017-04-24 16:02:39,0.0,164,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,118.919321,43.538996000000004,0.0,164
468,468,468,,2017-04-24 16:03:39,0.0,164,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,118.919321,43.538996000000004,0.0,164
469,469,469,,2017-04-24 16:04:39,0.0,164,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,118.919321,43.538996000000004,0.0,164
470,470,470,,2017-04-24 16:05:39,0.0,164,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,118.919321,43.538996000000004,0.0,164
471,471,471,,2017-04-24 16:06:39,0.0,164,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,118.919321,43.538996000000004,0.0,164
472,472,472,,2017-04-24 16:07:39,0.0,164,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,118.919321,43.538996000000004,0.0,164
473,473,473,,2017-04-24 16:08:39,0.0,164,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,118.919321,43.538996000000004,0.0,164
474,474,474,,2017-04-24 16:09:29,7.1,164,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,118.91953500000001,43.539011,17.33012219908829,164
475,475,475,,2017-04-24 16:10:13,0.0,164,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,118.919573,43.539263,28.188074684396117,164
476,476,476,,2017-04-24 16:11:02,57.1,164,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,118.92366100000001,43.54142,407.5581609637977,164
477,477,477,,2017-04-24 16:12:02,67.7,165,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市巴林右旗G303(集锡线),距巴林右旗吉蒙活畜交易市场 约342米",118.9347,43.547926000000004,1146.7212474474436,165
478,478,478,,2017-04-24 16:13:02,75.4,165,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗G303(集锡线),118.945733,43.55542,1218.5849689382762,165
479,479,479,,2017-04-24 16:14:02,68.3,166,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗G303(集锡线),118.95680800000001,43.562933,1222.4184678799802,166
480,480,480,,2017-04-24 16:15:02,73.2,166,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗G303(集锡线),118.967483,43.569998,1164.8554400902565,166
481,481,481,,2017-04-24 16:16:02,66.4,167,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗G303(集锡线),118.97883799999998,43.57595,1129.0781210339437,167
482,482,482,,2017-04-24 16:17:02,74.6,168,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗G303(集锡线),118.99113600000001,43.581803,1185.2986024138154,168
483,483,483,,2017-04-24 16:18:02,79.9,168,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗G303(集锡线),119.00203300000001,43.58971,1242.3171403528079,168
484,484,484,,2017-04-24 16:19:02,71.3,169,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市巴林右旗,距太布代嘎查 约114米,距太本代嘎查 约116米",119.006868,43.599545,1160.8522450867604,169
485,485,485,,2017-04-24 16:20:02,73.9,169,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,119.009473,43.61009,1191.164666617771,169
486,486,486,,2017-04-24 16:21:02,66.6,170,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,119.01651100000001,43.619733000000004,1212.7461275829328,170
487,487,487,,2017-04-24 16:22:02,74.3,171,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,119.022843,43.629775,1227.4389612791338,171
488,488,488,,2017-04-24 16:23:02,60.5,171,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,119.021478,43.639208,1054.6400296934771,171
489,489,489,,2017-04-24 16:24:03,0.0,171,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,119.02081799999999,43.641436,253.37154118284238,171
490,490,490,,2017-04-24 16:25:13,24.4,171,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,119.02028899999999,43.642806,158.1728118909702,171
491,491,491,,2017-04-24 16:26:13,68.4,172,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,119.019053,43.65124,943.0776558459727,172
492,492,492,,2017-04-24 16:27:13,65.1,172,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,119.02126299999999,43.661463,1150.5670477199121,172
493,493,493,,2017-04-24 16:28:13,69.2,173,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,119.026393,43.670946,1132.3249960895118,173
494,494,494,,2017-04-24 16:29:13,74.8,174,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,119.031803,43.680293,1126.7345994741645,174
495,495,495,,2017-04-24 16:30:13,65.0,174,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,119.038491,43.68938,1144.6322463723645,174
496,496,496,,2017-04-24 16:31:13,75.2,175,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,119.04714299999999,43.698456,1225.7115159925115,175
497,497,497,,2017-04-24 16:32:13,75.9,175,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,119.05641999999999,43.707531,1254.7542590097942,175
498,498,498,,2017-04-24 16:33:13,62.9,176,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,119.06559299999999,43.716421000000004,1233.1880912376662,176
499,499,499,,2017-04-24 16:34:13,75.0,177,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,119.07453500000001,43.725111,1204.1992675856654,177
500,500,500,,2017-04-24 16:35:13,68.0,177,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,119.083248,43.733518,1167.913293585098,177
501,501,501,,2017-04-24 16:36:13,70.5,178,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗,119.092851,43.741198,1150.8705654564164,178
502,502,502,,2017-04-24 16:37:13,72.8,178,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗G303(集锡线),119.10406599999999,43.748222999999996,1192.4006163728272,178
503,503,503,,2017-04-24 16:37:59,97.4,179,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林右旗G303(集锡线),119.11486599999999,43.75357800000001,1052.1786013520502,179
504,504,504,,2017-04-24 16:39:02,82.3,179,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗G303(集锡线),119.13151299999998,43.761269,1587.0965571446013,179
505,505,505,,2017-04-24 16:40:02,79.6,180,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.14608799999999,43.766349,1299.6208558892943,180
506,506,506,,2017-04-24 16:41:02,94.5,181,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.162523,43.770111,1384.422976357777,181
507,507,507,,2017-04-24 16:42:02,70.8,181,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.17949099999998,43.772776,1394.292255678492,181
508,508,508,,2017-04-24 16:43:02,65.3,182,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.193106,43.774873,1117.7586138757802,182
509,509,509,,2017-04-24 16:44:02,78.8,183,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.208059,43.777988,1249.5119745665165,183
510,510,510,,2017-04-24 16:45:02,89.7,183,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.22441599999999,43.782626,1410.8223957255743,183
511,511,511,,2017-04-24 16:46:02,69.7,184,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.240831,43.787345,1418.3688725107627,184
512,512,512,,2017-04-24 16:47:02,73.4,185,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.25528999999999,43.791826,1263.0605771867326,185
513,513,513,,2017-04-24 16:48:02,90.0,185,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市巴林左旗G303(集锡线),距查干哈达苏木人民政府 约556米,距中共查干哈达苏木委员会 约561米",119.26785500000001,43.798675,1263.7512620767582,185
514,514,514,,2017-04-24 16:49:02,80.9,186,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗G303(集锡线),119.28086,43.808426000000004,1504.9495923774807,186
515,515,515,,2017-04-24 16:50:02,80.3,187,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市巴林左旗,距汪安池嘎查 约512米",119.288164,43.818231,1237.800743313476,187
516,516,516,,2017-04-24 16:51:02,83.1,187,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.29308300000001,43.8286,1218.6452819960691,187
517,517,517,,2017-04-24 16:52:02,76.3,188,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.301773,43.838976,1347.9672986504556,188
518,518,518,,2017-04-24 16:53:02,82.0,189,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市巴林左旗G303(集锡线),距木哈尔沟 约177米",119.312991,43.846135,1201.290586423103,189
519,519,519,,2017-04-24 16:54:02,74.1,189,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗G303(集锡线),119.325498,43.853721,1310.4939750565259,189
520,520,520,,2017-04-24 16:55:02,62.9,190,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市巴林左旗G303(集锡线),距石桌子 约573米",119.337143,43.862343,1338.245456279524,190
521,521,521,,2017-04-24 16:56:02,71.5,190,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗G303(集锡线),119.348408,43.868318,1121.159558393805,190
522,522,522,,2017-04-24 16:57:02,65.7,191,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.361488,43.872851000000004,1163.3730753384862,191
523,523,523,,2017-04-24 16:58:11,0.0,191,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.36845,43.875093,611.2049523422373,191
524,524,524,,2017-04-24 16:59:11,0.0,191,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.36845,43.875093,0.0,191
525,525,525,,2017-04-24 17:00:11,0.0,191,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.36845,43.875093,0.0,191
526,526,526,,2017-04-24 17:01:11,0.0,191,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.36845,43.875093,0.0,191
527,527,527,,2017-04-24 17:02:03,15.0,191,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.368541,43.875106,7.435984389459372,191
528,528,528,,2017-04-24 17:03:03,77.8,192,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.380204,43.879773,1069.197572008166,192
529,529,529,,2017-04-24 17:04:03,80.2,192,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗G303(集锡线),119.393225,43.886205,1265.12644462829,192
530,530,530,,2017-04-24 17:05:03,84.4,193,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.408809,43.885343,1252.5882054493857,193
531,531,531,,2017-04-24 17:06:03,77.9,194,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市巴林左旗,距古北口村 约636米",119.425694,43.881372999999996,1423.4165332039588,194
532,532,532,,2017-04-24 17:07:03,70.9,194,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.439669,43.87809,1178.0698987609574,194
533,533,533,,2017-04-24 17:08:03,85.2,195,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.453805,43.873958,1222.6690978210536,195
534,534,534,,2017-04-24 17:09:03,91.3,196,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.46826100000001,43.866091,1451.9283639223577,196
535,535,535,,2017-04-24 17:10:03,81.9,196,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.486249,43.865080999999996,1446.4292513266644,196
536,536,536,,2017-04-24 17:10:51,95.9,197,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.501531,43.864891,1225.3224308605563,197
537,537,537,,2017-04-24 17:11:51,83.5,197,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.519586,43.86324000000001,1459.0663344555273,197
538,538,538,,2017-04-24 17:12:51,70.3,198,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.53453300000001,43.860339,1241.0051315160797,198
539,539,539,,2017-04-24 17:13:51,91.8,199,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.55096599999999,43.860731,1318.2338235958202,199
540,540,540,,2017-04-24 17:14:42,82.4,200,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市巴林左旗,距姜家湾村 约500米,距东姜家湾 约529米",119.566978,43.862381,1296.7820294849184,200
541,541,541,,2017-04-24 17:15:42,68.4,200,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.582475,43.863498,1248.6121927776558,200
542,542,542,,2017-04-24 17:16:42,75.7,201,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.597699,43.861603,1238.595747081962,201
543,543,543,,2017-04-24 17:17:28,96.2,201,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.610243,43.857555,1101.8607693020924,201
544,544,544,,2017-04-24 17:18:30,79.2,202,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.625533,43.852213,1362.3108174639704,202
545,545,545,,2017-04-24 17:19:30,94.0,203,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.64153600000002,43.846647999999995,1424.6801186820596,203
546,546,546,,2017-04-24 17:20:33,82.6,203,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.65973000000001,43.840363,1617.847499363659,203
547,547,547,,2017-04-24 17:21:33,80.1,204,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.67481599999999,43.837593,1248.5434798244464,204
548,548,548,,2017-04-24 17:22:33,67.6,204,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市巴林左旗,距瓦盆窑 约572米",119.690211,43.837958,1235.4294303948498,204
549,549,549,,2017-04-24 17:23:33,78.2,205,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市巴林左旗,距瓦盆窑 约697米",119.70484599999999,43.838861,1178.080777826701,205
550,550,550,,2017-04-24 17:24:33,73.9,206,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市巴林左旗,距隆发村 约715米",119.72008400000001,43.8398,1226.5905464555374,206
551,551,551,,2017-04-24 17:25:33,67.6,206,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市巴林左旗,距全发村 约479米,距隆发村 约488米",119.73493300000001,43.840706,1195.1744024961827,206
552,552,552,,2017-04-24 17:26:33,77.3,207,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市巴林左旗,距南湾子村 约602米",119.74962099999999,43.841274,1179.6858108821277,207
553,553,553,,2017-04-24 17:27:33,75.1,207,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市巴林左旗,距永胜茂 约654米",119.76503999999998,43.840006,1244.6400510433423,207
554,554,554,,2017-04-24 17:28:33,63.3,208,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市巴林左旗,距永胜茂 约709米",119.779705,43.837638,1205.3048299450259,208
555,555,555,,2017-04-24 17:29:30,7.5,208,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.78346299999998,43.837161,306.0450755682326,208
556,556,556,,2017-04-24 17:30:25,2.4,208,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.783875,43.837106,33.606155301609384,208
557,557,557,,2017-04-24 17:31:30,0.0,208,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.784173,43.83709,23.967612836657636,208
558,558,558,,2017-04-24 17:32:27,50.2,208,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.78791100000001,43.83687000000001,300.808252784955,208
559,559,559,,2017-04-24 17:33:27,77.7,209,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市巴林左旗,119.802446,43.836503,1166.5212160238661,209
560,560,560,,2017-04-24 17:34:27,67.8,210,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市阿鲁科尔沁旗,119.816465,43.836195000000004,1124.948241402708,210
561,561,561,,2017-04-24 17:35:27,73.5,210,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市阿鲁科尔沁旗,119.831198,43.834672999999995,1193.7702158876355,210
562,562,562,,2017-04-24 17:36:27,75.2,211,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市阿鲁科尔沁旗,119.846488,43.833281,1236.1479310115292,211
563,563,563,,2017-04-24 17:37:27,68.6,211,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市阿鲁科尔沁旗,119.86163799999999,43.833513,1215.4752064316078,211
564,564,564,,2017-04-24 17:38:27,76.6,212,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市阿鲁科尔沁旗,距敖包山 约278米",119.876823,43.83493,1228.1411588011492,212
565,565,565,,2017-04-24 17:39:27,72.7,213,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市阿鲁科尔沁旗,119.89137099999999,43.835634999999996,1169.5076331056177,213
566,566,566,,2017-04-24 17:40:27,78.5,213,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市阿鲁科尔沁旗,119.90616899999999,43.83511,1188.3624793493343,213
567,567,567,,2017-04-24 17:41:27,91.9,214,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市阿鲁科尔沁旗,119.92201499999999,43.834536,1272.5996902417023,214
568,568,568,,2017-04-24 17:42:27,79.3,214,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市阿鲁科尔沁旗,119.93826100000001,43.834208000000004,1303.6020291280781,214
569,569,569,,2017-04-24 17:43:27,76.4,215,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市阿鲁科尔沁旗,119.953526,43.835478,1232.512935487937,215
570,570,570,,2017-04-24 17:44:27,87.7,216,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市阿鲁科尔沁旗,119.971023,43.837311,1418.1105568648268,216
571,571,571,,2017-04-24 17:45:27,75.1,216,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市阿鲁科尔沁旗,119.98571799999999,43.838946,1192.5512482597728,216
572,572,572,,2017-04-24 17:46:27,68.1,217,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市阿鲁科尔沁旗,119.99985,43.84515,1326.820871187638,217
573,573,573,,2017-04-24 17:47:27,56.0,217,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市阿鲁科尔沁旗G303(集锡线),120.00735300000001,43.851863,958.7502265350529,217
574,574,574,,2017-04-24 17:48:27,59.6,218,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市阿鲁科尔沁旗,120.007966,43.859936,899.0224978914189,218
575,575,575,,2017-04-24 17:49:27,71.3,219,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市阿鲁科尔沁旗,距西沟地堡 约597米",120.01118600000001,43.869503,1094.6763704101102,219
576,576,576,,2017-04-24 17:50:27,76.2,219,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市阿鲁科尔沁旗,120.019478,43.878056,1160.290744318734,219
577,577,577,,2017-04-24 17:51:23,35.9,219,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市阿鲁科尔沁旗,120.02296399999999,43.884716,791.5097807893328,219
578,578,578,,2017-04-24 17:52:23,53.7,220,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市阿鲁科尔沁旗G303(集锡线),120.029756,43.884583,544.5280148994076,220
579,579,579,,2017-04-24 17:53:23,20.3,220,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市阿鲁科尔沁旗,120.039626,43.88406,793.1446955134965,220
580,580,580,,2017-04-24 17:54:32,0.0,220,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市阿鲁科尔沁旗,120.039875,43.884035,20.148350009266093,220
581,581,581,,2017-04-24 17:55:32,0.0,220,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市阿鲁科尔沁旗,120.039875,43.884035,0.0,220
582,582,582,,2017-04-24 17:56:43,17.7,220,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市阿鲁科尔沁旗,120.045798,43.883758,475.68764792287044,220
583,583,583,,2017-04-24 17:57:39,13.3,220,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市阿鲁科尔沁旗,120.04925800000001,43.883145,285.5529124085581,220
584,584,584,,2017-04-24 17:58:39,41.2,221,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市阿鲁科尔沁旗,距天山一中 约585米,距金运通汽贸有限公司 约614米",120.05343500000001,43.880318,459.2240469596316,221
585,585,585,,2017-04-24 17:59:26,33.7,221,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市阿鲁科尔沁旗,距金运通汽贸有限公司 约379米,距天山一中 约397米",120.054825,43.878245,256.0183598699662,221
586,586,586,,2017-04-24 18:00:26,34.6,221,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市阿鲁科尔沁旗,距金运通汽贸有限公司 约224米,距阿鲁科尔沁旗公安局交警大队车管所 约270米",120.05483000000001,43.872838,601.2319512717472,221
587,587,587,,2017-04-24 18:01:27,23.1,221,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市阿鲁科尔沁旗,距赤峰市北方民族技工学校 约192米,距天山二中 约203米",120.05749099999998,43.871894,237.7318539893932,221
588,588,588,,2017-04-24 18:02:27,30.8,222,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市阿鲁科尔沁旗,距峰景新城A区 约32米,距峰景新城 约46米",120.063496,43.872578000000004,487.3271123321663,222
589,589,589,,2017-04-24 18:03:27,47.8,222,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市阿鲁科尔沁旗罕乌拉西路,距大周蔬菜水果商店 约48米,距中央领郡 约94米",120.07021599999999,43.873474,547.7983321135534,222
590,590,590,,2017-04-24 18:04:27,35.4,222,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市阿鲁科尔沁旗集通路,距交通家园 约57米,距红云洗浴 约57米",120.07693300000001,43.874408,548.3383232326722,222
591,591,591,,2017-04-24 18:05:19,6.7,222,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市阿鲁科尔沁旗天元大街,距桃源宾馆(阿鲁科尔沁旗新区天元大街店) 约127米,距罗琦窗帘布艺 约127米",120.08211599999998,43.874983,420.3385954569835,222
592,592,592,,2017-04-24 18:06:22,31.1,223,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市阿鲁科尔沁旗,距润丰汽车维修中心 约298米,距京驰汽车修理部 约360米",120.082801,43.870874,460.1880955835318,223
593,593,593,,2017-04-24 18:07:11,44.8,223,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市阿鲁科尔沁旗,距京驰汽车修理部 约458米,距润丰汽车维修中心 约654米",120.087378,43.870188,374.7442392059488,223
594,594,594,,2017-04-24 18:08:10,0.0,223,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市阿鲁科尔沁旗,距京驰汽车修理部 约579米",120.09018600000002,43.870459999999994,227.11682688074575,223
595,595,595,,2017-04-24 18:09:00,50.8,223,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市阿鲁科尔沁旗,120.093751,43.87072,287.2337301482236,223
596,596,596,,2017-04-24 18:10:04,44.5,223,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市阿鲁科尔沁旗,距金桥嘉园 约254米,距阿鲁科尔沁旗公路管理段 约274米",120.100628,43.871226,554.1296481583582,223
597,597,597,,2017-04-24 18:11:04,60.7,224,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市阿鲁科尔沁旗,距东南村 约644米",120.112821,43.873128,1000.0012659886173,224
598,598,598,,2017-04-24 18:12:04,39.6,224,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市阿鲁科尔沁旗,距兴隆堡村 约403米",120.12529599999999,43.874625,1013.7173907059134,224
599,599,599,,2017-04-24 18:13:04,40.3,225,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市阿鲁科尔沁旗,距兴隆堡村 约401米,距御龙别墅 约720米",120.132811,43.872633,641.8146158776183,225
600,600,600,,2017-04-24 18:14:04,62.3,225,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市阿鲁科尔沁旗,120.144021,43.871365000000004,909.5813952964244,225
601,601,601,,2017-04-24 18:15:04,61.4,226,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市阿鲁科尔沁旗,120.158446,43.871598,1156.599782861043,226
602,602,602,,2017-04-24 18:16:04,54.6,226,"ACC开,3D定位,天线正常","内蒙古自治区赤峰市阿鲁科尔沁旗,距大沟头 约376米",120.16970500000001,43.871790999999995,902.7745523697756,226
603,603,603,,2017-04-24 18:17:04,56.5,227,"ACC开,3D定位,天线正常",内蒙古自治区赤峰市阿鲁科尔沁旗,120.181868,43.871565999999994,975.3051268599185,227
