Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
0,0,0,,2017-06-13 09:30:09,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约264米,距茄子滩 约324米",111.633601,29.061081,,0
1,1,1,,2017-06-13 09:30:39,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约267米,距茄子滩 约323米",111.63358,29.061063,2.8587049216505216,0
2,2,2,,2017-06-13 09:31:09,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约267米,距茄子滩 约323米",111.63358,29.061063,0.0,0
3,3,3,,2017-06-13 09:31:39,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约267米,距茄子滩 约323米",111.63358,29.061063,0.0,0
4,4,4,,2017-06-13 09:32:09,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约267米,距茄子滩 约323米",111.63358,29.061063,0.0,0
5,5,5,,2017-06-13 09:32:39,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约267米,距茄子滩 约323米",111.63358,29.061063,0.0,0
6,6,6,,2017-06-13 09:33:09,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约267米,距茄子滩 约323米",111.63358,29.061063,0.0,0
7,7,7,,2017-06-13 09:33:39,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约267米,距茄子滩 约323米",111.63358,29.061063,0.0,0
8,8,8,,2017-06-13 09:34:09,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约267米,距茄子滩 约323米",111.63358,29.061063,0.0,0
9,9,9,,2017-06-13 09:34:39,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约267米,距茄子滩 约323米",111.63358,29.061063,0.0,0
10,10,10,,2017-06-13 09:35:09,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约267米,距茄子滩 约323米",111.63358,29.061063,0.0,0
11,11,11,,2017-06-13 09:35:39,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约267米,距茄子滩 约323米",111.63358,29.061063,0.0,0
12,12,12,,2017-06-13 09:36:09,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约267米,距茄子滩 约323米",111.63358,29.061063,0.0,0
13,13,13,,2017-06-13 09:36:39,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约267米,距茄子滩 约323米",111.63358,29.061063,0.0,0
14,14,14,,2017-06-13 09:37:09,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约267米,距茄子滩 约323米",111.63358,29.061063,0.0,0
15,15,15,,2017-06-13 09:37:51,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约267米,距茄子滩 约323米",111.63358,29.061063,0.0,0
16,16,16,,2017-06-13 09:38:39,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约267米,距茄子滩 约323米",111.63358,29.061063,0.0,0
17,17,17,,2017-06-13 09:39:09,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约267米,距茄子滩 约323米",111.63358,29.061063,0.0,0
18,18,18,,2017-06-13 09:39:39,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约267米,距茄子滩 约323米",111.63358,29.061063,0.0,0
19,19,19,,2017-06-13 09:40:11,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约267米,距茄子滩 约323米",111.63358,29.061063,0.0,0
20,20,20,,2017-06-13 09:45:46,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约267米,距茄子滩 约323米",111.63358,29.061063,0.0,0
21,21,21,,2017-06-13 09:46:16,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约267米,距茄子滩 约323米",111.63358,29.061063,0.0,0
22,22,22,,2017-06-13 09:46:46,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约267米,距茄子滩 约323米",111.63358,29.061063,0.0,0
23,23,23,,2017-06-13 09:47:16,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约273米,距茄子滩 约327米",111.633571,29.060988,8.385383769947364,0
24,24,24,,2017-06-13 09:48:03,7.2,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约245米,距茄子滩 约388米",111.634196,29.060821,63.5223742472713,0
25,25,25,,2017-06-13 09:48:47,12.5,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约113米,距茄子滩 约494米",111.635709,29.06157,169.00365286720847,0
