Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
0,0,0,,2017-06-13 14:17:13,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约189米,距石板滩中学 约324米",111.640225,29.162239000000003,,0
1,1,1,,2017-06-13 14:17:43,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约189米,距石板滩中学 约324米",111.640225,29.162239000000003,0.0,0
2,2,2,,2017-06-13 14:18:13,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约189米,距石板滩中学 约324米",111.640225,29.162239000000003,0.0,0
3,3,3,,2017-06-13 14:18:43,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约189米,距石板滩中学 约324米",111.640225,29.162239000000003,0.0,0
4,4,4,,2017-06-13 14:19:13,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约189米,距石板滩中学 约324米",111.640225,29.162239000000003,0.0,0
5,5,5,,2017-06-13 14:19:43,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约189米,距石板滩中学 约324米",111.640225,29.162239000000003,0.0,0
6,6,6,,2017-06-13 14:20:13,5.8,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约196米,距石板滩中学 约320米",111.640248,29.162314,8.633487915411315,0
7,7,7,,2017-06-13 14:20:56,13.4,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距石板滩中学 约199米,距鼎城永欣机械制造公司 约215米",111.63927,29.163005,122.15506375837006,0
8,8,8,,2017-06-13 14:21:26,13.7,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距石板滩中学 约137米,距鼎城永欣机械制造公司 约227米",111.637966,29.163038,126.67108306183542,0
9,9,9,,2017-06-13 14:21:56,22.0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距石板滩中学 约205米,距鼎城永欣机械制造公司 约322米",111.636266,29.163016,165.08749549872098,0
10,10,10,,2017-06-13 14:22:15,17.8,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距石板滩中学 约295米,距鼎城永欣机械制造公司 约368米",111.635406,29.162643,93.23875158597708,0
11,11,11,,2017-06-13 14:22:45,19.0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距鼎城永欣机械制造公司 约328米,距石板滩中学 约398米",111.635404,29.161365000000004,142.1074496951076,0
12,12,12,,2017-06-13 14:23:15,9.9,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距鼎城永欣机械制造公司 约342米,距常德金德山水泥有限公司 约408米",111.6355,29.159976,154.7310220471127,0
13,13,13,,2017-06-13 14:23:58,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距鼎城永欣机械制造公司 约355米,距常德金德山水泥有限公司 约401米",111.635511,29.15968,32.931071886091644,0
14,14,14,,2017-06-13 14:24:19,12.0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距鼎城永欣机械制造公司 约366米,距常德金德山水泥有限公司 约407米",111.635439,29.159585,12.66759505100276,0
