Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
0,0,0,,2017-05-31 10:53:38,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约287米,距茄子滩 约329米",111.633503,29.060868,,0
1,1,1,,2017-05-31 10:54:38,0.0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约287米,距茄子滩 约329米",111.633503,29.060871000000002,0.33358525107692344,0
2,2,2,,2017-05-31 10:55:36,6.8,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约260米,距茄子滩 约356米",111.63386299999999,29.060893,35.07599603242204,0
3,3,3,,2017-05-31 10:56:22,9.8,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约202米,距茄子滩 约446米",111.63491499999999,29.060906,102.26046994624274,0
4,4,4,,2017-05-31 10:57:07,11.4,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距枫树山 约131米,距茄子滩 约509米",111.63582099999999,29.061413,104.55956166388869,0
5,5,5,,2017-05-31 10:58:07,48.4,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区柳叶大道辅路,距合兴村 约306米,距合兴村村委会 约388米",111.63986799999999,29.057375,596.9395496148726,0
6,6,6,,2017-05-31 10:59:09,55.6,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区柳叶大道辅路,距李家岗 约346米,距聚宝小学 约521米",111.63787099999999,29.054776,348.13394090432524,0
7,7,7,,2017-05-31 10:59:58,28.9,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区柳叶大道辅路,距朱湖 约255米,距惠家土地 约475米",111.63076000000001,29.054391,692.5279655553869,1
8,8,8,,2017-05-31 11:00:58,62.0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区S306,距雷坛岗村 约253米,距湖南大方农化朱湖直销店 约268米",111.63069099999998,29.04665300000001,860.4536994456163,1
9,9,9,,2017-05-31 11:02:02,31.3,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距湖南大方农化朱湖直销店 约454米,距雷坛岗村 约472米",111.628515,29.042408000000002,517.254002379094,1
10,10,10,,2017-05-31 11:02:46,0.0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距南湖港 约321米,距湖南大方农化朱湖直销店 约507米",111.62496100000001,29.042721000000004,347.2447923396428,1
11,11,11,,2017-05-31 11:03:33,0.0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距南湖港 约317米,距湖南大方农化朱湖直销店 约525米",111.62456499999999,29.042776,38.979173113556726,1
12,12,12,,2017-05-31 11:04:17,0.0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距南湖港 约337米,距湖南大方农化朱湖直销店 约518米",111.62498799999999,29.042581,46.487708474703894,1
13,13,13,,2017-05-31 11:05:17,0.0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距南湖港 约337米,距湖南大方农化朱湖直销店 约518米",111.62498799999999,29.042581,0.0,1
14,14,14,,2017-05-31 11:06:13,12.9,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距南湖港 约341米,距湖南大方农化朱湖直销店 约510米",111.62518100000001,29.042558000000003,18.935677368353826,1
15,15,15,,2017-05-31 11:07:13,26.3,2,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距雷坛岗村 约346米,距湖南大方农化朱湖直销店 约532米",111.630575,29.042263000000002,525.394519610245,2
16,16,16,,2017-05-31 11:08:18,63.1,2,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距雷公岗 约166米,距王家桥 约357米",111.63096100000001,29.048483,692.6505531294092,2
17,17,17,,2017-05-31 11:09:28,50.7,2,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距李家岗 约262米,距聚宝小学 约558米",111.635056,29.054058,736.7085045247748,2
18,18,18,,2017-05-31 11:10:28,50.5,3,"ACC开,3D定位,天线正常","湖南省常德市武陵区金丹路,距合兴村村委会 约137米,距合兴村 约284米",111.64214299999999,29.05482,694.0629565566124,3
19,19,19,,2017-05-31 11:11:13,53.8,3,"ACC开,3D定位,天线正常","湖南省常德市武陵区金丹路,距聚宝小学-南门 约480米,距聚宝小学 约483米",111.643476,29.051056,438.13616354481115,3
20,20,20,,2017-05-31 11:11:57,17.0,3,"ACC开,3D定位,天线正常","湖南省常德市武陵区金丹路,距常德舒心宾馆 约415米,距聚宝小学-南门 约454米",111.643376,29.049304,195.05615053034148,3
21,21,21,,2017-05-31 11:12:57,30.0,4,"ACC开,3D定位,天线正常","湖南省常德市武陵区S306(人民路),距常德职院驾校-北门 约98米,距宏昇超市 约117米",111.64341999999999,29.044340999999996,551.8777755722997,4
22,22,22,,2017-05-31 11:13:57,40.5,4,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距常德市职业技术学院-基础医学系 约370米,距常德市农业科学研究所 约504米",111.643456,29.037625,746.7943828112706,4
23,23,23,,2017-05-31 11:15:04,0.0,4,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距湖南幼儿师范高等专科学校 约466米,距常德市职业技术学院-基础医学系 约554米",111.64323799999998,29.035790999999996,205.03010923001304,4
24,24,24,,2017-05-31 11:16:07,0.0,4,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距湖南幼儿师范高等专科学校 约508米,距常德市职业技术学院-基础医学系 约580米",111.64267,29.035798,55.22628315779677,4
25,25,25,,2017-05-31 11:17:07,0.0,4,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距湖南幼儿师范高等专科学校 约508米,距常德市职业技术学院-基础医学系 约580米",111.64267,29.035798,0.0,4
26,26,26,,2017-05-31 11:18:07,0.0,4,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距湖南幼儿师范高等专科学校 约508米,距常德市职业技术学院-基础医学系 约580米",111.64267,29.035798,0.0,4
27,27,27,,2017-05-31 11:19:07,0.0,4,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距湖南幼儿师范高等专科学校 约508米,距常德市职业技术学院-基础医学系 约580米",111.64267,29.035798,0.0,4
