,Index,Date and Time,Speed (km/h),Status,Position,Longitude,Latitude,Distance traveled (km),Distance_geopy
0,,2017-06-10 00:00:10,0,"ACC开,3D定位,天线正常","吉林省辽源市龙山区,距连阳小学 约299米,距辽源市跨世纪学校 约310米",125.137523,42.890511,0,
1,,2017-06-10 00:01:10,0,"ACC开,3D定位,天线正常","吉林省辽源市龙山区,距连阳小学 约300米,距辽源市跨世纪学校 约310米",125.13752099999999,42.89051,0,0.19726199346552686
2,,2017-06-10 00:02:00,0,"ACC开,3D定位,天线正常","吉林省辽源市龙山区,距连阳小学 约300米,距辽源市跨世纪学校 约310米",125.13752,42.890509,0,0.13784532545226966
3,,2017-06-10 00:02:50,0,"ACC开,3D定位,天线正常","吉林省辽源市龙山区,距连阳小学 约300米,距辽源市跨世纪学校 约310米",125.137519,42.890509,0,0.08146770662077489
4,,2017-06-10 00:03:40,0,"ACC开,3D定位,天线正常","吉林省辽源市龙山区,距连阳小学 约300米,距辽源市跨世纪学校 约310米",125.13751699999999,42.890513,0,0.4736850155241105
5,,2017-06-10 00:04:30,0,"ACC开,3D定位,天线正常","吉林省辽源市龙山区,距连阳小学 约300米,距辽源市跨世纪学校 约310米",125.13751599999999,42.890511,0,0.23684250672603915
6,,2017-06-10 00:05:20,0,"ACC开,3D定位,天线正常","吉林省辽源市龙山区,距连阳小学 约300米,距辽源市跨世纪学校 约310米",125.13750900000001,42.890516,0,0.7964427097284024
7,,2017-06-10 00:06:10,0,"ACC开,3D定位,天线正常","吉林省辽源市龙山区,距连阳小学 约300米,距辽源市跨世纪学校 约311米",125.13750800000001,42.890513,0,0.34338914530581416
8,,2017-06-10 00:07:00,0,"ACC开,3D定位,天线正常","吉林省辽源市龙山区,距连阳小学 约299米,距辽源市跨世纪学校 约309米",125.137518,42.890532,2,2.2643382173845237
9,,2017-06-10 00:07:50,0,"ACC开,3D定位,天线正常","吉林省辽源市龙山区,距连阳小学 约299米,距辽源市跨世纪学校 约309米",125.137519,42.890531,0,0.13784530676791032
10,,2017-06-10 00:08:40,0,"ACC开,3D定位,天线正常","吉林省辽源市龙山区,距连阳小学 约299米,距辽源市跨世纪学校 约309米",125.137518,42.89053,0,0.13784530811911958
11,,2017-06-10 00:09:30,0,"ACC开,3D定位,天线正常","吉林省辽源市龙山区,距连阳小学 约299米,距辽源市跨世纪学校 约309米",125.137518,42.89053,0,0.0
12,,2017-06-10 00:10:20,0,"ACC开,3D定位,天线正常","吉林省辽源市龙山区,距连阳小学 约299米,距辽源市跨世纪学校 约309米",125.137519,42.890529,0,0.13784530775860654
13,,2017-06-10 00:11:10,0,"ACC开,3D定位,天线正常","吉林省辽源市龙山区,距连阳小学 约299米,距辽源市跨世纪学校 约309米",125.137519,42.89053,0,0.11119508274920896
14,,2017-06-10 00:12:00,0,"ACC开,3D定位,天线正常","吉林省辽源市龙山区,距连阳小学 约299米,距辽源市跨世纪学校 约309米",125.13751699999999,42.89053,0,0.1629353577656996
15,,2017-06-10 00:12:50,0,"ACC开,3D定位,天线正常","吉林省辽源市龙山区,距连阳小学 约299米,距辽源市跨世纪学校 约309米",125.137518,42.89053,0,0.08146768095574906
16,,2017-06-10 00:13:40,0,"ACC开,3D定位,天线正常","吉林省辽源市龙山区,距连阳小学 约299米,距辽源市跨世纪学校 约309米",125.137518,42.89053,0,0.0
17,,2017-06-10 00:14:30,0,"ACC开,3D定位,天线正常","吉林省辽源市龙山区,距连阳小学 约299米,距辽源市跨世纪学校 约309米",125.13751699999999,42.890531,0,0.13784531077938064
18,,2017-06-10 00:15:20,0,"ACC开,3D定位,天线正常","吉林省辽源市龙山区,距连阳小学 约299米,距辽源市跨世纪学校 约309米",125.137515,42.890531,0,0.1629353530510927
19,,2017-06-10 00:16:10,0,"ACC开,3D定位,天线正常","吉林省辽源市龙山区,距连阳小学 约299米,距辽源市跨世纪学校 约309米",125.137511,42.89053,0,0.3443197161346698
20,,2017-06-10 00:17:00,0,"ACC开,3D定位,天线正常","吉林省辽源市龙山区,距连阳小学 约299米,距辽源市跨世纪学校 约309米",125.13750700000001,42.890533000000005,0,0.466337685741675
21,,2017-06-10 00:17:50,0,"ACC开,3D定位,天线正常","吉林省辽源市龙山区,距连阳小学 约299米,距辽源市跨世纪学校 约309米",125.13750800000001,42.890533000000005,0,0.08146767492028818
22,,2017-06-10 00:18:40,0,"ACC开,3D定位,天线正常","吉林省辽源市龙山区,距连阳小学 约299米,距辽源市跨世纪学校 约309米",125.13751699999999,42.890525,1,1.1527852331639215
