Unnamed: 0,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position ,Longitude,Latitude,Distance_geopy,Distance traveled (km)
55,,2017-05-04 00:48:07,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
56,,2017-05-04 00:48:55,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
57,,2017-05-04 00:49:43,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
58,,2017-05-04 00:50:31,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
59,,2017-05-04 00:51:19,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
60,,2017-05-04 00:52:08,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
61,,2017-05-04 00:52:56,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
62,,2017-05-04 00:53:44,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
63,,2017-05-04 00:54:32,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
64,,2017-05-04 00:55:20,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
65,,2017-05-04 00:56:08,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
66,,2017-05-04 00:56:56,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
67,,2017-05-04 00:57:44,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
68,,2017-05-04 00:58:32,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
69,,2017-05-04 00:59:20,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
70,,2017-05-04 01:00:08,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
71,,2017-05-04 01:00:56,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
72,,2017-05-04 01:01:44,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
73,,2017-05-04 01:02:32,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
74,,2017-05-04 01:03:19,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
75,,2017-05-04 01:04:07,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
76,,2017-05-04 01:04:55,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
77,,2017-05-04 01:05:44,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
78,,2017-05-04 01:06:32,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
79,,2017-05-04 01:07:20,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
80,,2017-05-04 01:08:08,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
