Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position ,Longitude,Latitude,Distance_geopy,Distance traveled (km)
1,1,1,,2017-06-08 00:00:36,0.0,0.0,"ACC开,3D定位,天线正常","湖南省长沙市芙蓉区金泉街69号,距苏和广告 约11米,距长沙市芙蓉区火星幼儿园 约16米",113.03132,28.205247999999997,0.0,0.0
2,2,2,,2017-06-08 00:01:08,0.0,0.0,"ACC开,3D定位,天线正常","湖南省长沙市芙蓉区金泉街69号,距苏和广告 约11米,距长沙市芙蓉区火星幼儿园 约16米",113.03132,28.205247999999997,0.0,0.0
3,3,3,,2017-06-08 00:01:40,0.0,0.0,"ACC开,3D定位,天线正常","湖南省长沙市芙蓉区金泉街69号,距苏和广告 约11米,距长沙市芙蓉区火星幼儿园 约16米",113.03132,28.205247999999997,0.0,0.0
4,4,4,,2017-06-08 00:02:12,0.0,0.0,"ACC开,3D定位,天线正常","湖南省长沙市芙蓉区金泉街69号,距苏和广告 约11米,距长沙市芙蓉区火星幼儿园 约16米",113.03132,28.205247999999997,0.0,0.0
5,5,5,,2017-06-08 00:02:44,0.0,0.0,"ACC开,3D定位,天线正常","湖南省长沙市芙蓉区金泉街69号,距苏和广告 约11米,距长沙市芙蓉区火星幼儿园 约16米",113.03132,28.205247999999997,0.0,0.0
6,6,6,,2017-06-08 00:03:16,0.0,0.0,"ACC开,3D定位,天线正常","湖南省长沙市芙蓉区金泉街69号,距苏和广告 约11米,距长沙市芙蓉区火星幼儿园 约16米",113.03132,28.205247999999997,0.0,0.0
7,7,7,,2017-06-08 00:03:48,0.0,0.0,"ACC开,3D定位,天线正常","湖南省长沙市芙蓉区金泉街69号,距苏和广告 约11米,距长沙市芙蓉区火星幼儿园 约16米",113.03132,28.205247999999997,0.0,0.0
8,8,8,,2017-06-08 00:04:20,0.0,0.0,"ACC开,3D定位,天线正常","湖南省长沙市芙蓉区金泉街69号,距苏和广告 约11米,距长沙市芙蓉区火星幼儿园 约16米",113.03132,28.205247999999997,0.0,0.0
9,9,9,,2017-06-08 00:04:52,0.0,0.0,"ACC开,3D定位,天线正常","湖南省长沙市芙蓉区金泉街69号,距苏和广告 约11米,距长沙市芙蓉区火星幼儿园 约16米",113.03132,28.205247999999997,0.0,0.0
10,10,10,,2017-06-08 00:05:25,0.0,0.0,"ACC开,3D定位,天线正常","湖南省长沙市芙蓉区金泉街69号,距苏和广告 约11米,距长沙市芙蓉区火星幼儿园 约16米",113.03132,28.205247999999997,0.0,0.0
