Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position ,Longitude,Latitude,Distance_geopy,Distance traveled (km)
1,1,1,,2017-05-10 00:00:59,65.0,0.0,"ACC开,3D定位,天线正常","辽宁省阜新市阜新蒙古族自治县沙十线,距中国邮政(沙拉邮政所) 约198米,距沙拉镇 约326米",121.88348,42.149822,920.3865105173579,0.0
2,2,2,,2017-05-10 00:01:47,67.0,0.0,"ACC开,3D定位,天线正常","辽宁省阜新市阜新蒙古族自治县朱苍线,距阜新泓盛电力器材设备厂 约190米,距沙拉站 约511米",121.873665,42.14684000000001,874.464142801044,0.0
3,3,3,,2017-05-10 00:02:35,69.0,1.0,"ACC开,3D定位,天线正常",辽宁省阜新市阜新蒙古族自治县市环线,121.86358,42.143993,889.6849595476651,1.0
4,4,4,,2017-05-10 00:03:23,68.0,1.0,"ACC开,3D定位,天线正常","辽宁省阜新市阜新蒙古族自治县,距小五家子 约368米",121.853455,42.14064000000001,914.2711999202744,1.0
5,5,5,,2017-05-10 00:04:11,76.0,1.0,"ACC开,3D定位,天线正常","辽宁省阜新市阜新蒙古族自治县,距小喇嘛营子 约672米",121.843315,42.136143,974.2082080426416,1.0
6,6,6,,2017-05-10 00:04:59,62.0,2.0,"ACC开,3D定位,天线正常",辽宁省阜新市阜新蒙古族自治县,121.8331,42.132298,944.6187769207116,2.0
7,7,7,,2017-05-10 00:05:47,59.0,2.0,"ACC开,3D定位,天线正常",辽宁省阜新市阜新蒙古族自治县G25(长深高速),121.82343,42.12951,855.5668294794707,2.0
8,8,8,,2017-05-10 00:06:35,69.0,2.0,"ACC开,3D定位,天线正常","辽宁省阜新市新邱区G25(长深高速),距小五家子 约589米",121.81514,42.12588,793.9235599099396,2.0
9,9,9,,2017-05-10 00:07:23,72.0,2.0,"ACC开,3D定位,天线正常","辽宁省阜新市新邱区G25(阜新东立交桥),距郑家洼子 约217米,距葛家洼子 约681米",121.80688,42.12015,932.7593960445944,2.0
10,10,10,,2017-05-10 00:08:11,72.0,3.0,"ACC开,3D定位,天线正常","辽宁省阜新市新邱区,距阜新东互通 约425米,距华龙古典家具厂 约735米",121.79859,42.11493,896.911014285127,3.0
11,11,11,,2017-05-10 00:08:59,71.0,3.0,"ACC开,3D定位,天线正常","辽宁省阜新市新邱区粮丰路,距大龙汽车电器修理配件 约199米,距小全大型修理厂 约247米",121.7881,42.111473,946.8298680718863,3.0
12,12,12,,2017-05-10 00:09:48,68.0,3.0,"ACC开,3D定位,天线正常","辽宁省阜新市新邱区,距阿金歹屯河西 约464米,距春义饭店(阿金歹第三卫生室西南) 约673米",121.777306,42.110096,903.466625641221,3.0
13,13,13,,2017-05-10 00:10:35,68.0,4.0,"ACC开,3D定位,天线正常","辽宁省阜新市阜新蒙古族自治县,距小杨家荒 约705米",121.76663,42.1085,898.3871044551681,4.0
14,14,14,,2017-05-10 00:11:23,69.0,4.0,"ACC开,3D定位,天线正常",辽宁省阜新市阜新蒙古族自治县,121.756195,42.105995,904.7748270638613,4.0
15,15,15,,2017-05-10 00:12:11,64.0,4.0,"ACC开,3D定位,天线正常","辽宁省阜新市阜新蒙古族自治县,距东扣莫村 约598米,距东扣莫村卫生室 约705米",121.7456,42.103905,904.430024484257,4.0
16,16,16,,2017-05-10 00:12:59,67.0,5.0,"ACC开,3D定位,天线正常","辽宁省阜新市阜新蒙古族自治县S21(阜盘高速),距东扣莫村 约720米",121.73542,42.102997,845.8928544735584,5.0
17,17,17,,2017-05-10 00:13:47,70.0,5.0,"ACC开,3D定位,天线正常",辽宁省阜新市阜新蒙古族自治县,121.7242,42.10232,928.7127981006198,5.0
18,18,18,,2017-05-10 00:14:35,66.0,5.0,"ACC开,3D定位,天线正常",辽宁省阜新市阜新蒙古族自治县,121.713455,42.10171500000001,889.0269224470943,5.0
19,19,19,,2017-05-10 00:15:24,42.0,5.0,"ACC开,3D定位,天线正常","辽宁省阜新市阜新蒙古族自治县西阜线,距辽宁三沟酒业公司南门 约485米,距辽宁三沟酒业公司 约539米",121.70353,42.101925,819.1622371349712,5.0
20,20,20,,2017-05-10 00:16:11,39.0,6.0,"ACC开,3D定位,天线正常","辽宁省阜新市阜新蒙古族自治县西哈线,距辽宁三沟酒业公司南门 约69米,距辽宁三沟酒业公司 约369米",121.696976,42.102615,546.1285974495695,6.0
21,21,21,,2017-05-10 00:17:00,14.0,6.0,"ACC开,3D定位,天线正常","辽宁省阜新市阜新蒙古族自治县,距辽宁三沟酒业公司南门 约434米,距辽宁三沟酒业公司 约580米",121.692635,42.10358,373.8622559741198,6.0
22,22,22,,2017-05-10 00:17:48,8.0,6.0,"ACC开,3D定位,天线正常","辽宁省阜新市阜新蒙古族自治县,距辽宁三沟酒业公司南门 约567米,距辽宁三沟酒业公司 约688米",121.6911,42.103947,133.04914415528629,6.0
23,23,23,,2017-05-10 00:18:36,0.0,6.0,"ACC开,3D定位,天线正常","辽宁省阜新市阜新蒙古族自治县,距辽宁三沟酒业公司南门 约577米,距辽宁三沟酒业公司 约696米",121.69099,42.10398,9.788678132956683,6.0
24,24,24,,2017-05-10 00:19:24,0.0,6.0,"ACC开,3D定位,天线正常","辽宁省阜新市阜新蒙古族自治县,距辽宁三沟酒业公司南门 约577米,距辽宁三沟酒业公司 约696米",121.69099,42.10398,0.0,6.0
25,25,25,,2017-05-10 00:20:12,0.0,6.0,"ACC开,3D定位,天线正常","辽宁省阜新市阜新蒙古族自治县,距辽宁三沟酒业公司南门 约577米,距辽宁三沟酒业公司 约696米",121.69099,42.10398,0.0,6.0
