Average Speed before stop,Distance from previous stop(in kms),Duration,EndTime,Latitude,Longitude,Speed Variance,StartRow,StartTime,StopID,StopRow,Time travelled before stop,VehicleID
63.90985915492957,150.6106121099666,1.0333333333333334,2017-04-29 13:17:56,39.762806,117.844473,357.7394765757667,7127.0,2017-04-29 13:17:56,70,7127.0,142.55,A3931
4.5,0.08613221418012512,0.85,2017-04-29 13:19:38,39.762783,117.843645,4.5,7129.0,2017-04-29 13:19:38,71,7129.0,1.7,A3931
18.433333333333334,1.1582556791959406,0.9833333333333333,2017-04-29 13:23:23,39.753851,117.84141000000001,179.50333333333336,7133.0,2017-04-29 13:23:23,72,7133.0,3.75,A3931
31.81176470588235,8.824694747608389,4.1,2017-04-29 13:44:09,39.6908575,117.79017374999998,352.51485294117646,7151.0,2017-04-29 13:41:12,73,7154.0,17.816666666666666,A3931
36.06923076923077,8.340987694289021,202.86666666666667,2017-04-29 18:55:44,39.7482,117.83921600000023,259.47564102564104,7265.0,2017-04-29 15:34:02,74,7465.0,109.88333333333334,A3931
6.1,0.21369447290031435,125.16666666666667,2017-04-29 21:02:48,39.749620999999955,117.84088999999987,0.9799999999999992,7468.0,2017-04-29 18:58:48,75,7592.0,3.066666666666667,A3931
57.781481481481485,25.824582772074606,4.016666666666667,2017-04-29 21:33:25,39.73292525,117.56995424999998,648.8177207977208,7620.0,2017-04-29 21:30:15,76,7623.0,27.45,A3931
66.30666666666667,16.65766344847682,0.8833333333333333,2017-04-30 06:19:46,39.729253,117.387271,186.7120952380952,8149.0,2017-04-30 06:19:46,77,8149.0,526.35,A3931
73.70322580645158,75.90097601823778,1.1666666666666667,2017-04-30 07:22:35,39.284086,117.01208600000001,99.27867794817556,8212.0,2017-04-30 07:22:35,78,8212.0,62.81666666666667,A3931
38.714999999999996,12.301243255337724,426.9166666666667,2017-04-30 14:48:59,39.22364100000016,117.07350500000027,265.86765789473685,8233.0,2017-04-30 07:42:59,79,8659.0,20.4,A3931
40.962500000000006,4.8901798648470205,0.8166666666666667,2017-04-30 14:57:30,39.226075,117.029311,527.9769642857143,8668.0,2017-04-30 14:57:30,80,8668.0,8.516666666666667,A3931
65.10888888888888,48.4486982458633,0.8833333333333333,2017-04-30 15:42:57,39.235519000000004,117.404823,348.76310101010097,8714.0,2017-04-30 15:42:57,81,8714.0,45.45,A3931
40.28333333333334,4.6591957357926415,9.9,2017-04-30 16:01:46,39.23648300000001,117.43911,121.59766666666667,8724.0,2017-04-30 15:52:46,82,8733.0,9.816666666666666,A3931
12.65,0.34980198203808277,128.53333333333333,2017-04-30 18:12:18,39.237459496123996,117.43596727906959,6.125,8736.0,2017-04-30 16:04:35,83,8864.0,2.816666666666667,A3931
17.657142857142862,1.7246736993377607,50.18333333333333,2017-04-30 19:09:20,39.23568799999999,117.4276,128.24619047619046,8872.0,2017-04-30 18:20:20,84,8921.0,8.033333333333333,A3931
58.94313725490195,99.76339980346744,1.1333333333333333,2017-04-30 20:52:58,38.679534999999994,116.88010600000001,221.6640613473112,9024.0,2017-04-30 20:52:58,85,9024.0,103.63333333333334,A3931
69.76858974358973,183.03995442421993,384.71666666666664,2017-05-01 05:56:08,37.76210499999983,115.74639300000071,76.16552315963607,9181.0,2017-04-30 23:32:20,86,9563.0,159.36666666666667,A3931
71.24935064935066,186.20164548194998,3.966666666666667,2017-05-01 08:36:26,36.2643905,115.11031,61.73441134029369,9718.0,2017-05-01 08:33:41,87,9721.0,157.55,A3931
51.239999999999995,4.12888278464515,85.16666666666667,2017-05-01 10:06:27,36.229378000000004,115.12474300000015,712.6629999999999,9727.0,2017-05-01 08:42:27,88,9811.0,6.016666666666667,A3931
8.3,0.15087818542233564,11.95,2017-05-01 10:19:14,36.22806599999999,115.12566616666669,8.3,9813.0,2017-05-01 10:08:25,89,9824.0,1.9666666666666666,A3931
71.31058823529412,100.82998182569341,41.75,2017-05-01 12:26:12,35.44353604761905,114.69310095238089,72.11357703081232,9910.0,2017-05-01 11:45:12,90,9951.0,85.96666666666667,A3931
69.24186046511623,99.89718884797759,22.8,2017-05-01 15:21:15,34.579928,114.49756599999999,37.616815321477425,10104.0,2017-05-01 14:59:15,91,10126.0,153.05,A3931
71.88,293.62307446670707,67.98333333333333,2017-05-01 20:33:31,32.25788342647058,114.15181591176486,39.818245901639344,10372.0,2017-05-01 19:26:31,92,10439.0,245.26666666666668,A3931
66.83055555555556,40.492996086211015,0.7833333333333333,2017-05-01 21:10:24,31.932034,114.281709,199.2341825396825,10476.0,2017-05-01 21:10:24,93,10476.0,36.88333333333333,A3931
