Average Speed before stop,Distance from previous stop(in kms),Duration,EndTime,Latitude,Longitude,Speed Variance,StartRow,StartTime,StopID,StopRow,Time travelled before stop,VehicleID
21.333333333333332,0.8890366007839928,1.0,2017-04-27 14:31:49,29.159713500000002,111.6355575,1.3333333333333333,5862.0,2017-04-27 14:31:19,111,5863.0,85.5,D1159
24.916666666666668,4.780762053066119,0.5,2017-04-27 14:45:19,29.1254,111.625955,206.62878787878788,5876.0,2017-04-27 14:45:19,112,5876.0,13.5,D1159
51.0,5.044582961870144,0.5,2017-04-27 14:51:49,29.132434999999997,111.673616,164.72727272727272,5889.0,2017-04-27 14:51:49,113,5889.0,6.5,D1159
65.67241379310344,101.71003242745911,85.5,2017-04-27 17:51:19,28.63816711724141,112.31930128965516,18.274362818590703,6008.0,2017-04-27 16:26:19,114,6152.0,94.5,D1159
61.31818181818182,112.04410328941128,0.5,2017-04-27 19:47:19,28.233962,113.05921299999999,126.76939115929942,6263.0,2017-04-27 19:47:19,115,6263.0,116.0,D1159
8.0,0.23112258941298355,0.5,2017-04-27 19:48:19,28.233882,113.05875800000001,8.0,6265.0,2017-04-27 19:48:19,116,6265.0,1.0,D1159
21.666666666666668,0.5851714884398891,1.5,2017-04-27 19:51:19,28.23368033333334,113.05328100000001,129.33333333333334,6269.0,2017-04-27 19:50:19,117,6271.0,2.0,D1159
27.375,1.90954090099062,56.0,2017-04-27 20:51:19,28.219438294642845,113.0585127767857,55.125,6280.0,2017-04-27 19:55:49,118,6391.0,4.5,D1159
21.0,0.40004838729344483,44.0,2017-04-27 21:36:19,28.215687861111093,113.05277397222221,128.0,6394.0,2017-04-27 20:52:49,119,6429.0,1.5,D1159
18.0,2.566697910001234,118.0,2017-04-27 23:42:19,28.205336155963302,113.03143731192662,129.0,6433.0,2017-04-27 21:44:49,120,6541.0,8.5,D1159
5.0,0.060268572098777576,60.21666666666667,2017-04-28 00:43:02,28.205050142857132,113.03113154545458,5.0,6543.0,2017-04-27 23:43:19,121,6619.0,1.0,D1159
21.5,0.28419715545741603,1.0,2017-04-28 00:45:02,28.206913,113.029374,12.5,6622.0,2017-04-28 00:44:32,122,6623.0,1.5,D1159
33.0,0.5436432871262996,1.0,2017-04-28 00:47:02,28.211796,113.029668,50.0,6626.0,2017-04-28 00:46:32,123,6627.0,1.5,D1159
34.0,4.186792274613392,1.0,2017-04-28 00:55:32,28.2372065,113.014124,143.85714285714286,6643.0,2017-04-28 00:55:02,124,6644.0,8.0,D1159
