StopID,VehicleID,StartRow,StopRow,StartTime,EndTime,Latitude,Longitude,Average Speed before stop,Distance from previous stop(in kms),Time travelled before stop,Speed Variance,Duration
0,C2661,0.0,101.0,2017-04-17 09:55:01,2017-04-17 10:45:31,29.163067872549018,111.6384210294118,0.0,0.0,0.0,0.0,51.0
1,C2661,105.0,126.0,2017-04-17 10:47:31,2017-04-17 10:58:01,29.160718409090904,111.63804363636365,12.333333333333334,0.319218876214886,2.0,25.333333333333332,11.0
2,C2661,129.0,150.0,2017-04-17 11:00:11,2017-04-17 11:10:41,29.16290313636364,111.63908336363635,18.0,0.36232080230567804,2.1666666666666665,8.0,11.0
3,C2661,155.0,467.0,2017-04-17 11:13:11,2017-04-17 13:49:51,29.162330661341855,111.64029672523976,11.5,0.24332612775436382,2.5,27.666666666666668,157.16666666666666
4,C2661,471.0,471.0,2017-04-17 13:51:51,2017-04-17 13:51:51,29.162078,111.635449,17.0,0.552455590086018,2.0,25.0,0.5
5,C2661,473.0,481.0,2017-04-17 13:52:51,2017-04-17 13:56:51,29.159640111111116,111.635489,7.0,0.2961964639956048,1.0,7.0,4.5
6,C2661,485.0,501.0,2017-04-17 13:58:51,2017-04-17 14:06:51,29.155016882352943,111.63386505882352,13.333333333333334,0.5882763115383314,2.0,2.3333333333333335,8.5
7,C2661,504.0,504.0,2017-04-17 14:08:21,2017-04-17 14:08:21,29.153034,111.62998600000002,24.5,0.43594694552053936,1.5,24.5,0.5
8,C2661,517.0,517.0,2017-04-17 14:15:51,2017-04-17 14:15:51,29.125367,111.625935,36.833333333333336,3.9440827904303783,7.5,190.51515151515153,0.5
9,C2661,528.0,528.0,2017-04-17 14:21:21,2017-04-17 14:21:21,29.132439,111.67524,62.0,5.248116399849037,5.5,430.8888888888889,0.5
10,C2661,652.0,652.0,2017-04-17 15:27:11,2017-04-17 15:27:11,29.435267,112.475769,81.60162601626017,90.55988408751399,65.83333333333333,12.733439957350393,3.8333333333333335
11,C2661,751.0,755.0,2017-04-17 16:16:41,2017-04-17 16:18:41,29.4471898,113.0199006,80.48979591836735,71.63815223523827,49.5,73.42772985482853,2.5
12,C2661,792.0,792.0,2017-04-17 16:37:11,2017-04-17 16:37:11,29.383455,113.129034,45.77777777777778,13.867608474259006,18.5,339.3777777777778,0.5
13,C2661,795.0,800.0,2017-04-17 16:38:41,2017-04-17 16:41:11,29.380892,113.13069366666666,20.0,0.43336560971684396,1.5,0.0,3.0
14,C2661,802.0,804.0,2017-04-17 16:42:11,2017-04-17 16:43:11,29.381461666666667,113.130598,7.0,0.14185280873744996,1.0,7.0,1.5
15,C2661,813.0,813.0,2017-04-17 16:48:21,2017-04-17 16:48:21,29.398378000000005,113.139745,27.5,2.5163958520705836,5.166666666666667,52.285714285714285,0.5
16,C2661,820.0,1369.0,2017-04-17 16:52:21,2017-04-17 21:28:51,29.40538357090906,113.15682125818184,28.666666666666668,2.397473154140259,4.0,375.8666666666667,277.0
17,C2661,1375.0,1375.0,2017-04-17 21:32:11,2017-04-17 21:32:11,29.398916,113.140729,28.4,1.6277129596300444,3.3333333333333335,300.8,0.5
18,C2661,1383.0,1385.0,2017-04-17 21:36:11,2017-04-17 21:37:11,29.38544733333333,113.127297,35.142857142857146,2.1148642862850657,4.0,204.47619047619048,1.5
19,C2661,1389.0,1389.0,2017-04-17 21:39:11,2017-04-17 21:39:11,29.382713,113.129881,16.666666666666668,0.41140459656379685,2.0,30.333333333333332,0.5
20,C2661,1395.0,1395.0,2017-04-17 21:42:11,2017-04-17 21:42:11,29.374990000000004,113.133227,20.0,0.9394737886603359,3.0,71.5,0.5
21,C2661,1399.0,1401.0,2017-04-17 21:44:11,2017-04-17 21:45:11,29.36822533333333,113.13326233333333,21.333333333333332,0.8723199321971745,2.0,64.33333333333333,1.5
22,C2661,1406.0,1406.0,2017-04-17 21:47:41,2017-04-17 21:47:41,29.360011,113.132923,26.0,0.9136796020832562,2.5,55.333333333333336,0.5
23,C2661,1419.0,1419.0,2017-04-17 21:54:11,2017-04-17 21:54:11,29.35848,113.169789,36.583333333333336,3.739351177310993,6.5,93.35606060606061,0.5
24,C2661,1426.0,1426.0,2017-04-17 21:57:41,2017-04-17 21:57:41,29.353941,113.18868700000002,37.333333333333336,2.2017841768530078,3.5,318.66666666666663,0.5
25,C2661,1447.0,1447.0,2017-04-17 22:13:01,2017-04-17 22:13:01,29.273837,113.269005,43.75,12.282114762676489,15.333333333333334,286.30263157894734,0.5
26,C2661,1614.0,1614.0,2017-04-17 23:41:21,2017-04-17 23:41:21,28.294062,113.075849,76.4578313253012,115.99939053754939,88.33333333333333,93.55881708652792,0.5
27,C2661,1617.0,1617.0,2017-04-17 23:42:51,2017-04-17 23:42:51,28.277391,113.07129,72.5,2.3653294956731714,1.5,144.5,0.5
