Average Speed before stop,Distance from previous stop(in kms),Duration,EndTime,Latitude,Longitude,Speed Variance,StartRow,StartTime,StopID,StopRow,Time travelled before stop,VehicleID
0.0,0.0,32.7,2017-03-28 15:13:06,29.162350099999998,111.64005139999999,0.0,0.0,2017-03-28 14:43:40,0,9.0,0.0,54221
27.46153846153846,20.22739534405045,5.816666666666666,2017-03-28 16:05:54,29.0014,111.65926,98.76923076923077,23.0,2017-03-28 16:05:54,1,23.0,52.8,54221
35.666666666666664,7.780295621296996,6.533333333333333,2017-03-28 16:22:15,28.957486000000003,111.68914,44.333333333333336,27.0,2017-03-28 16:18:59,2,28.0,13.083333333333334,54221
60.19444444444444,121.47259461930763,39.233333333333334,2017-03-28 19:01:29,28.309783999999997,112.602844,258.38968253968255,65.0,2017-03-28 18:25:31,3,76.0,123.26666666666667,54221
61.4,18.77389239615961,3.2666666666666666,2017-03-28 19:21:06,28.247578000000004,112.77851,66.8,82.0,2017-03-28 19:21:06,4,82.0,19.616666666666667,54221
44.5,8.404475109327647,3.2666666666666666,2017-03-28 19:30:54,28.239836,112.83738,220.5,85.0,2017-03-28 19:30:54,5,85.0,9.8,54221
45.90909090909091,31.56329964894079,3.2666666666666666,2017-03-28 20:12:41,28.212640000000004,113.01384,103.09090909090908,97.0,2017-03-28 20:12:41,6,97.0,41.78333333333333,54221
63.22641509433962,194.6539683336555,3.3,2017-03-29 01:49:18,28.946495000000002,111.625656,179.79390420899855,203.0,2017-03-29 01:49:18,7,203.0,336.6166666666667,54221
53.5,7.304596518290493,497.53333333333336,2017-03-29 10:13:22,28.985516224489878,111.65763170068007,4.5,206.0,2017-03-29 01:59:06,8,352.0,9.8,54221
43.0,10.374240563753858,5.516666666666667,2017-03-29 10:45:45,29.035332,111.64423000000001,98.0,360.0,2017-03-29 10:45:45,9,360.0,32.38333333333333,54221
24.77777777777778,19.490430875996076,3.2666666666666666,2017-03-29 11:20:32,29.16287,111.63808999999999,28.694444444444443,370.0,2017-03-29 11:20:32,10,370.0,34.78333333333333,54221
27.363636363636363,14.816945122855309,1305.4333333333334,2017-03-30 15:19:23,29.055411999999833,111.64979000000058,127.85454545454546,486.0,2017-03-29 17:37:13,11,885.0,376.68333333333334,54221
28.4,9.51457732660401,11.55,2017-03-30 15:54:36,28.985858999999998,111.65752,197.3,891.0,2017-03-30 15:43:03,12,895.0,23.666666666666668,54221
0.0,0.0,16.35,2017-04-01 08:23:04,28.98581785714286,111.65782,0.0,896.0,2017-04-01 08:06:43,13,902.0,0.0,54221
32.8,8.70409395658424,32.68333333333333,2017-04-01 09:14:28,28.943144700000005,111.70977500000001,71.7,908.0,2017-04-01 08:45:03,14,917.0,21.983333333333334,54221
38.0,8.368449495780576,3.2666666666666666,2017-04-01 09:27:33,28.883084999999998,111.76234,912.0,921.0,2017-04-01 09:27:33,15,921.0,13.083333333333334,54221
64.9090909090909,120.93836071748575,28.05,2017-04-01 11:45:52,28.277231399999998,112.67408599999999,103.71022727272727,955.0,2017-04-01 11:21:05,16,964.0,113.53333333333333,54221
10.0,0.5056882174337057,292.65,2017-04-01 16:41:47,28.278813166666623,112.67155144444429,10.0,966.0,2017-04-01 11:52:23,17,1055.0,6.516666666666667,54221
54.541666666666664,69.74835593127631,6.533333333333333,2017-04-01 21:58:57,28.693267000000002,112.20379500000001,149.82427536231884,1151.0,2017-04-01 21:55:41,18,1152.0,313.9,54221
61.05555555555556,119.46512254909983,376.0,2017-04-02 06:12:40,29.49276499999997,111.777145,131.1968253968254,1189.0,2017-04-01 23:59:56,19,1303.0,120.98333333333333,54221
