StopID,VehicleID,StartRow,StopRow,StartTime,EndTime,Latitude,Longitude,Average Speed before stop,Distance from previous stop(in kms),Time travelled before stop,Speed Variance,Duration
0,A3570,0.0,0.0,2017-05-04 14:22:16,2017-05-04 14:22:16,29.159683,111.635544,0.0,0.0,0.0,0.0,2.6666666666666665
1,A3570,39.0,39.0,2017-05-04 14:51:06,2017-05-04 14:51:06,29.055965000000004,111.65088,31.657894736842106,14.139104699613377,28.833333333333332,130.66358463726885,0.5333333333333333
2,A3570,42.0,131.0,2017-05-04 14:52:42,2017-05-04 16:05:47,29.05542103333335,111.65004166666668,8.5,0.1365414554758234,1.6,4.5,73.61666666666666
3,A3570,134.0,134.0,2017-05-04 16:07:23,2017-05-04 16:07:23,29.05506,111.65549,28.5,0.5743101784392036,1.6,4.5,0.5333333333333333
4,A3570,171.0,172.0,2017-05-04 16:47:30,2017-05-04 16:48:02,29.05508,111.65577,17.5,0.682797765938841,40.11666666666667,0.5,1.0666666666666667
5,A3570,176.0,176.0,2017-05-04 17:00:08,2017-05-04 17:00:08,29.087597,111.61941000000002,25.0,5.138015251758309,12.1,175.0,10.516666666666667
6,A3570,178.0,189.0,2017-05-04 17:01:12,2017-05-04 17:07:52,29.08871616666667,111.6191925,7.0,4.811273171015679,1.0666666666666667,7.0,7.2
7,A3570,215.0,216.0,2017-05-04 17:24:40,2017-05-04 17:25:12,29.159454,111.635635,30.6,8.436123827322909,16.8,135.16666666666666,1.05
8,A3570,221.0,223.0,2017-05-04 17:29:32,2017-05-04 17:30:37,29.16221,111.6406,17.25,0.8840158240038117,4.333333333333333,40.25,3.2666666666666666
9,A3570,825.0,830.0,2017-05-05 10:32:23,2017-05-05 10:35:03,29.16287,111.638176,13.5,0.4134360019309144,1021.7666666666667,24.5,3.2
10,A3570,832.0,841.0,2017-05-05 10:37:43,2017-05-05 10:42:31,29.160372000000002,111.63906999999998,14.0,0.35664067134714134,2.6666666666666665,14.0,6.933333333333334
11,A3570,844.0,845.0,2017-05-05 10:44:07,2017-05-05 10:44:39,29.160738000000002,111.64066000000001,11.0,0.24749388425675647,1.6,2.0,1.0666666666666667
12,A3570,871.0,983.0,2017-05-05 11:00:56,2017-05-05 13:44:32,29.16311030973455,111.63857420353999,14.0,0.39066172347065875,16.283333333333335,7.0,164.13333333333333
13,A3570,1025.0,1026.0,2017-05-05 14:24:00,2017-05-05 14:25:00,29.159645,111.63555,14.8,1.1039238939705363,39.46666666666667,8.7,1.0
14,A3570,1053.0,1053.0,2017-05-05 14:44:00,2017-05-05 14:44:00,29.132395000000002,111.67493,34.38461538461539,9.929729136876007,19.0,280.80615384615385,1.0
15,A3570,1097.0,1104.0,2017-05-05 15:15:00,2017-05-05 15:19:00,28.943143999999997,111.76405,64.85365853658537,32.96087193149654,31.0,23.828048780487805,6.0
16,A3570,1275.0,1283.0,2017-05-05 18:39:00,2017-05-05 18:43:00,28.247774222222215,112.77838066666669,64.9,137.49330436249545,200.0,60.16153846153846,5.0
17,A3570,1326.0,1328.0,2017-05-05 19:06:00,2017-05-05 19:07:00,28.25390466666667,112.92572666666666,45.095238095238095,16.98893871651068,23.0,170.81997677119628,1.0
18,A3570,1370.0,1381.0,2017-05-05 19:30:00,2017-05-05 19:53:00,28.251831,113.01297999999998,39.48780487804878,14.482331700497701,23.0,135.55609756097562,24.0
19,A3570,1442.0,1444.0,2017-05-05 21:56:00,2017-05-05 21:57:00,28.212318,113.01376,33.46666666666667,7.023527550033575,123.0,103.12380952380953,2.0
20,A3570,1447.0,1448.0,2017-05-05 21:58:00,2017-05-05 21:59:00,28.211926000000002,113.01781499999998,23.5,0.4186866495395489,1.0,312.5,1.0
21,A3570,1452.0,1455.0,2017-05-05 22:01:00,2017-05-05 22:03:00,28.212107,113.02493999999999,28.333333333333332,0.6985503063873909,2.0,12.333333333333334,3.0
22,A3570,1462.0,1463.0,2017-05-05 22:06:00,2017-05-05 22:07:00,28.207813,113.02937,17.5,0.9128704689711826,3.0,66.7,1.0
23,A3570,1468.0,1940.0,2017-05-05 22:10:00,2017-05-06 22:08:16,28.20529424524295,113.0311091966165,7.0,0.38038171772408214,3.0,7.0,1438.2666666666667
