StopID,VehicleID,StartRow,StopRow,StartTime,EndTime,Latitude,Longitude,Average Speed before stop,Distance from previous stop(in kms),Time travelled before stop,Speed Variance,Duration,Label
235,C1415,30238,30246,2017-06-07 16:39:50,2017-06-07 16:46:30,36.2072638888889,115.142038666667,70.9770992366412,140.163930416159,118.166666666667,54.0687022900763,7.5,M
236,C1415,30320,30320,2017-06-07 17:52:20,2017-06-07 17:52:20,36.815227,115.213309,65.3013698630137,71.0166012227976,65.8333333333333,50.2134703196347,0.833333333333333,M
237,C1415,30337,30365,2017-06-07 18:06:30,2017-06-07 18:30:10,36.9309863448276,115.308829310345,64.75,16.0927808747179,14.1666666666667,125.666666666667,24.5,D
238,C1415,30390,30438,2017-06-07 18:54:00,2017-06-07 19:34:00,37.1312759183673,115.457520734694,67.0416666666667,26.3450265492211,23.8333333333333,127.259057971014,40.8333333333333,D
239,C1415,30617,30617,2017-06-07 22:05:30,2017-06-07 22:05:30,38.233592,116.413209,71.3651685393258,180.108847106381,151.5,30.5608138132419,0.833333333333333,M
240,C1415,30619,31212,2017-06-07 22:07:10,2017-06-08 06:21:50,38.2337167828283,116.414646592593,5,0.536491078299542,1.66666666666667,5,495.5,M
241,C1415,31292,31298,2017-06-08 07:28:30,2017-06-08 07:33:30,38.6789691428571,116.881111,73.3544303797468,80.9721023548388,66.6666666666667,130.12917883804,5.83333333333333,M
242,C1415,31358,31359,2017-06-08 08:24:40,2017-06-08 08:25:30,38.9363865,117.416374,72.4576271186441,60.8787782371711,51.1666666666667,81.2524839275278,1.66666666666667,M
243,C1415,31416,31417,2017-06-08 09:19:50,2017-06-08 09:20:40,39.2814415,117.8361225,69.7678571428571,62.8123576302709,54.3333333333333,94.4724025974026,1.66666666666667,M
244,C1415,31441,31468,2017-06-08 09:42:20,2017-06-08 10:04:50,39.2257508928571,118.038958678571,64.0434782608696,22.7500028584839,21.6666666666667,245.861660079051,23.3333333333333,D
245,C1415,31472,31484,2017-06-08 10:08:10,2017-06-08 10:18:10,39.2263987692308,118.052356461538,18.3333333333333,1.04995428999302,3.33333333333333,296.333333333333,10.8333333333333,D
246,C1415,31510,31543,2017-06-08 10:39:50,2017-06-08 11:23:50,39.3173542058824,118.296345823529,69.48,24.4806988797146,21.6666666666667,213.343333333333,44.8333333333333,D
247,C1415,31691,31693,2017-06-08 13:32:40,2017-06-08 13:34:20,40.0148113333333,119.707342666667,77.1360544217687,165.41302762856,128.833333333333,100.83067747647,2.5,M
248,C1415,31791,31820,2017-06-08 14:59:50,2017-06-08 15:24:10,40.5962883,120.6355566,74.6701030927835,104.680328920457,85.5,72.7650343642612,27,D
249,C1415,31943,31947,2017-06-08 17:21:00,2017-06-08 17:25:30,41.2433982,121.9509176,71.4754098360656,138.985221998836,116.833333333333,80.0531093347785,5.33333333333333,M
250,C1415,32012,32059,2017-06-08 18:27:10,2017-06-08 19:06:20,41.4821487291667,122.684579291667,68.8125,70.0523616958461,61.6666666666667,122.789682539683,40,D
251,C1415,32070,32070,2017-06-08 19:15:30,2017-06-08 19:15:30,41.437091,122.768498,60,8.75297620709054,9.16666666666667,522,0.833333333333333,M
252,C1415,32105,32105,2017-06-08 19:48:20,2017-06-08 19:48:20,41.227907,123.087197,66.1176470588235,37.108960040901,32.8333333333333,11.9857397504456,0.833333333333333,M
253,C1415,32110,32135,2017-06-08 19:53:40,2017-06-08 20:17:00,41.1962276153846,123.126931961539,61,5.47400910106052,5.33333333333333,16.6666666666667,25.1666666666667,D
254,C1415,32665,32665,2017-06-09 04:56:00,2017-06-09 04:56:00,41.180841,123.17078,47.7142857142857,5.23175209010621,519,325.571428571429,2.66666666666667,M
255,C1415,32684,32969,2017-06-09 05:13:30,2017-06-09 09:39:10,41.2542054055944,123.186139856643,34.5555555555556,10.3850117683979,17.5,224.261437908497,266.5,M
256,C1415,32976,32976,2017-06-09 09:46:10,2017-06-09 09:46:10,41.240517,123.186981,29,2.02692674474896,7,62,0.833333333333333,M
257,C1415,32979,32979,2017-06-09 09:48:40,2017-06-09 09:48:40,41.239581,123.173359,38.5,1.35461151222509,2.5,112.5,0.833333333333333,M
258,C1415,32986,32986,2017-06-09 09:55:40,2017-06-09 09:55:40,41.200287,123.173819,43.5,4.76796168032365,7,30.7,0.833333333333333,M
259,C1415,32991,32991,2017-06-09 10:00:00,2017-06-09 10:00:00,41.180981,123.170456,41,2.45558517384109,4.33333333333333,114.666666666667,0.833333333333333,M
260,C1415,32997,33011,2017-06-09 10:06:00,2017-06-09 10:18:10,41.1973116666667,123.127636266667,48.4,4.83767756263986,6,422.8,13,D
261,C1415,33042,33049,2017-06-09 10:48:20,2017-06-09 10:55:00,41.39419425,123.249851375,67.2333333333333,33.5453006432509,30.1666666666667,357.840229885057,7.5,M
262,C1415,33101,33126,2017-06-09 11:43:10,2017-06-09 12:04:10,41.7438019230769,123.563467615385,74.5294117647059,58.8161966330912,48.1666666666667,216.734117647059,21.8333333333333,D
263,C1415,33287,33763,2017-06-09 14:23:40,2017-06-09 21:01:20,42.7275009727463,124.633127909853,72.3625,166.790649348398,139.5,85.6161949685535,398.5,M
264,C1415,33794,33794,2017-06-09 21:27:30,2017-06-09 21:27:30,42.770898,124.943469,64.8333333333333,27.5810828076881,26.1666666666667,255.522988505747,0.833333333333333,M
265,C1415,33805,33805,2017-06-09 21:38:50,2017-06-09 21:38:50,42.805199,125.012605,44.8,7.97985917781565,11.3333333333333,274.844444444444,0.833333333333333,M
266,C1415,33832,35556,2017-06-09 22:01:20,2017-06-10 22:00:20,42.8904985397101,125.137550846956,42.5769230769231,16.1561414263504,22.5,288.253846153846,1439,M
267,C1415,35557,37280,2017-06-10 22:01:10,2017-06-11 22:00:10,42.8904850040603,125.137565291183,0,0,0,0,1439,M
268,C1415,37281,38246,2017-06-11 22:01:00,2017-06-12 11:27:10,42.8905002298136,125.137560933748,0,0,0,0,806.166666666667,M
269,C1415,38934,38934,2017-06-12 21:06:30,2017-06-12 21:06:30,42.805243,125.012645,47.3529411764706,15.6392653669808,579.333333333333,401.367647058824,2.66666666666667,M
270,C1415,39024,39024,2017-06-12 22:25:20,2017-06-12 22:25:20,42.516304,123.995815,78.9213483146068,103.238287787023,78.8333333333333,228.346016343207,0.833333333333333,M
271,C1415,39026,39032,2017-06-12 22:27:00,2017-06-12 22:32:00,42.5148624285714,123.996353285714,7,0.421442229970136,1.66666666666667,7,5.83333333333333,M
272,C1415,39437,39438,2017-06-13 04:16:50,2017-06-13 04:17:40,40.068575,119.8640475,81.3341584158416,468.700791069954,344.833333333333,40.3074159152888,1.66666666666667,M
273,C1415,39491,39770,2017-06-13 05:04:00,2017-06-13 09:09:20,39.8247487714285,119.322937214286,76.2115384615385,57.7797595862853,46.3333333333333,119.150452488688,246.166666666667,M
274,C1415,39846,39892,2017-06-13 10:15:10,2017-06-13 10:53:40,39.3303935106383,118.738012787234,76.4933333333333,83.9959161803447,65.8333333333333,103.253333333333,39.3333333333333,D
275,C1415,39934,39975,2017-06-13 11:31:50,2017-06-13 12:06:00,39.3182614285714,118.295382714286,63.9024390243903,38.5706739308544,38.1666666666667,191.290243902439,36.8333333333333,D
276,C1415,40009,40019,2017-06-13 12:35:20,2017-06-13 12:43:40,39.2268768181818,118.054869090909,65.6,24.1608775232723,29.3333333333333,21.75,9.16666666666667,M
277,C1415,40154,40155,2017-06-13 14:56:50,2017-06-13 14:57:40,38.679762,116.880177,68.044776119403,148.498833497323,133.166666666667,15.3814386713051,1.66666666666667,M
278,C1415,40238,40302,2017-06-13 16:13:03,2017-06-13 17:17:03,38.2350223538462,116.414068861538,70.3414634146341,82.4452160238246,75.3833333333333,33.8819632640771,68.2166666666667,D
279,C1415,40350,40430,2017-06-13 18:07:33,2017-06-13 19:26:36,38.0010462098766,115.90502645679,67.5957446808511,53.4318954033552,50.5,105.072155411656,82.55,D
280,C1415,40504,40583,2017-06-13 20:28:16,2017-06-13 21:34:06,38.0237309375,115.1967035125,61.986301369863,63.2840902459154,61.6666666666667,89.4303652968037,66.6666666666667,D
281,C1415,40630,40636,2017-06-13 22:14:36,2017-06-13 22:20:16,38.03913,114.736214142857,62.6956521739131,41.4629519006659,40.5,63.0164251207729,7.16666666666667,M
282,C1415,40638,40638,2017-06-13 22:21:56,2017-06-13 22:21:56,38.035139,114.733655,17,0.541494105837042,1.66666666666667,17,0.833333333333333,M
283,C1415,40652,40652,2017-06-13 22:33:46,2017-06-13 22:33:46,38.023916,114.669746,41.1538461538462,7.60896031264898,11.8333333333333,397.141025641026,0.833333333333333,M
284,C1415,40657,40664,2017-06-13 22:37:56,2017-06-13 22:43:46,38.020203375,114.658994625,28.75,1.69085043597575,4.16666666666667,468.916666666667,6.66666666666667,M
285,C1415,40666,42391,2017-06-13 22:45:26,2017-06-14 22:44:06,38.0200070393976,114.660264110081,5,0.114104278590454,1.66666666666667,5,1438.66666666667,M
286,C1415,42392,43164,2017-06-14 22:44:56,2017-06-15 09:26:46,38.0200195562742,114.660256518758,0,0,0,0,641.833333333333,M
287,C1415,43166,43166,2017-06-15 09:28:26,2017-06-15 09:28:26,38.020014,114.661895,10,0.141867016112322,1.66666666666667,10,0.833333333333333,M
288,C1415,43482,43496,2017-06-15 13:51:36,2017-06-15 14:03:16,38.0195840666667,114.661785533333,5,0.415671512718181,263.166666666667,5,12.5,D
289,C1415,43499,43500,2017-06-15 14:05:46,2017-06-15 14:06:36,38.0197835,114.6617925,8,0.174454823434591,2.5,8,1.66666666666667,M
290,C1415,43807,43807,2017-06-15 18:22:26,2017-06-15 18:22:26,38.038003,114.678952,22.5,4.19491999327126,255.833333333333,100.277777777778,0.833333333333333,M
291,C1415,43820,43820,2017-06-15 18:33:16,2017-06-15 18:33:16,38.038674,114.73618,35.1666666666667,6.10807240010936,10.8333333333333,304.151515151515,0.833333333333333,M
292,C1415,43835,43841,2017-06-15 18:45:46,2017-06-15 18:50:46,37.9662922857143,114.752005571429,63.4285714285714,12.613723892427,12.5,293.956043956044,5.83333333333333,M
293,C1415,44041,44067,2017-06-15 21:46:26,2017-06-15 22:08:06,36.3830894814815,114.420334,73.7446808510638,204.943919376599,175.666666666667,86.2232335874388,22.5,D
294,C1415,44086,44087,2017-06-15 22:23:56,2017-06-15 22:24:46,36.2350935,114.389172,67,16.9670853599162,15.8333333333333,429.764705882353,1.66666666666667,M
295,C1415,44261,44287,2017-06-16 01:17:36,2017-06-16 01:39:16,34.4567079259259,113.805726592593,74.0867052023121,207.687008974345,172.833333333333,133.974996639333,22.5,D
296,C1415,44522,44547,2017-06-16 05:00:06,2017-06-16 05:20:56,32.2590009230769,114.151050653846,75.9145299145299,255.273050407514,200.833333333333,84.8939510656249,21.6666666666667,D
297,C1415,44591,44596,2017-06-16 05:57:36,2017-06-16 06:01:46,31.9323118333333,114.281852666667,67.5581395348837,40.5900937295778,36.6666666666667,228.776301218162,5,M
298,C1415,44652,44652,2017-06-16 06:48:16,2017-06-16 06:48:16,31.496448,114.100099,68.4545454545455,52.8249231522874,46.5,245.43771043771,0.833333333333333,M
299,C1415,44654,44811,2017-06-16 06:49:56,2017-06-16 09:00:46,31.4958157594937,114.100070816456,5,0.20708839369975,1.66666666666667,5,131.666666666667,D
300,C1415,44967,44967,2017-06-16 11:11:26,2017-06-16 11:11:26,30.148363,114.267314,74.3354838709677,162.569441795698,130.666666666667,142.068537913699,0.833333333333333,M
301,C1415,44970,44970,2017-06-16 11:13:56,2017-06-16 11:13:56,30.146502,114.267746,8,0.323281430175933,2.5,18,0.833333333333333,M
302,C1415,44972,44972,2017-06-16 11:15:36,2017-06-16 11:15:36,30.145424,114.26815,7,0.245617045023971,1.66666666666667,7,0.833333333333333,M
303,C1415,44975,44975,2017-06-16 11:18:06,2017-06-16 11:18:06,30.142863,114.269175,14.5,0.370653065590661,2.5,60.5,0.833333333333333,M
304,C1415,45047,45075,2017-06-16 12:18:06,2017-06-16 12:41:26,29.7418883793103,113.89484137931,69.8382352941177,66.7148841791792,60,354.943590869183,24.1666666666667,D
305,C1415,45098,45098,2017-06-16 13:00:26,2017-06-16 13:00:26,29.619167,113.705745,75.8636363636364,23.3547818479862,19,243.647186147186,0.833333333333333,M
306,C1415,45244,45244,2017-06-16 15:16:26,2017-06-16 15:16:26,28.315354,113.083334,76.8827586206897,174.825441324475,136,63.4375478927203,0.833333333333333,M
307,C1415,45282,45282,2017-06-16 15:49:16,2017-06-16 15:49:16,28.240753,112.845195,69.2,31.001511869579,32.8333333333333,208.165517241379,0.833333333333333,M
308,C1415,45298,45298,2017-06-16 16:02:36,2017-06-16 16:02:36,28.24873,112.77871,46.4,6.73172954318261,13.3333333333333,278.044444444444,0.833333333333333,M
309,C1415,45307,45307,2017-06-16 16:12:56,2017-06-16 16:12:56,28.277636,112.685025,55.625,10.0261964297609,10.3333333333333,427.410714285714,0.833333333333333,M
310,C1415,45311,45312,2017-06-16 16:16:16,2017-06-16 16:17:06,28.2737185,112.6751855,36,1.54760904900731,3.33333333333333,67,1.66666666666667,M
311,C1415,45314,45336,2017-06-16 16:18:46,2017-06-16 16:37:06,28.2766150434783,112.675058521739,17,0.36623030079787,1.66666666666667,17,19.1666666666667,D
312,C1415,45458,45458,2017-06-16 18:21:26,2017-06-16 18:21:26,28.277608,112.674595,7,0.644099679576765,104.333333333333,7,0.833333333333333,M
313,C1415,45460,45460,2017-06-16 18:23:06,2017-06-16 18:23:06,28.276798,112.675038,5,0.274313443458227,1.66666666666667,5,0.833333333333333,M
314,C1415,45469,45548,2017-06-16 18:30:36,2017-06-16 19:36:26,28.279770325,112.6837705625,48.6666666666667,1.78755499960806,7.5,329.333333333333,66.6666666666667,D
315,C1415,45551,45592,2017-06-16 19:38:56,2017-06-16 20:13:06,28.2749465714286,112.681999095238,13.5,0.578983976037354,2.5,144.5,35,D
316,C1415,45605,45607,2017-06-16 20:23:56,2017-06-16 20:25:36,28.247886,112.779251333333,60.5,10.1605782725601,10.8333333333333,632.272727272727,2.5,M
317,C1415,45617,45617,2017-06-16 20:33:56,2017-06-16 20:33:56,28.240652,112.844221,53.5555555555556,6.73558365997306,8.33333333333333,462.027777777778,0.833333333333333,M
318,C1415,45624,45626,2017-06-16 20:39:46,2017-06-16 20:41:26,28.193435,112.85595,71.3333333333333,5.53966032139199,5.83333333333333,159.866666666667,2.5,M
319,C1415,45660,45661,2017-06-16 21:10:56,2017-06-16 21:11:46,28.169567,113.047028,68.3333333333333,35.9949209859083,29.5,110.791666666667,1.66666666666667,M
320,C1415,45666,45681,2017-06-16 21:15:56,2017-06-16 21:28:26,28.1689045,113.0567325,24.75,1.34061511917773,4.16666666666667,170.25,12.5,D
321,C1415,45682,45708,2017-06-20 20:54:46,2017-06-20 21:18:14,28.169001,113.056669851852,0,0,0,0,23.4666666666667,D
322,C1415,45710,45713,2017-06-20 21:19:54,2017-06-20 21:22:24,28.171864,113.0569345,11,0.316930051491434,1.66666666666667,11,3.33333333333333,M
323,C1415,45717,45717,2017-06-20 21:25:44,2017-06-20 21:25:44,28.170097,113.046927,40,1.27583497250479,3.33333333333333,7,0.833333333333333,M
324,C1415,45958,45959,2017-06-21 00:48:24,2017-06-21 00:49:14,26.0444185,113.008489,76.1791666666667,256.677944530809,202.666666666667,48.6414051603905,1.66666666666667,M
325,C1415,45972,45984,2017-06-21 01:00:04,2017-06-21 01:10:04,26.0353277692308,112.968614153846,42.7,5.6078294357919,10.8333333333333,326.455555555555,10.8333333333333,D
326,C1415,46030,46032,2017-06-21 01:52:44,2017-06-21 01:54:24,25.792645,113.011132,50.5333333333333,36.081925369832,42.6666666666667,225.8,2.5,M
327,C1415,46035,46036,2017-06-21 01:56:54,2017-06-21 01:57:44,25.7931075,113.0144055,18,0.386114997248572,2.5,18,1.66666666666667,M
328,C1415,46655,46660,2017-06-21 10:35:34,2017-06-21 10:39:44,25.7928433333333,113.012728333333,7,0.556570053539908,517.833333333333,7,5,M
329,C1415,46663,46705,2017-06-21 10:42:14,2017-06-21 11:17:14,25.7928926744186,113.012624023256,8.5,0.194034196465016,2.5,0.5,35.8333333333333,D
330,C1415,47032,47032,2017-06-21 15:49:44,2017-06-21 15:49:44,25.793311,113.013868,9,0.509929546258671,272.5,9,0.833333333333333,M
331,C1415,47039,47483,2017-06-21 15:55:34,2017-06-21 22:05:34,25.7934906202248,113.013618159551,5,0.183226856610587,5.83333333333333,5,370.833333333333,M
332,C1415,47485,47485,2017-06-21 22:07:14,2017-06-21 22:07:14,25.792606,113.011091,12,0.293269443243154,1.66666666666667,12,0.833333333333333,M
333,C1415,47487,47487,2017-06-21 22:08:54,2017-06-21 22:08:54,25.792676,113.010054,5,0.368637936547006,1.66666666666667,5,0.833333333333333,M
334,C1415,47710,48090,2017-06-22 01:23:24,2017-06-22 06:40:04,27.2220283097113,112.485984207349,68.7117117117117,219.657449005192,194.5,235.997961762668,317.5,M
335,C1415,48142,48151,2017-06-22 07:27:24,2017-06-22 07:34:54,27.6634311,112.7583833,73.2745098039216,57.1753400414417,47.3333333333333,147.723137254902,8.33333333333333,M
336,C1415,48201,48201,2017-06-22 08:16:34,2017-06-22 08:16:34,28.112033,112.747067,76.1836734693878,52.3932025527087,41.6666666666667,102.40306122449,0.833333333333333,M
337,C1415,48204,48205,2017-06-22 08:19:04,2017-06-22 08:19:54,28.139654,112.748735,75,3.7874790667221,2.5,72,1.66666666666667,M
338,C1415,48222,48222,2017-06-22 08:35:44,2017-06-22 08:35:44,28.277618,112.685121,71.5714285714286,20.2279544332516,15.8333333333333,344.417582417582,0.833333333333333,M
339,C1415,48228,48418,2017-06-22 08:40:44,2017-06-22 11:22:44,28.2769637958115,112.675192293194,27.2,1.74290643503253,5,215.2,162.833333333333,D
340,C1415,48420,48650,2017-06-22 11:24:24,2017-06-22 14:42:44,28.2781134891775,112.6726944329,16,0.307677446708262,1.66666666666667,16,199.166666666667,M
341,C1415,48652,48652,2017-06-22 14:44:24,2017-06-22 14:44:24,28.277455,112.675211,15,0.256035595038999,1.66666666666667,15,0.833333333333333,M
342,C1415,48654,48656,2017-06-22 14:46:04,2017-06-22 14:47:44,28.2752713333333,112.674432666667,12,0.314072695857998,1.66666666666667,12,2.5,M
343,C1415,48659,48659,2017-06-22 14:50:14,2017-06-22 14:50:14,28.275193,112.683621,40,1.30002357359961,2.5,18,0.833333333333333,M
344,C1415,48670,48670,2017-06-22 14:59:24,2017-06-22 14:59:24,28.247736,112.778789,71.9,10.349648759283,9.16666666666667,174.766666666667,0.833333333333333,M
345,C1415,48682,48682,2017-06-22 15:12:34,2017-06-22 15:12:34,28.193608,112.85592,67.8181818181818,11.9549090770639,13.1666666666667,293.163636363636,0.833333333333333,M
346,C1415,48710,48711,2017-06-22 15:43:54,2017-06-22 15:44:44,28.1696235,113.0471035,68.6296296296296,34.9672911013552,31.3333333333333,218.011396011396,1.66666666666667,M
347,C1415,48713,48716,2017-06-22 15:46:24,2017-06-22 15:48:54,28.17178425,113.056283,65,0.929596349588878,1.66666666666667,65,3.33333333333333,M
348,C1415,48719,48756,2017-06-22 15:51:24,2017-06-22 16:22:14,28.1687551315789,113.056730052632,11,0.375758490547867,2.5,50,30.8333333333333,D
349,C1415,48757,48766,2017-07-01 06:37:43,2017-07-01 06:46:43,28.1687384,113.0565984,0,0,0,0,9,M
350,C1415,48771,48771,2017-07-01 06:51:43,2017-07-01 06:51:43,28.161066,113.063066,33.25,2.42153590752811,5,328.916666666667,1,M
351,C1415,48777,48777,2017-07-01 06:57:43,2017-07-01 06:57:43,28.194401,113.073612,51,4.39144385757004,6,108.5,1,M
352,C1415,48781,48781,2017-07-01 07:01:43,2017-07-01 07:01:43,28.208086,113.078908,32.6666666666667,1.81171176894337,4,74.3333333333333,1,M
353,C1415,48784,48784,2017-07-01 07:04:43,2017-07-01 07:04:43,28.221157,113.079612,24.5,2.02150176703224,3,684.5,1,M
354,C1415,48788,48869,2017-07-01 07:08:43,2017-07-01 08:29:43,28.2324040121951,113.082727670732,27.6666666666667,2.14262900888311,4,310.333333333333,82,D
355,C1415,48871,48972,2017-07-01 08:31:43,2017-07-01 10:12:43,28.2344313529412,113.082185735294,14,0.226613086413654,2,14,102,D
356,C1415,48975,48975,2017-07-01 10:15:43,2017-07-01 10:15:43,28.23265,113.08273,7,0.293841992465693,3,7,1,M
357,C1415,48982,48982,2017-07-01 10:22:43,2017-07-01 10:22:43,28.227518,113.075678,17.5,1.66824985066305,7,264.5,1,M
358,C1415,48987,48987,2017-07-01 10:27:43,2017-07-01 10:27:43,28.227675,113.057227,29.5,2.17381034255965,5,116.333333333333,1,M
359,C1415,49030,49031,2017-07-01 11:10:43,2017-07-01 11:11:43,28.2407895,112.8447055,61.3571428571429,42.0031003290512,43,239.552264808362,2,M
360,C1415,49040,49040,2017-07-01 11:20:43,2017-07-01 11:20:43,28.248689,112.778689,47.875,6.5800100625934,9,242.982142857143,1,M
361,C1415,49052,49052,2017-07-01 11:32:43,2017-07-01 11:32:43,28.268628,112.705761,42.5454545454546,7.99040584360898,12,588.672727272727,1,M
362,C1415,49054,49056,2017-07-01 11:34:43,2017-07-01 11:36:43,28.2697616666667,112.702731,14,0.354628402373145,2,14,3,M
363,C1415,49091,49093,2017-07-01 12:18:13,2017-07-01 12:20:13,28.5273943333333,112.448704333333,61.8529411764706,40.88729411467,41.5,296.371657754011,5.5,M
364,C1415,49182,49182,2017-07-01 13:50:13,2017-07-01 13:50:13,29.065271,111.57669,75.8636363636364,112.562520622208,90,64.0041797283177,1,M
365,C1415,49184,49184,2017-07-01 13:52:13,2017-07-01 13:52:13,29.06452,111.578704,17,0.497355982163153,2,17,1,M
366,C1415,49195,49195,2017-07-01 14:03:13,2017-07-01 14:03:13,29.049081,111.656108,52.2,8.64397670467946,11,406.622222222222,1,M
367,C1415,49197,49197,2017-07-01 14:05:13,2017-07-01 14:05:13,29.044625,111.661963,27,1.14906520981085,2,27,1,M
368,C1415,49204,49309,2017-07-01 14:12:13,2017-07-01 15:57:13,29.0422818490566,111.664133915094,7,0.8877204032743,7,7,106,D
369,C1415,49311,50289,2017-07-01 15:59:13,2017-07-02 08:22:43,29.0403596077631,111.665288305414,13,0.222652612959703,2,13,984.5,M
370,C1415,50292,50311,2017-07-02 08:25:43,2017-07-02 08:46:13,29.04279475,111.6639418,6,0.313760704647901,3,2,21.5,D
371,C1415,50316,50316,2017-07-02 08:51:13,2017-07-02 08:51:13,29.056517,111.655236,24.5,1.77163025874487,5,163,1,M
372,C1415,50321,50323,2017-07-02 08:56:13,2017-07-02 08:58:13,29.055081,111.639793333333,20.75,1.85098559724884,5,376.25,3,M
373,C1415,50331,50331,2017-07-02 09:06:13,2017-07-02 09:06:13,29.065674,111.576412,54.5714285714286,6.39477894187912,8,295.285714285714,1,M
374,C1415,50421,50421,2017-07-02 10:36:13,2017-07-02 10:36:13,28.495292,112.312374,72.0898876404494,108.615029723354,90,35.3100102145046,1,M
375,C1415,50438,50438,2017-07-02 10:53:13,2017-07-02 10:53:13,28.463748,112.485665,72.25,21.1659478209967,17,51.1333333333333,1,M
376,C1415,50469,50470,2017-07-02 11:28:43,2017-07-02 11:29:43,28.247429,112.778677,70.5666666666667,41.4462475938451,35.5,76.7367816091954,2,M
377,C1415,50478,50482,2017-07-02 11:37:43,2017-07-02 11:41:43,28.2405774,112.8441118,57.8571428571429,6.56782711169896,8,124.47619047619,5,M
378,C1415,50488,50490,2017-07-02 11:47:43,2017-07-02 11:49:43,28.193104,112.8561,66.4,5.56225895125937,6,311.8,3,M
379,C1415,50515,50515,2017-07-02 12:19:13,2017-07-02 12:19:13,28.169592,113.047198,69.4166666666667,35.3021911460903,29.5,98.3405797101449,1,M
380,C1415,50520,50556,2017-07-02 12:24:13,2017-07-02 13:00:13,28.1685971081081,113.056683216216,22.75,1.71079633980443,5,148.916666666667,36,D
381,C1415,50557,50705,2017-07-04 08:59:07,2017-07-04 16:42:09,28.168652442953,113.056689060403,0,0,0,0,463.033333333333,M
382,C1415,50706,50839,2017-07-20 14:25:00,2017-07-20 17:14:36,28.1686193656716,113.056567432836,0,0,0,0,169.6,D
383,C1415,50840,50867,2017-07-24 16:05:56,2017-07-24 16:32:56,28.1685664642857,113.056727428571,0,0,0,0,27,D
