Unnamed: 0,Unnamed: 0.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
1,1,,2017-04-30 00:01:10,71.1,1,"ACC开,3D定位,天线正常","湖北省孝感市孝昌县,距田家湾 约97米,距傅家楼子 约412米",114.044803,31.365011,1275.5340737675485,1
2,2,,2017-04-30 00:02:10,86.5,1,"ACC开,3D定位,天线正常","湖北省孝感市孝昌县,距红胜村 约240米,距李家垅 约294米",114.05063500000001,31.37596,1337.4681782954974,1
3,3,,2017-04-30 00:03:10,78.1,2,"ACC开,3D定位,天线正常","湖北省孝感市孝昌县,距响堂村 约160米,距十里村 约705米",114.054818,31.38740300000001,1332.927157000426,2
4,4,,2017-04-30 00:04:10,74.9,3,"ACC开,3D定位,天线正常","湖北省孝感市孝昌县,距下黄家藕塘 约171米,距十里铺 约454米",114.059596,31.398443,1308.6879985022515,3
5,5,,2017-04-30 00:05:10,84.7,4,"ACC开,3D定位,天线正常","湖北省孝感市孝昌县,距瓦盖墙 约222米,距藕塘村 约573米",114.06593000000001,31.409765000000004,1395.1070196043072,4
6,6,,2017-04-30 00:06:10,86.3,4,"ACC开,3D定位,天线正常","湖北省孝感市大悟县,距潘家塆 约382米,距戴家猪行 约649米",114.071651,31.42164600000001,1428.3071130211622,4
7,7,,2017-04-30 00:07:10,86.6,5,"ACC开,3D定位,天线正常","湖北省孝感市大悟县,距戴家港 约182米,距徐家塆 约307米",114.073828,31.433833,1370.786730572642,5
8,8,,2017-04-30 00:08:10,88.8,6,"ACC开,3D定位,天线正常","湖北省孝感市大悟县G4213(麻安高速),距下朱家塆 约353米,距余家冲 约426米",114.075658,31.446933,1466.9650844928506,6
9,9,,2017-04-30 00:09:10,90.7,6,"ACC开,3D定位,天线正常","湖北省孝感市大悟县,距上朱家塆 约387米,距戴家岗 约464米",114.07899099999999,31.459571,1440.4087109500754,6
10,10,,2017-04-30 00:10:10,81.2,7,"ACC开,3D定位,天线正常","湖北省孝感市大悟县,距清草塘生态农业观光园 约179米,距熊家岗 约215米",114.084005,31.471481,1407.1270017777233,7
11,11,,2017-04-30 00:11:10,89.6,8,"ACC开,3D定位,天线正常","湖北省孝感市大悟县,距小朱家河 约472米,距大朱家河 约776米",114.09028,31.483795,1492.9743572875186,8
12,12,,2017-04-30 00:12:10,86.4,9,"ACC开,3D定位,天线正常","湖北省孝感市大悟县,距大山咀 约256米,距赵家冲 约408米",114.09885600000001,31.493913,1388.1830212076086,9
13,13,,2017-04-30 00:13:10,84.7,9,"ACC开,3D定位,天线正常","湖北省孝感市大悟县,距木鱼山 约510米,距阳平村 约571米",114.107308,31.504445,1419.024369671821,9
14,14,,2017-04-30 00:14:10,78.5,10,"ACC开,3D定位,天线正常","湖北省孝感市大悟县,距小刘家塆 约524米,距红升村 约591米",114.11250600000001,31.515873,1362.9349191225285,10
15,15,,2017-04-30 00:15:10,76.1,11,"ACC开,3D定位,天线正常","湖北省孝感市大悟县,距陈家冲 约140米,距大金家湾 约584米",114.11588799999998,31.52686,1263.0590979618855,11
