Unnamed: 0,Unnamed: 0.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
1,1,,2017-05-03 00:01:18,85.4,1,"ACC开,3D定位,天线正常","河北省秦皇岛市海港区G1(京哈高速),距艺博双语幼儿园 约531米,距大旺庄小学 约535米",119.60864299999999,39.997565,1307.3642125670376,1
2,2,,2017-05-03 00:02:18,96.2,2,"ACC开,3D定位,天线正常","河北省秦皇岛市海港区G102(北二环),距秦皇岛庞大广盈汽车销售服务有限公司 约327米,距东风风行汽车(秦皇岛华远4s店) 约534米",119.592923,39.991321,1508.4307520424838,2
3,3,,2017-05-03 00:03:13,82.8,2,"ACC开,3D定位,天线正常","河北省秦皇岛市海港区西港北路76号,距港城创业中心 约211米,距日月春超市 约270米",119.577975,39.985685,1419.3398446523233,2
4,4,,2017-05-03 00:04:09,96.7,3,"ACC开,3D定位,天线正常","河北省秦皇岛市海港区北港大街109号,距运通家居建材城 约109米,距运通酒店 约123米",119.562541,39.982493,1362.0395018245194,3
5,5,,2017-05-03 00:05:13,73.5,4,"ACC开,3D定位,天线正常","河北省秦皇岛市海港区,距海阳镇中学 约349米,距秦皇岛市海港区海阳镇范庄村村民委员会 约484米",119.54467,39.980396,1540.4224637122963,4
6,6,,2017-05-03 00:06:13,90.1,4,"ACC开,3D定位,天线正常","河北省秦皇岛市海港区G1(京哈高速),距路峰驾校 约716米",119.529549,39.976797999999995,1349.103397649388,4
7,7,,2017-05-03 00:07:13,76.2,5,"ACC开,3D定位,天线正常",河北省秦皇岛市海港区G1(京哈高速),119.51585800000001,39.970356,1369.0135145703025,5
8,8,,2017-05-03 00:08:13,81.9,6,"ACC开,3D定位,天线正常","河北省秦皇岛市海港区,距新周庄村 约375米,距西田家沟村 约405米",119.50336899999999,39.963384999999995,1316.6812996147312,6
9,9,,2017-05-03 00:09:13,75.8,6,"ACC开,3D定位,天线正常","河北省秦皇岛市海港区,距深河乡老岭沟村 约330米,距深河乡老岭沟村村民委员会 约523米",119.489573,39.958075,1315.7463672780514,6
10,10,,2017-05-03 00:10:13,80.5,7,"ACC开,3D定位,天线正常","河北省秦皇岛市抚宁县,距陈家庄村 约477米",119.475371,39.95500300000001,1257.7750534805991,7
11,11,,2017-05-03 00:11:04,96.6,7,"ACC开,3D定位,天线正常","河北省秦皇岛市抚宁县,距韩兴庄村 约225米,距韩兴庄村村委会 约254米",119.461421,39.952301,1226.443180155758,7
12,12,,2017-05-03 00:12:12,81.8,8,"ACC开,3D定位,天线正常","河北省秦皇岛市抚宁县,距后营站 约213米,距后营村 约402米",119.44295100000001,39.950778,1583.4794271218873,8
13,13,,2017-05-03 00:13:12,85.9,9,"ACC开,3D定位,天线正常","河北省秦皇岛市抚宁县,距国家电网 约601米",119.42726599999999,39.948925,1352.8180604993229,9
14,14,,2017-05-03 00:14:12,78.8,9,"ACC开,3D定位,天线正常","河北省秦皇岛市抚宁县G1(京哈高速),距董庄村 约615米",119.41276599999999,39.944265,1340.2967009990025,9
15,15,,2017-05-03 00:15:12,79.3,10,"ACC开,3D定位,天线正常","河北省秦皇岛市抚宁县G0111(秦滨高速),距代山头村委会 约416米,距中共代山头村支部委员会 约417米",119.400198,39.938098,1272.1180569731152,10
16,16,,2017-05-03 00:16:12,93.0,11,"ACC开,3D定位,天线正常","河北省秦皇岛市抚宁县,距下徐各庄村 约225米",119.385938,39.932336,1374.3113877212054,11
17,17,,2017-05-03 00:17:17,86.5,12,"ACC开,3D定位,天线正常","河北省秦皇岛市抚宁县,距牛蹄寨村 约559米",119.36650900000001,39.930478,1669.4638254401355,12
18,18,,2017-05-03 00:18:17,91.2,12,"ACC开,3D定位,天线正常","河北省秦皇岛市抚宁县,距秦皇岛九源玻璃纤维有限公司 约665米,距兴福庄村 约746米",119.349511,39.93052,1449.3762222337064,12
19,19,,2017-05-03 00:19:17,83.8,13,"ACC开,3D定位,天线正常","河北省秦皇岛市抚宁县X635,距温家庄村 约198米,距安庄村 约711米",119.33254,39.932033000000004,1456.7971484625893,13
20,20,,2017-05-03 00:20:17,94.7,14,"ACC开,3D定位,天线正常","河北省秦皇岛市抚宁县,距捎弓寨村 约738米",119.31640300000001,39.933826,1390.2747629021558,14
21,21,,2017-05-03 00:21:17,87.9,14,"ACC开,3D定位,天线正常",河北省秦皇岛市抚宁县,119.29998300000001,39.935276,1409.2551889419046,14
22,22,,2017-05-03 00:22:17,80.5,15,"ACC开,3D定位,天线正常","河北省秦皇岛市抚宁县,距谢家沟村 约515米",119.28383000000001,39.934591,1379.3335122066876,15
23,23,,2017-05-03 00:23:17,80.2,16,"ACC开,3D定位,天线正常","河北省秦皇岛市抚宁县,距河潮营村 约273米,距张各庄村 约681米",119.26770800000001,39.932601,1392.3088158209735,16
24,24,,2017-05-03 00:24:17,95.2,17,"ACC开,3D定位,天线正常","河北省秦皇岛市抚宁县,距刘家沟村 约722米",119.25218600000001,39.93065900000001,1340.9934471907945,17
25,25,,2017-05-03 00:25:17,89.5,17,"ACC开,3D定位,天线正常","河北省秦皇岛市抚宁县Y065,距骊城学区邴各庄小学 约331米,距抚宁区抚丰铸钢厂 约509米",119.23572,39.927405,1449.9100791183694,17
26,26,,2017-05-03 00:26:17,84.3,18,"ACC开,3D定位,天线正常","河北省秦皇岛市抚宁县,距邴各庄村 约476米,距陈家园村 约568米",119.21965800000001,39.924421,1409.268557800626,18
27,27,,2017-05-03 00:27:17,70.9,19,"ACC开,3D定位,天线正常",河北省秦皇岛市抚宁县,119.20357299999999,39.924473,1371.6533555801466,19
28,28,,2017-05-03 00:28:17,89.1,19,"ACC开,3D定位,天线正常","河北省秦皇岛市抚宁县,距肖各庄村 约628米",119.188701,39.925251,1271.1426514103716,19
29,29,,2017-05-03 00:29:17,75.8,20,"ACC开,3D定位,天线正常","河北省秦皇岛市抚宁县,距杨各庄村 约714米",119.17234099999999,39.926023,1397.706000461675,20
30,30,,2017-05-03 00:30:17,78.4,21,"ACC开,3D定位,天线正常","河北省秦皇岛市抚宁县,距曹东庄站 约370米",119.15643500000002,39.925985,1356.352758915125,21
31,31,,2017-05-03 00:31:17,81.5,21,"ACC开,3D定位,天线正常","河北省秦皇岛市抚宁县,距苏官营村 约684米",119.14031999999999,39.924045,1391.016579905472,21
32,32,,2017-05-03 00:32:17,85.8,22,"ACC开,3D定位,天线正常","河北省秦皇岛市抚宁县,距李官营村 约227米,距中共茶棚乡李官营村党支部 约302米",119.125146,39.921303,1329.4251054617316,22
33,33,,2017-05-03 00:33:17,79.6,23,"ACC开,3D定位,天线正常","河北省秦皇岛市抚宁县,距王家沟 约262米,距背阴铺村 约636米",119.10850500000001,39.918659999999996,1449.2573714375321,23
34,34,,2017-05-03 00:34:17,74.3,23,"ACC开,3D定位,天线正常","河北省秦皇岛市卢龙县,距井泉沟 约158米,距冯家沟村 约646米",119.093101,39.918563,1313.7254286205775,23
35,35,,2017-05-03 00:35:17,90.5,24,"ACC开,3D定位,天线正常","河北省秦皇岛市卢龙县,距卢龙双望站 约303米,距双望镇中学 约551米",119.077671,39.920151000000004,1327.678733461592,24
36,36,,2017-05-03 00:36:17,82.4,25,"ACC开,3D定位,天线正常","河北省秦皇岛市卢龙县,距双望镇中心小学 约569米,距双望镇 约763米",119.06116599999999,39.920575,1408.3298193153214,25
37,37,,2017-05-03 00:37:17,81.1,25,"ACC开,3D定位,天线正常","河北省秦皇岛市卢龙县,距五达营村 约233米,距胡家拨子 约537米",119.04486599999998,39.919251,1397.8416709844369,25
38,38,,2017-05-03 00:38:17,79.4,26,"ACC开,3D定位,天线正常","河北省秦皇岛市卢龙县G102(京哈线),距腰站村 约643米",119.02853999999999,39.917761,1402.1362082950013,26
39,39,,2017-05-03 00:39:17,80.1,27,"ACC开,3D定位,天线正常","河北省秦皇岛市卢龙县,距丁家沟村 约734米",119.01371100000001,39.91643,1273.3026805085415,27
40,40,,2017-05-03 00:40:17,79.1,27,"ACC开,3D定位,天线正常","河北省秦皇岛市卢龙县,距高家沟村 约434米,距丁家沟村 约546米",118.998856,39.915083,1275.7373127471374,27
41,41,,2017-05-03 00:41:17,85.2,28,"ACC开,3D定位,天线正常","河北省秦皇岛市卢龙县,距十八里铺村 约610米,距王老虎庄村 约737米",118.982584,39.913605,1397.489546164086,28
42,42,,2017-05-03 00:42:17,89.3,29,"ACC开,3D定位,天线正常","河北省秦皇岛市卢龙县,距时各庄村 约432米,距武王庄村 约476米",118.96561100000001,39.91385,1447.8478792609505,29
43,43,,2017-05-03 00:43:17,78.4,29,"ACC开,3D定位,天线正常","河北省秦皇岛市卢龙县,距赵弓庄村 约669米",118.94921799999999,39.916305,1424.4983284396208,29
44,44,,2017-05-03 00:44:17,79.0,30,"ACC开,3D定位,天线正常","河北省秦皇岛市卢龙县东外环路,距秦皇岛麦格斯新材料有限公司 约296米,距河北中振博盛新材料股份有限公司 约424米",118.933241,39.91656,1362.8859791731384,30
45,45,,2017-05-03 00:45:17,75.9,31,"ACC开,3D定位,天线正常","河北省秦皇岛市卢龙县泰和路,距秦皇岛龙军物流 约122米,距秦皇岛佳士伦包装材料有限公司 约162米",118.91833000000001,39.915166,1281.100249746596,31
46,46,,2017-05-03 00:46:17,75.3,31,"ACC开,3D定位,天线正常","河北省秦皇岛市卢龙县,距汇龙家具城 约415米,距鸿森家具城 约415米",118.903501,39.915775,1266.5137681783099,31
47,47,,2017-05-03 00:47:17,18.3,32,"ACC开,3D定位,天线正常","河北省秦皇岛市卢龙县,距青龙河 约671米",118.89395,39.917145,828.6748526920335,32
48,48,,2017-05-03 00:48:09,0.0,32,"ACC开,3D定位,天线正常","河北省秦皇岛市卢龙县,距青龙河 约626米",118.893391,39.917351000000004,52.89097017455102,32
49,49,,2017-05-03 00:48:58,0.0,32,"ACC开,3D定位,天线正常","河北省秦皇岛市卢龙县,距青龙河 约617米",118.89326499999999,39.917403,12.202595069527604,32
50,50,,2017-05-03 00:49:48,6.6,32,"ACC开,3D定位,天线正常","河北省秦皇岛市卢龙县X631(蛇刘线),距青龙河 约500米",118.891815,39.917621000000004,126.01409910276588,32
51,51,,2017-05-03 00:50:32,17.7,32,"ACC开,3D定位,天线正常","河北省秦皇岛市卢龙县X631(蛇刘线),距青龙河 约368米",118.89022,39.917621000000004,136.02647004402758,32
52,52,,2017-05-03 00:51:32,70.3,32,"ACC开,3D定位,天线正常","河北省秦皇岛市卢龙县北门外路,距夹河滩村党支部 约328米,距夹河滩村 约332米",118.87929299999999,39.91876,940.4473318895704,32
53,53,,2017-05-03 00:52:32,72.4,33,"ACC开,3D定位,天线正常","河北省秦皇岛市卢龙县,距青龙河西支流大桥 约605米",118.86589,39.919676,1147.551268882464,33
54,54,,2017-05-03 00:53:32,79.6,34,"ACC开,3D定位,天线正常","河北省唐山市迁安市彭李线,距卷帘门防盗门彩钢工程 约65米,距金星彩钢 约229米",118.85071299999998,39.918141,1305.5223286051669,34
55,55,,2017-05-03 00:54:32,82.6,34,"ACC开,3D定位,天线正常","河北省唐山市迁安市G1(京哈高速),距八里塔村 约758米",118.836056,39.913725,1343.0112128929934,34
56,56,,2017-05-03 00:55:32,87.0,35,"ACC开,3D定位,天线正常","河北省唐山市迁安市G1(京哈高速),距王孟庄村 约639米",118.822088,39.90647,1438.8006022113373,35
57,57,,2017-05-03 00:56:32,84.2,36,"ACC开,3D定位,天线正常","河北省唐山市滦县G1(京哈高速),距滦河 约332米,距滦河大桥 约397米",118.80836000000001,39.898845,1445.739346638807,36
58,58,,2017-05-03 00:57:32,81.9,36,"ACC开,3D定位,天线正常","河北省唐山市滦县G1(京哈高速),距滦县油榨镇何庄中学 约698米,距孙官营村 约711米",118.79504299999999,39.891478,1400.6211332120422,36
59,59,,2017-05-03 00:58:32,84.7,37,"ACC开,3D定位,天线正常","河北省唐山市滦县,距睢新庄村 约192米,距中国邮政村邮站 约633米",118.78129799999999,39.88453,1404.3371814642442,37
60,60,,2017-05-03 00:59:32,84.7,38,"ACC开,3D定位,天线正常","河北省唐山市滦县,距马坊村 约256米",118.765303,39.88152,1405.2321980445831,38
61,61,,2017-05-03 01:00:32,75.6,38,"ACC开,3D定位,天线正常",河北省唐山市滦县,118.750376,39.88251500000001,1278.478060251152,38
62,62,,2017-05-03 01:01:32,81.8,39,"ACC开,3D定位,天线正常","河北省唐山市滦县,距刘店村 约386米",118.73470800000001,39.882853000000004,1337.4245063642827,39
63,63,,2017-05-03 01:02:32,84.8,40,"ACC开,3D定位,天线正常","河北省唐山市滦县,距仓库营村 约494米,距赤峰堡村 约586米",118.71920800000001,39.880247999999995,1353.9318299859053,40
64,64,,2017-05-03 01:03:32,80.2,40,"ACC开,3D定位,天线正常","河北省唐山市滦县G102(京哈线),距大海货场 约667米,距盛禾畜牧有限公司 约674米",118.704148,39.87634600000001,1356.3689118841119,40
65,65,,2017-05-03 01:04:32,75.9,41,"ACC开,3D定位,天线正常","河北省唐山市迁安市S252(平青乐线),距汽车救援中心 约43米,距佐成配货站 约49米",118.688346,39.874778000000006,1359.69515750064,41
66,66,,2017-05-03 01:05:32,76.5,42,"ACC开,3D定位,天线正常","河北省唐山市迁安市,距唐山市迁安机动车驾校人考试场 约78米,距佰福驾校 约89米",118.67426499999999,39.874913,1201.714190057492,42
67,67,,2017-05-03 01:06:32,81.5,42,"ACC开,3D定位,天线正常","河北省唐山市迁安市,距联旭版带 约377米,距昌旭公司 约389米",118.659151,39.874228,1292.025131940828,42
68,68,,2017-05-03 01:07:32,73.3,43,"ACC开,3D定位,天线正常","河北省唐山市迁安市G102(京哈线),距一分利超市 约312米,距孟东汽车修理厂 约350米",118.643801,39.872755,1320.1382426019015,43
69,69,,2017-05-03 01:08:32,82.6,44,"ACC开,3D定位,天线正常","河北省唐山市迁安市G102(京哈线),距迁安市沙河驿镇晓慧农资经销处 约154米,距秋红超市 约217米",118.62793500000001,39.871203,1364.9557867103774,44
70,70,,2017-05-03 01:09:32,83.4,45,"ACC开,3D定位,天线正常","河北省唐山市迁安市如意街,距迁安市众鑫环保设备有限公司-南门 约270米,距迁安市众鑫钢材市场 约276米",118.61183100000001,39.869633,1385.3878886311209,45
71,71,,2017-05-03 01:10:32,73.6,45,"ACC开,3D定位,天线正常","河北省唐山市迁安市,距迁安沙河驿镇中学 约293米,距鑫鸿槽钢角铁方管铁管 约364米",118.596501,39.868475,1314.637100214144,45
72,72,,2017-05-03 01:11:32,72.4,46,"ACC开,3D定位,天线正常","河北省唐山市迁安市,距久红孕婴 约224米,距金客隆(沙河驿店) 约229米",118.58313600000001,39.870103,1154.8879055006128,46
73,73,,2017-05-03 01:12:32,76.1,46,"ACC开,3D定位,天线正常","河北省唐山市迁安市G102(京哈线),距二店子村 约146米,距善缘生物电健康理疗 约294米",118.568423,39.870985,1259.4560387431363,46
74,74,,2017-05-03 01:13:32,77.0,47,"ACC开,3D定位,天线正常","河北省唐山市迁安市,距首钢设备结构厂游泳池 约178米,距兰花会馆 约327米",118.55421100000001,39.868338,1248.0933761197798,47
75,75,,2017-05-03 01:14:32,79.9,48,"ACC开,3D定位,天线正常","河北省唐山市滦县,距迁安马柳站 约487米,距滦县新兴农资有限公司 约438米",118.53858100000001,39.865565999999994,1369.1078555247348,48
76,76,,2017-05-03 01:15:32,74.8,48,"ACC开,3D定位,天线正常","河北省唐山市迁安市,距关脸子山 约471米",118.523513,39.865460999999996,1286.075292500224,48
