Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
0,0,0,0,,2017-07-08 08:10:25,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距樟树垱 约478米,距湖南省新闻出版广电常德中波转播台 约554米",111.61971000000001,29.086145000000002,,0
1,1,1,1,,2017-07-08 08:12:10,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距樟树垱 约504米,距熊家塝 约538米",111.619446,29.08618400000001,26.017429629813343,0
2,2,2,2,,2017-07-08 08:12:58,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距樟树垱 约504米,距熊家塝 约538米",111.619446,29.08618400000001,0.0,0
3,3,3,3,,2017-07-08 08:13:47,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距樟树垱 约504米,距熊家塝 约538米",111.619446,29.08618400000001,0.0,0
4,4,4,4,,2017-07-08 08:14:34,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距樟树垱 约504米,距熊家塝 约538米",111.619446,29.08618400000001,0.0,0
5,5,5,5,,2017-07-08 08:15:22,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距樟树垱 约504米,距熊家塝 约538米",111.619446,29.08618400000001,0.0,0
6,6,6,6,,2017-07-08 08:16:10,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距樟树垱 约504米,距熊家塝 约538米",111.619446,29.08618400000001,0.0,0
7,7,7,7,,2017-07-08 08:16:58,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距樟树垱 约504米,距熊家塝 约538米",111.619446,29.08618400000001,0.0,0
8,8,8,8,,2017-07-08 08:17:46,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距樟树垱 约504米,距熊家塝 约538米",111.619446,29.08618400000001,0.0,0
9,9,9,9,,2017-07-08 08:18:34,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距樟树垱 约504米,距熊家塝 约538米",111.619446,29.08618400000001,0.0,0
10,10,10,10,,2017-07-08 08:19:19,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距樟树垱 约504米,距熊家塝 约538米",111.619446,29.08618400000001,0.0,0
11,11,11,11,,2017-07-08 08:20:07,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距樟树垱 约504米,距熊家塝 约538米",111.619446,29.08618400000001,0.0,0
12,12,12,12,,2017-07-08 08:20:56,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距樟树垱 约504米,距熊家塝 约538米",111.619446,29.08618400000001,0.0,0
13,13,13,13,,2017-07-08 08:24:44,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距樟树垱 约504米,距熊家塝 约538米",111.619446,29.08618400000001,0.0,0
14,14,14,14,,2017-07-08 08:28:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距樟树垱 约504米,距熊家塝 约538米",111.619446,29.08618400000001,0.0,0
15,15,15,15,,2017-07-08 08:28:58,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距樟树垱 约504米,距熊家塝 约538米",111.619446,29.08618400000001,0.0,0
16,16,16,16,,2017-07-08 08:29:47,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距樟树垱 约504米,距熊家塝 约538米",111.619446,29.08618400000001,0.0,0
17,17,17,17,,2017-07-08 08:30:35,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距樟树垱 约504米,距熊家塝 约538米",111.619446,29.08618400000001,0.0,0
18,18,18,18,,2017-07-08 08:31:23,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距樟树垱 约504米,距熊家塝 约538米",111.619446,29.08618400000001,0.0,0
19,19,19,19,,2017-07-08 08:32:11,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距樟树垱 约504米,距熊家塝 约538米",111.619446,29.08618400000001,0.0,0
