Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
0,1,1,1,1,,2017-04-06 00:01:00,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区雨花巷136号,距长沙市第二十一中学 约128米,距新雨社区 约68米",112.99896000000001,28.159494,0.0,0
1,2,2,2,2,,2017-04-06 00:01:48,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区雨花巷136号,距长沙市第二十一中学 约128米,距新雨社区 约68米",112.99896000000001,28.159494,0.0,0
2,3,3,3,3,,2017-04-06 00:02:36,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区雨花巷136号,距长沙市第二十一中学 约128米,距新雨社区 约68米",112.99896000000001,28.159494,0.0,0
3,4,4,4,4,,2017-04-06 00:03:24,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区雨花巷136号,距长沙市第二十一中学 约128米,距新雨社区 约68米",112.99896000000001,28.159494,0.0,0
4,5,5,5,5,,2017-04-06 00:04:13,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区雨花巷136号,距长沙市第二十一中学 约128米,距新雨社区 约68米",112.99896000000001,28.159494,0.0,0
5,6,6,6,6,,2017-04-06 00:05:01,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区雨花巷136号,距长沙市第二十一中学 约128米,距新雨社区 约68米",112.99896000000001,28.159494,0.0,0
6,7,7,7,7,,2017-04-06 00:05:49,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区雨花巷136号,距长沙市第二十一中学 约128米,距新雨社区 约68米",112.99896000000001,28.159494,0.0,0
7,8,8,8,8,,2017-04-06 00:06:37,11,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区雨花巷82,距长沙市第二十一中学 约99米,距新雨社区 约86米",112.99888,28.159164,37.52313236856361,0
8,9,9,9,9,,2017-04-06 00:07:25,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区雨花巷78,距长沙安贞妇产医院 约100米,距湖南教育电视台 约126米",112.999146,28.158749,53.004386301325425,0
9,10,10,10,10,,2017-04-06 00:08:13,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区雨花巷60,距长沙安贞妇产医院 约72米,距安贞医院-意外怀孕援助中心 约76米",112.99953500000001,28.158673999999998,39.03662754707744,0
10,11,11,11,11,,2017-04-06 00:09:01,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区雨花巷60,距长沙安贞妇产医院 约72米,距安贞医院-意外怀孕援助中心 约76米",112.99953500000001,28.158673999999998,0.0,0
11,12,12,12,12,,2017-04-06 00:12:33,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区雨花巷60,距长沙安贞妇产医院 约72米,距安贞医院-意外怀孕援助中心 约76米",112.99953500000001,28.158673999999998,0.0,0
12,13,13,13,13,,2017-04-06 00:15:49,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区雨花巷60,距长沙安贞妇产医院 约72米,距安贞医院-意外怀孕援助中心 约76米",112.99953500000001,28.158673999999998,0.0,0
13,14,14,14,14,,2017-04-06 00:19:05,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区雨花巷60,距长沙安贞妇产医院 约72米,距安贞医院-意外怀孕援助中心 约76米",112.99953500000001,28.158673999999998,0.0,0
14,15,15,15,15,,2017-04-06 00:22:22,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区雨花巷60,距长沙安贞妇产医院 约72米,距安贞医院-意外怀孕援助中心 约76米",112.99953500000001,28.158673999999998,0.0,0
15,16,16,16,16,,2017-04-06 00:25:38,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区雨花巷60,距长沙安贞妇产医院 约72米,距安贞医院-意外怀孕援助中心 约76米",112.99953500000001,28.158673999999998,0.0,0
16,17,17,17,17,,2017-04-06 00:28:54,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区雨花巷60,距长沙安贞妇产医院 约72米,距安贞医院-意外怀孕援助中心 约76米",112.99953500000001,28.158673999999998,0.0,0
17,18,18,18,18,,2017-04-06 00:32:10,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区雨花巷60,距长沙安贞妇产医院 约72米,距安贞医院-意外怀孕援助中心 约76米",112.99953500000001,28.158673999999998,0.0,0
18,19,19,19,19,,2017-04-06 00:35:25,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区雨花巷60,距长沙安贞妇产医院 约72米,距安贞医院-意外怀孕援助中心 约76米",112.99953500000001,28.158673999999998,0.0,0
19,20,20,20,20,,2017-04-06 00:38:42,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区雨花巷60,距长沙安贞妇产医院 约72米,距安贞医院-意外怀孕援助中心 约76米",112.99953500000001,28.158673999999998,0.0,0
20,21,21,21,21,,2017-04-06 00:41:59,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区雨花巷60,距长沙安贞妇产医院 约72米,距安贞医院-意外怀孕援助中心 约76米",112.99953500000001,28.158673999999998,0.0,0
21,22,22,22,22,,2017-04-06 00:45:15,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区雨花巷60,距长沙安贞妇产医院 约72米,距安贞医院-意外怀孕援助中心 约76米",112.99953500000001,28.158673999999998,0.0,0
