Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
0,0,0,0,0,,2017-04-01 15:51:15,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约201米,距石板滩中学 约345米",111.64043999999998,29.162174,,0
1,1,1,1,1,,2017-04-01 15:51:30,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约201米,距石板滩中学 约345米",111.64043999999998,29.162174,0.0,0
2,2,2,2,2,,2017-04-01 15:51:47,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约201米,距石板滩中学 约345米",111.64043999999998,29.162174,0.0,0
3,3,3,3,3,,2017-04-01 15:52:02,11,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约191米,距石板滩中学 约298米",111.64005,29.162423999999998,46.97703919034812,0
4,4,4,4,4,,2017-04-01 15:52:18,13,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约203米,距石板滩中学 约250米",111.63972,29.162745,47.966545644554785,0
5,5,5,5,5,,2017-04-01 15:52:34,6,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约206米,距石板滩中学 约220米",111.63944,29.162882,31.164903267106236,0
6,6,6,6,6,,2017-04-01 15:52:50,15,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距石板滩中学 约177米,距鼎城永欣机械制造公司 约214米",111.63898,29.163038,47.915943744805745,0
7,7,7,7,7,,2017-04-01 15:53:07,22,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距石板滩中学 约144米,距鼎城永欣机械制造公司 约218米",111.63811499999998,29.162994,84.1335669556483,0
8,8,8,8,8,,2017-04-01 15:53:23,27,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距石板滩中学 约157米,距鼎城永欣机械制造公司 约264米",111.6371,29.162997999999998,98.55715708689941,0
9,9,9,9,9,,2017-04-01 15:53:39,26,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距石板滩中学 约234米,距鼎城永欣机械制造公司 约350米",111.63588,29.163006,118.46491647328597,0
10,10,10,10,10,,2017-04-01 15:53:55,16,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距石板滩中学 约303米,距鼎城永欣机械制造公司 约362米",111.63541000000001,29.162525,70.30901846552044,0
11,11,11,11,11,,2017-04-01 15:54:11,24,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距鼎城永欣机械制造公司 约329米,距石板滩中学 约377米",111.63543,29.161585,104.54141811592022,0
12,12,12,12,12,,2017-04-01 15:54:27,25,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距鼎城永欣机械制造公司 约324米,距常德金德山水泥有限公司 约424米",111.63551000000001,29.160503000000002,120.5635975532078,0
13,13,13,13,13,,2017-04-01 15:54:43,15,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距鼎城永欣机械制造公司 约342米,距常德金德山水泥有限公司 约404米",111.63553,29.159908,66.18957140798928,0
