Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
0,0,0,0,0,,2017-04-28 08:19:41,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区S306(人民路),距中国一汽特约维修服务中心 约146米,距常德博安中国一汽特约维修服务中心 约146米",111.66389,29.042002,,0
1,1,1,1,1,,2017-04-28 08:20:14,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区S306(人民路),距中国一汽特约维修服务中心 约142米,距常德博安中国一汽特约维修服务中心 约142米",111.66381000000001,29.042044,9.071610240294516,0
2,2,2,2,2,,2017-04-28 08:20:46,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区S306(人民路),距中国一汽特约维修服务中心 约142米,距常德博安中国一汽特约维修服务中心 约142米",111.66381000000001,29.042044,0.0,0
3,3,3,3,3,,2017-04-28 08:21:15,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区S306(人民路),距中国一汽特约维修服务中心 约142米,距常德博安中国一汽特约维修服务中心 约142米",111.66381000000001,29.042044,0.0,0
4,4,4,4,4,,2017-04-28 08:21:47,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区S306(人民路),距中国一汽特约维修服务中心 约142米,距常德博安中国一汽特约维修服务中心 约142米",111.66381000000001,29.042044,0.0,0
5,5,5,5,5,,2017-04-28 08:22:19,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区S306(人民路),距中国一汽特约维修服务中心 约142米,距常德博安中国一汽特约维修服务中心 约142米",111.66381000000001,29.042044,0.0,0
6,6,6,6,6,,2017-04-28 08:22:51,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区S306(人民路),距中国一汽特约维修服务中心 约142米,距常德博安中国一汽特约维修服务中心 约142米",111.66381000000001,29.042044,0.0,0
7,7,7,7,7,,2017-04-28 08:23:23,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区S306(人民路),距中国一汽特约维修服务中心 约142米,距常德博安中国一汽特约维修服务中心 约142米",111.66381000000001,29.042044,0.0,0
8,8,8,8,8,,2017-04-28 08:23:55,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区S306(人民路),距中国一汽特约维修服务中心 约142米,距常德博安中国一汽特约维修服务中心 约142米",111.66381000000001,29.042044,0.0,0
9,9,9,9,9,,2017-04-28 08:24:27,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区S306(人民路),距中国一汽特约维修服务中心 约142米,距常德博安中国一汽特约维修服务中心 约142米",111.66381000000001,29.042044,0.0,0
10,10,10,10,10,,2017-04-28 08:24:59,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区S306(人民路),距中国一汽特约维修服务中心 约142米,距常德博安中国一汽特约维修服务中心 约142米",111.66381000000001,29.042044,0.0,0
11,11,11,11,11,,2017-04-28 08:25:30,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区S306(人民路),距中国一汽特约维修服务中心 约142米,距常德博安中国一汽特约维修服务中心 约142米",111.66381000000001,29.042044,0.0,0
12,12,12,12,12,,2017-04-28 08:26:10,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区S306(人民路),距中国一汽特约维修服务中心 约142米,距常德博安中国一汽特约维修服务中心 约142米",111.66381000000001,29.042044,0.0,0
13,13,13,13,13,,2017-04-28 08:26:42,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区S306(人民路),距中国一汽特约维修服务中心 约142米,距常德博安中国一汽特约维修服务中心 约142米",111.66381000000001,29.042044,0.0,0
14,14,14,14,14,,2017-04-28 08:27:14,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区S306(人民路),距中国一汽特约维修服务中心 约142米,距常德博安中国一汽特约维修服务中心 约142米",111.66381000000001,29.042044,0.0,0
15,15,15,15,15,,2017-04-28 08:27:59,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区S306(人民路),距中国一汽特约维修服务中心 约142米,距常德博安中国一汽特约维修服务中心 约142米",111.66381000000001,29.042044,0.0,0
16,16,16,16,16,,2017-04-28 08:28:35,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区S306(人民路),距中国一汽特约维修服务中心 约142米,距常德博安中国一汽特约维修服务中心 约142米",111.66381000000001,29.042044,0.0,0
17,17,17,17,17,,2017-04-28 08:29:07,10,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区S306(人民路),距先公庙 约178米,距天源星-城北区 约233米",111.66448999999999,29.04103,130.70171739001492,0
18,18,18,18,18,,2017-04-28 08:29:39,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区S306(人民路),距先公庙 约183米,距天源星-城北区 约216米",111.66462,29.040915999999996,17.899840513119038,0
19,19,19,19,19,,2017-04-28 08:30:12,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区S306(人民路),距先公庙 约183米,距天源星-城北区 约216米",111.66462,29.040915999999996,0.0,0
20,20,20,20,20,,2017-04-28 08:30:44,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区S306(人民路),距先公庙 约183米,距天源星-城北区 约216米",111.66462,29.040915999999996,0.0,0
21,21,21,21,21,,2017-04-28 08:34:16,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区S306(人民路),距先公庙 约183米,距天源星-城北区 约216米",111.66462,29.040915999999996,0.0,0
22,22,22,22,22,,2017-04-28 08:37:32,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区S306(人民路),距先公庙 约183米,距天源星-城北区 约216米",111.66462,29.040915999999996,0.0,0
23,23,23,23,23,,2017-04-28 08:40:48,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区S306(人民路),距先公庙 约183米,距天源星-城北区 约216米",111.66462,29.040915999999996,0.0,0
24,24,24,24,24,,2017-04-28 08:44:04,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区S306(人民路),距先公庙 约183米,距天源星-城北区 约216米",111.66462,29.040915999999996,0.0,0
25,25,25,25,25,,2017-04-28 08:46:45,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区S306(人民路),距先公庙 约183米,距天源星-城北区 约216米",111.66462,29.040915999999996,0.0,0
26,26,26,26,26,,2017-04-28 08:47:37,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区灯泡巷,距天源星-城北区 约196米,距先公庙 约213米",111.66496000000001,29.04090900000001,33.062227211020364,0
27,27,27,27,27,,2017-04-28 08:48:12,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区灯泡巷,距天源星-城北区 约196米,距先公庙 约213米",111.66496000000001,29.04090900000001,0.0,0
28,28,28,28,28,,2017-04-28 08:48:44,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区灯泡巷,距天源星-城北区 约196米,距先公庙 约213米",111.66496000000001,29.04090900000001,0.0,0
29,29,29,29,29,,2017-04-28 08:49:16,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区灯泡巷,距先公庙 约178米,距天源星-城北区 约189米",111.66468,29.040654999999997,39.22547284017399,0
30,30,30,30,30,,2017-04-28 08:49:48,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区灯泡巷,距先公庙 约178米,距天源星-城北区 约189米",111.66468,29.040654999999997,0.0,0
31,31,31,31,31,,2017-04-28 08:50:20,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区灯泡巷,距先公庙 约178米,距天源星-城北区 约189米",111.66468,29.040654999999997,0.0,0
32,32,32,32,32,,2017-04-28 08:50:52,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区灯泡巷,距先公庙 约178米,距天源星-城北区 约189米",111.66468,29.040654999999997,0.0,0
33,33,33,33,33,,2017-04-28 08:51:24,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区灯泡巷,距先公庙 约178米,距天源星-城北区 约189米",111.66468,29.040654999999997,0.0,0
34,34,34,34,34,,2017-04-28 08:51:56,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区灯泡巷,距先公庙 约178米,距天源星-城北区 约189米",111.66468,29.040654999999997,0.0,0
35,35,35,35,35,,2017-04-28 08:52:28,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区灯泡巷,距先公庙 约178米,距天源星-城北区 约189米",111.66468,29.040654999999997,0.0,0
36,36,36,36,36,,2017-04-28 08:53:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区灯泡巷,距先公庙 约178米,距天源星-城北区 约189米",111.66468,29.040654999999997,0.0,0
