Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
0,0,0,0,0,,2017-01-06 13:25:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约206米,距常德金德山水泥有限公司 约338米",111.64055,29.162113,,0
1,1,1,1,1,,2017-01-06 13:28:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约206米,距常德金德山水泥有限公司 约338米",111.64055,29.162113,0.0,0
2,2,2,2,2,,2017-01-06 13:31:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约206米,距常德金德山水泥有限公司 约338米",111.64055,29.162113,0.0,0
3,3,3,3,3,,2017-01-06 13:35:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约206米,距常德金德山水泥有限公司 约338米",111.64055,29.162113,0.0,0
4,4,4,4,4,,2017-01-06 13:38:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约206米,距常德金德山水泥有限公司 约338米",111.64055,29.162113,0.0,0
5,5,5,5,5,,2017-01-06 13:41:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约206米,距常德金德山水泥有限公司 约338米",111.64055,29.162113,0.0,0
6,6,6,6,6,,2017-01-06 13:44:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约206米,距常德金德山水泥有限公司 约338米",111.64055,29.162113,0.0,0
7,7,7,7,7,,2017-01-06 13:48:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约206米,距常德金德山水泥有限公司 约338米",111.64055,29.162113,0.0,0
8,8,8,8,8,,2017-01-06 13:51:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约206米,距常德金德山水泥有限公司 约338米",111.64055,29.162113,0.0,0
9,9,9,9,9,,2017-01-06 13:54:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约206米,距常德金德山水泥有限公司 约338米",111.64055,29.162113,0.0,0
10,10,10,10,10,,2017-01-06 13:58:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约206米,距常德金德山水泥有限公司 约338米",111.64055,29.162113,0.0,0
11,11,11,11,11,,2017-01-06 13:59:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约249米,距石板滩中学 约332米",111.64067,29.162623999999997,58.00310654487359,0
12,12,12,12,12,,2017-01-06 14:02:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约249米,距石板滩中学 约332米",111.64067,29.162623999999997,0.0,0
13,13,13,13,13,,2017-01-06 14:06:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约249米,距石板滩中学 约332米",111.64067,29.162623999999997,0.0,0
14,14,14,14,14,,2017-01-06 14:09:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约249米,距石板滩中学 约332米",111.64067,29.162623999999997,0.0,0
15,15,15,15,15,,2017-01-06 14:12:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约249米,距石板滩中学 约332米",111.64067,29.162623999999997,0.0,0
16,16,16,16,16,,2017-01-06 14:16:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约249米,距石板滩中学 约332米",111.64067,29.162623999999997,0.0,0
17,17,17,17,17,,2017-01-06 14:19:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约249米,距石板滩中学 约332米",111.64067,29.162623999999997,0.0,0
18,18,18,18,18,,2017-01-06 14:22:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约249米,距石板滩中学 约332米",111.64067,29.162623999999997,0.0,0
19,19,19,19,19,,2017-01-06 14:25:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约249米,距石板滩中学 约332米",111.64067,29.162623999999997,0.0,0
20,20,20,20,20,,2017-01-06 14:29:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约249米,距石板滩中学 约332米",111.64067,29.162623999999997,0.0,0
21,21,21,21,21,,2017-01-06 14:32:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约249米,距石板滩中学 约332米",111.64067,29.162623999999997,0.0,0
22,22,22,22,22,,2017-01-06 14:35:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约249米,距石板滩中学 约332米",111.64067,29.162623999999997,0.0,0
