Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
0,0,0,0,0,,2017-11-05 13:38:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约196米,距石板滩中学 约342米",111.64039,29.162165,,0
1,1,1,1,1,,2017-11-05 13:42:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约196米,距石板滩中学 约342米",111.64039,29.162165,0.0,0
2,2,2,2,2,,2017-11-05 13:45:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约196米,距石板滩中学 约342米",111.64039,29.162165,0.0,0
3,3,3,3,3,,2017-11-05 13:48:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约196米,距石板滩中学 约342米",111.64039,29.162165,0.0,0
4,4,4,4,4,,2017-11-05 13:51:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约196米,距石板滩中学 约342米",111.64039,29.162165,0.0,0
5,5,5,5,5,,2017-11-05 13:55:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约196米,距石板滩中学 约342米",111.64039,29.162165,0.0,0
6,6,6,6,6,,2017-11-05 13:58:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约196米,距石板滩中学 约342米",111.64039,29.162165,0.0,0
7,7,7,7,7,,2017-11-05 14:01:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约196米,距石板滩中学 约342米",111.64039,29.162165,0.0,0
8,8,8,8,8,,2017-11-05 14:01:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约196米,距石板滩中学 约342米",111.64039,29.162165,0.0,0
9,9,9,9,9,,2017-11-05 14:02:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约196米,距石板滩中学 约342米",111.64039,29.162165,0.0,0
10,10,10,10,10,,2017-11-05 14:02:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约196米,距石板滩中学 约342米",111.64039,29.162165,0.0,0
11,11,11,11,11,,2017-11-05 14:03:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约196米,距石板滩中学 约342米",111.64039,29.162165,0.0,0
12,12,12,12,12,,2017-11-05 14:04:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约196米,距石板滩中学 约342米",111.64039,29.162165,0.0,0
13,13,13,13,13,,2017-11-05 14:04:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约196米,距石板滩中学 约342米",111.64039,29.162165,0.0,0
14,14,14,14,14,,2017-11-05 14:05:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约196米,距石板滩中学 约342米",111.64039,29.162165,0.0,0
15,15,15,15,15,,2017-11-05 14:05:00,11,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距石板滩中学 约165米,距鼎城永欣机械制造公司 约208米",111.63869,29.16299,188.8481369719741,0
16,16,16,16,16,,2017-11-05 14:06:00,13,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距石板滩中学 约145米,距鼎城永欣机械制造公司 约237米",111.637566,29.162975,109.1527748400684,0
17,17,17,17,17,,2017-11-05 14:06:00,15,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距石板滩中学 约219米,距鼎城永欣机械制造公司 约307米",111.63628,29.162823,126.00893784515846,0
18,18,18,18,18,,2017-11-05 14:07:00,17,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距石板滩中学 约320米,距鼎城永欣机械制造公司 约344米",111.63547,29.162243,101.71213447378591,0
19,19,19,19,19,,2017-11-05 14:09:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距鼎城永欣机械制造公司 约346米,距常德金德山水泥有限公司 约394米",111.63559,29.159712,281.67587025199384,0
20,20,20,20,20,,2017-11-05 14:09:00,8,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距鼎城永欣机械制造公司 约372米,距常德金德山水泥有限公司 约374米",111.63575,29.15905200000001,75.01527836091127,0
21,21,21,21,21,,2017-11-05 14:11:00,12,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距常德金德山水泥有限公司 约441米,距常德市鼎城区石板滩卫生院-预防接种门诊 约509米",111.63565,29.157211,204.94032675461827,0
22,22,22,22,22,,2017-11-05 14:12:00,15,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距常德市鼎城区石板滩卫生院-预防接种门诊 约540米,距常德金德山水泥有限公司 约545米",111.635284,29.15604,134.97273420742823,0
23,23,23,23,23,,2017-11-05 14:12:00,12,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距余家岗 约504米,距常德市鼎城区石板滩卫生院-预防接种门诊 约670米",111.63411,29.155085,155.79901975599046,0
24,24,24,24,24,,2017-11-05 14:14:00,10,1,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距大堰 约512米,距古堤桥 约535米",111.62972,29.15271,501.47664505493276,1
25,25,25,25,25,,2017-11-05 14:15:00,28,1,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距大堰 约395米,距古堤桥 约419米",111.629196,29.151274,167.5882498649149,1
26,26,26,26,26,,2017-11-05 14:16:00,26,1,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距古堤桥 约317米,距大堰 约341米",111.628204,29.1492,249.93066949296409,1
27,27,27,27,27,,2017-11-05 14:16:00,26,1,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距新堰 约173米,距小堰 约259米",111.62735,29.146982,260.2017257161591,1
28,28,28,28,28,,2017-11-05 14:17:00,17,1,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距新堰 约82米,距小堰 约129米",111.62671,29.145388,187.82675802362618,1
29,29,29,29,29,,2017-11-05 14:18:00,29,2,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距皇家湾 约401米,距锥子岗 约542米",111.62436,29.139772,664.8710378913788,2
30,30,30,30,30,,2017-11-05 14:19:00,28,2,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距皇家湾 约200米,距陈家冲 约483米",111.623535,29.137695,244.4567692043952,2
31,31,31,31,31,,2017-11-05 14:19:00,30,2,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距皇家湾 约187米,距陈家冲 约242米",111.62287,29.135468,255.91586455985671,2
32,32,32,32,32,,2017-11-05 14:20:00,34,2,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G56(杭瑞高速),距陈家冲 约126米,距皇家湾 约427米",111.6222,29.13295,287.4521174100616,2
33,33,33,33,33,,2017-11-05 14:20:00,26,2,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G56(杭瑞高速),距陈家冲 约346米,距湖南新湘达门窗有限公司 约399米",111.62161,29.130657,261.3309540757635,2
34,34,34,34,34,,2017-11-05 14:21:00,36,3,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距湖南新湘达门窗有限公司 约239米,距陈家冲 约600米",111.62104,29.128344,263.08579980749147,3
35,35,35,35,35,,2017-11-05 14:21:00,28,3,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距湖南新湘达门窗有限公司 约313米,距兄弟餐馆 约525米",111.62046,29.125921,275.2528127875828,3
