Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,long,Latitude,lat,Distance_geopy,Distance traveled (km)
383,383,383,383,383,,2017-06-15 18:27:15,67,55,"ACC开,3D定位,天线正常","湖南省益阳市资阳区文昌路,距专一建材 约345米,距益阳平安钢构 约406米",112,34799,28,622696,0.0,55
384,384,384,384,384,,2017-06-15 18:28:03,67,55,"ACC开,3D定位,天线正常","湖南省益阳市资阳区贺家桥北路,距南湖圫 约401米,距益阳湘丰机械有限公司 约411米",112,34025,28,62734,0.0,55
385,385,385,385,385,,2017-06-15 18:30:11,57,57,"ACC开,3D定位,天线正常","湖南省益阳市资阳区,距观塘仑 约100米,距飞羽农场 约339米",112,32066,28,637098,0.0,57
386,386,386,386,386,,2017-06-15 18:31:00,57,57,"ACC开,3D定位,天线正常","湖南省益阳市资阳区,距芭茅塘 约189米,距飞羽农场 约463米",112,315094,28,641834,0.0,57
387,387,387,387,387,,2017-06-15 18:31:47,60,58,"ACC开,3D定位,天线正常","湖南省益阳市资阳区,距瓜棚湾 约109米,距资阳区新型农村合作医疗定点医院 约313米",112,308136,28,645475,0.0,58
388,388,388,388,388,,2017-06-15 18:32:36,62,58,"ACC开,3D定位,天线正常","湖南省益阳市资阳区G319(厦成线),距楼子屋场 约174米,距正源青蛙养殖基地 约452米",112,30041,28,64872,0.0,58
389,389,389,389,389,,2017-06-15 18:33:23,56,58,"ACC开,3D定位,天线正常","湖南省益阳市资阳区,距光荣天主堂 约171米,距光荣村 约360米",112,294266,28,652895,0.0,58
390,390,390,390,390,,2017-06-15 18:34:10,62,58,"ACC开,3D定位,天线正常","湖南省益阳市资阳区,距万家山 约213米,距牛角仑村 约411米",112,28791,28,657627,0.0,58
391,391,391,391,391,,2017-06-15 18:34:58,58,59,"ACC开,3D定位,天线正常","湖南省益阳市资阳区,距三眼塘 约170米,距中国娃艺校乖孩子分校 约413米",112,28192,28,662086,0.0,59
392,392,392,392,392,,2017-06-15 18:35:46,60,59,"ACC开,3D定位,天线正常","湖南省益阳市资阳区,距迎丰桥镇 约129米,距迎风桥镇人民政府 约143米",112,27561,28,66676,0.0,59
393,393,393,393,393,,2017-06-15 18:36:35,62,59,"ACC开,3D定位,天线正常","湖南省益阳市资阳区,距陈家桥村 约449米,距鑫鑫门业 约488米",112,26906,28,67139,0.0,59
394,394,394,394,394,,2017-06-15 18:37:23,53,59,"ACC开,3D定位,天线正常","湖南省益阳市资阳区,距马家桥 约343米,距小明星艺术幼儿园 约447米",112,2626,28,674694,0.0,59
395,395,395,395,395,,2017-06-15 18:38:12,57,60,"ACC开,3D定位,天线正常","湖南省益阳市资阳区S204,距迎风桥 约191米,距迎风汽车站 约190米",112,255646,28,677061,0.0,60
396,396,396,396,396,,2017-06-15 18:39:00,50,60,"ACC开,3D定位,天线正常","湖南省益阳市资阳区G319(厦成线),距益阳国基实验学校 约167米,距益阳四通电脑中等专业学校 约167米",112,24857,28,678608,0.0,60
397,397,397,397,397,,2017-06-15 18:39:48,63,60,"ACC开,3D定位,天线正常","湖南省益阳市资阳区G319(厦成线),距黄花仑村 约50米,距高平中学 约164米",112,24089,28,680086,0.0,60
398,398,398,398,398,,2017-06-15 18:40:36,59,60,"ACC开,3D定位,天线正常","湖南省益阳市资阳区,距陈家村 约399米,距黄花仑蓓蕾幼儿园 约528米",112,23247,28,681759,0.0,60
399,399,399,399,399,,2017-06-15 18:41:24,61,61,"ACC开,3D定位,天线正常","湖南省益阳市资阳区G319(厦成线),距双塘基 约232米,距银丰园林双塘基苗圃 约251米",112,2247,28,684677,0.0,61
400,400,400,400,400,,2017-06-15 18:42:12,59,61,"ACC开,3D定位,天线正常","湖南省益阳市资阳区G319(厦成线),距昌长湾 约63米,距银树冲 约304米",112,21864,28,688412,0.0,61
401,401,401,401,401,,2017-06-15 18:43:00,51,61,"ACC开,3D定位,天线正常","湖南省常德市汉寿县G319(厦成线),距益阳市大泉精细化工有限公司 约433米,距水竹村 约503米",112,211334,28,69116,0.0,61
402,402,402,402,402,,2017-06-15 18:43:48,48,61,"ACC开,3D定位,天线正常","湖南省常德市汉寿县G319(厦成线),距水竹村 约115米,距祝家仑村 约518米",112,2053,28,692455,0.0,61
403,403,403,403,403,,2017-06-15 18:44:36,65,62,"ACC开,3D定位,天线正常","湖南省常德市汉寿县G319(厦成线),距祝家仑村 约506米,距砖屋湾 约613米",112,19846,28,695808,0.0,62
404,404,404,404,404,,2017-06-15 18:45:24,61,62,"ACC开,3D定位,天线正常","湖南省常德市汉寿县G319(厦成线),距砖屋湾 约331米,距文村里 约514米",112,19061,28,699398,0.0,62
405,405,405,405,405,,2017-06-15 18:46:12,45,62,"ACC开,3D定位,天线正常","湖南省常德市汉寿县G319(厦成线),距大路塘 约404米,距夏家冲 约453米",112,18407,28,701162,0.0,62
406,406,406,406,406,,2017-06-15 18:47:00,56,62,"ACC开,3D定位,天线正常","湖南省常德市汉寿县G319(厦成线),距军山铺派出所 约138米,距大路塘 约332米",112,177376,28,703215,0.0,62
407,407,407,407,407,,2017-06-15 18:47:48,58,63,"ACC开,3D定位,天线正常","湖南省常德市汉寿县G319(厦成线),距上豪大酒店 约21米,距汉寿县军山铺中心卫生院 约19米",112,171005,28,706646,0.0,63
408,408,408,408,408,,2017-06-15 18:48:36,60,63,"ACC开,3D定位,天线正常","湖南省常德市汉寿县G319(厦成线),距长安汽车(军山铺镇店) 约50米,距汉寿县公安局交通警察大队军山铺中队 约83米",112,16367,28,710325,0.0,63
409,409,409,409,409,,2017-06-15 18:49:24,50,63,"ACC开,3D定位,天线正常","湖南省常德市汉寿县,距红旗 约178米,距枫树塘 约435米",112,15642,28,71198,0.0,63
410,410,410,410,410,,2017-06-15 18:50:12,51,63,"ACC开,3D定位,天线正常","湖南省常德市汉寿县,距红旗 约481米,距万寿桥村 约518米",112,149734,28,71257,0.0,63
411,411,411,411,411,,2017-06-15 18:51:00,55,64,"ACC开,3D定位,天线正常","湖南省常德市汉寿县G5513(长常高速),距罗家塘 约274米,距尾基湾村 约330米",112,142494,28,71314,0.0,64
412,412,412,412,412,,2017-06-15 18:52:52,68,65,"ACC开,3D定位,天线正常","湖南省常德市汉寿县,距红花坳 约522米,距欧家冲 约753米",112,12263,28,712072,0.0,65
413,413,413,413,413,,2017-06-15 18:53:40,52,65,"ACC开,3D定位,天线正常","湖南省常德市汉寿县,距欧家冲 约512米,距红土墙小学 约678米",112,11477,28,711903,0.0,65
414,414,414,414,414,,2017-06-15 18:54:29,69,66,"ACC开,3D定位,天线正常","湖南省常德市汉寿县,距红土墙小学 约315米,距田坪里 约354米",112,10616,28,713072,0.0,66
415,415,415,415,415,,2017-06-15 18:55:33,69,66,"ACC开,3D定位,天线正常","湖南省常德市汉寿县G319(厦成线),距常德瑞鸿石材工艺 约402米,距白石碑 约569米",112,9388,28,714115,0.0,66
416,416,416,416,416,,2017-06-15 18:56:37,47,67,"ACC开,3D定位,天线正常","湖南省常德市汉寿县G319(厦成线),距白石碑 约481米,距老屋湾 约564米",112,8397,28,71406,0.0,67
417,417,417,417,417,,2017-06-15 19:06:46,65,77,"ACC开,3D定位,天线正常","湖南省常德市汉寿县,距新屋冲 约329米,距康家山 约496米",111,99581,28,772062,98179.15685384195,77
418,418,418,418,418,,2017-06-15 19:07:34,57,77,"ACC开,3D定位,天线正常","湖南省常德市汉寿县,距三星垸 约370米,距新屋冲 约568米",111,9892,28,776205,0.0,77
419,419,419,419,419,,2017-06-15 19:08:21,65,78,"ACC开,3D定位,天线正常","湖南省常德市汉寿县,距新堤 约397米,距三星垸 约552米",111,982574,28,781462,0.0,78
420,420,420,420,420,,2017-06-15 19:09:09,71,78,"ACC开,3D定位,天线正常","湖南省常德市汉寿县,距白积冲 约48米,距土地坝 约239米",111,975136,28,786396,0.0,78
421,421,421,421,421,,2017-06-15 19:09:57,54,78,"ACC开,3D定位,天线正常","湖南省常德市汉寿县麒麟路,距常德金仙耐磨材料有限公司 约128米,距杨家冲 约151米",111,96782,28,790636,0.0,78
422,422,422,422,422,,2017-06-15 19:10:45,66,79,"ACC开,3D定位,天线正常","湖南省常德市汉寿县麒麟路,距湖南金能科技实业有限公司-西北门 约254米,距汉寿县玉贤耐磨材料厂 约266米",111,96053,28,794094,0.0,79
423,423,423,423,423,,2017-06-15 19:11:33,64,79,"ACC开,3D定位,天线正常","湖南省常德市汉寿县金马路,距湖南徕木电子有限公司 约279米,距湖南汉寿中煤科技有限公司 约334米",111,95233,28,796751,0.0,79
424,424,424,424,424,,2017-06-15 19:12:21,56,79,"ACC开,3D定位,天线正常","湖南省常德市汉寿县,距汉寿顶辉印刷有限公司 约123米,距汉寿县正月商贸有限公司 约213米",111,94433,28,79851,0.0,79
425,425,425,425,425,,2017-06-15 19:13:10,63,79,"ACC开,3D定位,天线正常","湖南省常德市汉寿县,距竹子陂村 约380米,距杨罗碑 约585米",111,93639,28,800215,0.0,79
426,426,426,426,426,,2017-06-15 19:13:58,61,80,"ACC开,3D定位,天线正常","湖南省常德市汉寿县,距杨罗碑 约268米,距贺家桥 约330米",111,92796,28,80224,0.0,80
427,427,427,427,427,,2017-06-15 19:14:46,64,80,"ACC开,3D定位,天线正常","湖南省常德市汉寿县G319(厦成线),距马嘶桥 约347米,距马嘶桥村 约393米",111,92031,28,805094,0.0,80
428,428,428,428,428,,2017-06-15 19:15:34,68,80,"ACC开,3D定位,天线正常","湖南省常德市汉寿县,距马嘶桥 约727米,距盐白堤 约731米",111,91253,28,809067,0.0,80
429,429,429,429,429,,2017-06-15 19:16:22,70,81,"ACC开,3D定位,天线正常","湖南省常德市汉寿县,距黄岭岗村 约376米,距岩嘴派出所 约492米",111,90388,28,813171,0.0,81
430,430,430,430,430,,2017-06-15 19:17:10,59,81,"ACC开,3D定位,天线正常","湖南省常德市汉寿县,距岩嘴派出所 约520米,距岩嘴派出所-西南门 约525米",111,89585,28,815895,0.0,81
431,431,431,431,431,,2017-06-15 19:17:58,66,81,"ACC开,3D定位,天线正常","湖南省常德市汉寿县,距严家河 约524米,距张家湾 约537米",111,887794,28,81857,0.0,81
432,432,432,432,432,,2017-06-15 19:20:22,67,83,"ACC开,3D定位,天线正常","湖南省常德市汉寿县,距肖家湾 约281米,距马家障 约447米",111,86614,28,832907,0.0,83
433,433,433,433,433,,2017-06-15 19:21:10,66,83,"ACC开,3D定位,天线正常","湖南省常德市汉寿县X036,距曾家桥 约132米,距耀言湾村 约511米",111,85841,28,837143,0.0,83
434,434,434,434,434,,2017-06-15 19:21:58,63,84,"ACC开,3D定位,天线正常","湖南省常德市汉寿县,距肖家 约51米,距耀言湾村 约393米",111,85063,28,840784,0.0,84
435,435,435,435,435,,2017-06-15 19:22:47,64,84,"ACC开,3D定位,天线正常","湖南省常德市汉寿县,距华鑫米业有限公司 约303米,距华鑫米业有限公司-西南门 约316米",111,8422,28,843098,0.0,84
436,436,436,436,436,,2017-06-15 19:23:34,66,84,"ACC开,3D定位,天线正常","湖南省常德市汉寿县G319(厦成线),距冲水洞 约222米,距常德宝来建材有限公司 约256米",111,83382,28,845556,0.0,84
437,437,437,437,437,,2017-06-15 19:24:23,63,85,"ACC开,3D定位,天线正常","湖南省常德市汉寿县G319(厦成线),距焦家坝 约155米,距常德市金玉米业有限公司 约527米",111,825874,28,84906,0.0,85
438,438,438,438,438,,2017-06-15 19:25:11,64,85,"ACC开,3D定位,天线正常","湖南省常德市汉寿县G319(厦成线),距栗山村 约62米,距王师傅汽车修理厂 约244米",111,8184,28,852669,0.0,85
439,439,439,439,439,,2017-06-15 19:25:58,61,85,"ACC开,3D定位,天线正常","湖南省常德市汉寿县G319(厦成线),距谢家铺客运站 约94米,距鸿鑫购物广场 约130米",111,81109,28,857206,0.0,85
440,440,440,440,440,,2017-06-15 19:26:46,47,85,"ACC开,3D定位,天线正常","湖南省常德市汉寿县G319(厦成线),距谢家铺家具大市场-东北门 约146米,距韩泰轮胎 约235米",111,805115,28,861023,0.0,85
441,441,441,441,441,,2017-06-15 19:27:34,54,86,"ACC开,3D定位,天线正常","湖南省常德市汉寿县G319(厦成线),距梦食缘茶楼KTV大酒店 约33米,距龚彭家 约264米",111,79968,28,864422,0.0,86
442,442,442,442,442,,2017-06-15 19:28:23,61,86,"ACC开,3D定位,天线正常","湖南省常德市汉寿县G319(厦成线),距常德凯盛建材有限责任公司 约174米,距干鱼岭 约199米",111,79245,28,867743,0.0,86
443,443,443,443,443,,2017-06-15 19:29:10,55,86,"ACC开,3D定位,天线正常","湖南省常德市汉寿县G319(厦成线),距合形窝 约465米,距土地树 约471米",111,78517,28,86977,0.0,86
444,444,444,444,444,,2017-06-15 19:29:58,57,86,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距鼎城区公安局交通警察大队七中队 约311米,距丁家桥村 约430米",111,77767,28,871878,0.0,86
445,445,445,445,445,,2017-06-15 19:30:47,64,87,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距张家冲 约413米,距德山生猪交易大市场 约481米",111,77097,28,876179,0.0,87
446,446,446,446,446,,2017-06-15 19:31:35,64,87,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G319(厦成线),距九龙岭 约182米,距鼎城公路局蒋家山道班 约271米",111,7646,28,881598,0.0,87
447,447,447,447,447,,2017-06-15 19:32:23,63,87,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距常德田野机械厂-东门 约458米,距九龙岭 约661米",111,75832,28,886702,0.0,87
448,448,448,448,448,,2017-06-15 19:33:11,62,88,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距兴旺冲 约367米,距马横岭 约525米",111,75209,28,892046,0.0,88
449,449,449,449,449,,2017-06-15 19:33:59,62,88,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G55(二广高速),距马横岭 约405米,距跑马坪 约628米",111,74681,28,897877,0.0,88
450,450,450,450,450,,2017-06-15 19:34:47,58,88,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距县一中 约269米,距鼎城区第四中学 约580米",111,742714,28,903936,0.0,88
451,451,451,451,451,,2017-06-15 19:35:35,55,88,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距汪家湾 约419米,距常德市石门桥镇卫生院-狂犬病暴露预防处置门诊 约434米",111,73899,28,90981,0.0,88
452,452,452,452,452,,2017-06-15 19:36:23,58,89,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距长冲 约110米,距旺旺超市 约600米",111,734474,28,915293,0.0,89
453,453,453,453,453,,2017-06-15 19:37:11,51,89,"ACC开,3D定位,天线正常","湖南省常德市武陵区三一路,距常德市德山鑫七一气体充装有限公司 约707米,距竹子岭 约832米",111,72731,28,91736,0.0,89
454,454,454,454,454,,2017-06-15 19:37:59,49,89,"ACC开,3D定位,天线正常","湖南省常德市武陵区三一路,距常德市德山鑫七一气体充装有限公司 约295米,距常德市德山龙潭庵机械厂-东南门 约511米",111,72043,28,917978,0.0,89
455,455,455,455,455,,2017-06-15 19:38:47,36,89,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(锡海线),距龙潭庵村 约236米,距龙潭庵学校 约241米",111,715355,28,918623,0.0,89
456,456,456,456,456,,2017-06-15 19:39:35,57,89,"ACC开,3D定位,天线正常","湖南省常德市武陵区德山大道,距常德市三一机械有限公司 约124米,距善德生态园 约376米",111,70873,28,920174,0.0,89
457,457,457,457,457,,2017-06-15 19:40:23,47,90,"ACC开,3D定位,天线正常","湖南省常德市武陵区乾明路,距大汉汽车集团有限公司 约167米,距株木山村 约504米",111,70196,28,922276,0.0,90
458,458,458,458,458,,2017-06-15 19:41:12,41,90,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距株木山村 约591米,距大汉汽车集团有限公司 约747米",111,69616,28,92358,0.0,90
459,459,459,459,459,,2017-06-15 19:42:00,55,90,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距严家冲 约491米,距七斗溶 约742米",111,68956,28,92431,0.0,90
460,460,460,460,460,,2017-06-15 19:42:48,48,90,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距刘家冲 约442米,距岩土坡 约718米",111,682365,28,924538,0.0,90
461,461,461,461,461,,2017-06-15 19:43:35,54,91,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距岩土坡 约665米,距刘家冲 约762米",111,67524,28,925182,0.0,91
462,462,462,462,462,,2017-06-15 19:44:23,51,91,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距汪家坪 约666米",111,66876,28,927963,0.0,91
463,463,463,463,463,,2017-06-15 19:45:11,54,91,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距汪家坪 约341米,距张家堆 约603米",111,66294,28,931822,0.0,91
464,464,464,464,464,,2017-06-15 19:45:59,56,91,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距下姚家 约477米,距黄市岗 约571米",111,65672,28,935986,0.0,91
465,465,465,465,465,,2017-06-15 19:46:47,56,92,"ACC开,3D定位,天线正常","湖南省常德市鼎城区桃花源路,距红星村 约411米,距下姚家 约674米",111,6504,28,939814,0.0,92
466,466,466,466,466,,2017-06-15 19:47:36,51,92,"ACC开,3D定位,天线正常","湖南省常德市鼎城区桃花源路,距吴家垱 约727米,距新起点车务 约809米",111,64347,28,942505,0.0,92
467,467,467,467,467,,2017-06-15 19:48:23,53,92,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距郭曹山 约400米,距吴家垱 约653米",111,63651,28,943764,0.0,92
468,468,468,468,468,,2017-06-15 19:49:12,46,92,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距下营坪 约67米,距东风驾校培训基地 约423米",111,62993,28,944773,0.0,92
469,469,469,469,469,,2017-06-15 19:50:00,37,92,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G319,距东风驾校培训基地 约251米,距土桥 约355米",111,62457,28,945786,0.0,92
470,470,470,470,470,,2017-06-15 19:50:48,0,92,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G319,距东风驾校培训基地 约136米,距土桥 约451米",111,62553,28,946398,0.0,92
471,471,471,471,471,,2017-06-15 19:51:36,0,92,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G319,距东风驾校培训基地 约136米,距土桥 约451米",111,62553,28,946398,0.0,92
472,472,472,472,472,,2017-06-15 19:52:24,15,93,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G319,距东风驾校培训基地 约46米,距下营坪 约443米",111,62623,28,946917,0.0,93
473,473,473,473,473,,2017-06-15 19:53:12,13,93,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G5513(常张高速),距东风驾校培训基地 约194米,距邱家溶 约329米",111,62663,28,948956,0.0,93
474,474,474,474,474,,2017-06-15 19:54:00,24,93,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G319(厦成线),距邱家溶 约255米,距东风驾校培训基地 约445米",111,62845,28,950867,0.0,93
475,475,475,475,475,,2017-06-15 19:54:48,23,93,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距邱家溶 约378米,距龙湾头 约471米",111,62957,28,953436,0.0,93
476,476,476,476,476,,2017-06-15 19:55:36,20,93,"ACC开,3D定位,天线正常","湖南省常德市鼎城区X052,距龙湾头 约585米,距邱家溶 约606米",111,63051,28,955746,0.0,93
477,477,477,477,477,,2017-06-15 19:59:36,37,95,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距常德鼎力斗车厂 约653米,距万程斗车厂 约737米",111,64664,28,969952,0.0,95
478,478,478,478,478,,2017-06-15 20:00:30,36,95,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距腰堤 约868米",111,648766,28,974325,0.0,95
479,479,479,479,479,,2017-06-15 20:01:18,33,95,"ACC开,3D定位,天线正常",湖南省常德市武陵区,111,64981,28,97846,0.0,95
480,480,480,480,480,,2017-06-15 20:02:05,25,95,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距程家河 约534米",111,65131,28,981905,0.0,95
481,481,481,481,481,,2017-06-15 20:02:53,28,95,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距程家河 约276米",111,65316,28,98488,0.0,95
482,482,482,482,482,,2017-06-15 20:03:41,9,95,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距程家河 约348米,距芮家河 约726米",111,65482,28,98687,0.0,95
483,483,483,483,483,,2017-06-15 20:07:14,0,95,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距程家河 约357米,距芮家河 约718米",111,65491,28,98686,0.0,95
484,484,484,484,484,,2017-06-15 20:10:31,0,95,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距程家河 约357米,距芮家河 约718米",111,65491,28,98686,0.0,95
485,485,485,485,485,,2017-06-15 20:16:39,0,95,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距程家河 约357米,距芮家河 约718米",111,65491,28,98686,0.0,95
486,486,486,486,486,,2017-06-15 20:19:54,0,95,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距程家河 约357米,距芮家河 约718米",111,65491,28,98686,0.0,95
487,487,487,487,487,,2017-06-15 20:23:11,0,95,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距程家河 约357米,距芮家河 约718米",111,65491,28,98686,0.0,95
488,488,488,488,488,,2017-06-15 20:23:56,0,95,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距程家河 约357米,距芮家河 约718米",111,65491,28,98686,0.0,95
489,489,489,489,489,,2017-06-15 20:24:45,11,96,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距程家河 约420米,距芮家河 约658米",111,65556,28,986898,0.0,96
490,490,490,490,490,,2017-06-15 20:25:33,13,96,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距芮家河 约510米,距程家河 约579米",111,65719,28,986967,0.0,96
491,491,491,491,491,,2017-06-15 20:26:21,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约419米,距万嘉物流 约562米",111,658356,28,986856,0.0,96
492,492,492,492,492,,2017-06-15 20:27:09,15,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约316米,距万嘉物流 约422米",111,659805,28,986858,0.0,96
493,493,493,493,493,,2017-06-15 20:27:57,10,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约254米,距万嘉物流 约262米",111,66145,28,986814,0.0,96
494,494,494,494,494,,2017-06-15 20:28:45,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
495,495,495,495,495,,2017-06-15 20:32:33,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
496,496,496,496,496,,2017-06-15 20:35:50,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
497,497,497,497,497,,2017-06-15 20:39:05,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
498,498,498,498,498,,2017-06-15 20:42:22,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
499,499,499,499,499,,2017-06-15 20:45:38,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
500,500,500,500,500,,2017-06-15 20:48:54,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
501,501,501,501,501,,2017-06-15 20:52:10,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
502,502,502,502,502,,2017-06-15 20:55:26,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
503,503,503,503,503,,2017-06-15 20:58:43,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
504,504,504,504,504,,2017-06-15 21:01:59,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
505,505,505,505,505,,2017-06-15 21:05:15,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
506,506,506,506,506,,2017-06-15 21:08:31,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
507,507,507,507,507,,2017-06-15 21:11:47,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
508,508,508,508,508,,2017-06-15 21:15:03,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
509,509,509,509,509,,2017-06-15 21:18:20,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
510,510,510,510,510,,2017-06-15 21:21:36,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
511,511,511,511,511,,2017-06-15 21:24:52,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
512,512,512,512,512,,2017-06-15 21:28:08,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
513,513,513,513,513,,2017-06-15 21:31:24,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
514,514,514,514,514,,2017-06-15 21:34:40,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
515,515,515,515,515,,2017-06-15 21:37:57,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
516,516,516,516,516,,2017-06-15 21:41:13,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
517,517,517,517,517,,2017-06-15 21:44:29,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
518,518,518,518,518,,2017-06-15 21:47:45,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
519,519,519,519,519,,2017-06-15 21:51:02,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
520,520,520,520,520,,2017-06-15 21:54:18,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
521,521,521,521,521,,2017-06-15 21:57:34,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
