Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,long,Latitude,lat,Distance_geopy,Distance traveled (km)
118,118,118,118,118,,2017-06-15 14:01:06,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
119,119,119,119,119,,2017-06-15 14:04:22,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
120,120,120,120,120,,2017-06-15 14:07:38,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
121,121,121,121,121,,2017-06-15 14:10:53,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
122,122,122,122,122,,2017-06-15 14:14:10,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
123,123,123,123,123,,2017-06-15 14:17:27,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
124,124,124,124,124,,2017-06-15 14:20:43,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
125,125,125,125,125,,2017-06-15 14:23:59,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
126,126,126,126,126,,2017-06-15 14:27:15,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
127,127,127,127,127,,2017-06-15 14:30:31,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
128,128,128,128,128,,2017-06-15 14:33:48,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
129,129,129,129,129,,2017-06-15 14:37:04,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
130,130,130,130,130,,2017-06-15 14:40:20,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
131,131,131,131,131,,2017-06-15 14:43:12,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
132,132,132,132,132,,2017-06-15 14:44:00,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
133,133,133,133,133,,2017-06-15 14:44:48,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
134,134,134,134,134,,2017-06-15 14:45:35,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
135,135,135,135,135,,2017-06-15 14:46:23,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
136,136,136,136,136,,2017-06-15 14:47:11,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
137,137,137,137,137,,2017-06-15 14:47:59,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
138,138,138,138,138,,2017-06-15 14:48:47,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
139,139,139,139,139,,2017-06-15 14:49:36,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
140,140,140,140,140,,2017-06-15 14:50:23,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
141,141,141,141,141,,2017-06-15 14:51:12,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
142,142,142,142,142,,2017-06-15 14:52:00,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
143,143,143,143,143,,2017-06-15 14:52:48,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
144,144,144,144,144,,2017-06-15 14:53:36,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
145,145,145,145,145,,2017-06-15 14:54:24,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
146,146,146,146,146,,2017-06-15 14:55:12,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
147,147,147,147,147,,2017-06-15 14:56:00,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
148,148,148,148,148,,2017-06-15 14:56:48,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
149,149,149,149,149,,2017-06-15 14:57:36,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
150,150,150,150,150,,2017-06-15 14:58:24,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
151,151,151,151,151,,2017-06-15 14:59:12,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
152,152,152,152,152,,2017-06-15 15:00:00,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
153,153,153,153,153,,2017-06-15 15:00:48,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
154,154,154,154,154,,2017-06-15 15:01:37,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
155,155,155,155,155,,2017-06-15 15:02:24,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
156,156,156,156,156,,2017-06-15 15:03:13,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
157,157,157,157,157,,2017-06-15 15:04:00,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
158,158,158,158,158,,2017-06-15 15:04:48,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
159,159,159,159,159,,2017-06-15 15:05:36,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
160,160,160,160,160,,2017-06-15 15:06:24,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
161,161,161,161,161,,2017-06-15 15:07:11,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
162,162,162,162,162,,2017-06-15 15:08:00,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
163,163,163,163,163,,2017-06-15 15:08:49,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
164,164,164,164,164,,2017-06-15 15:09:36,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
165,165,165,165,165,,2017-06-15 15:10:25,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
166,166,166,166,166,,2017-06-15 15:11:13,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
167,167,167,167,167,,2017-06-15 15:12:01,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
168,168,168,168,168,,2017-06-15 15:12:49,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
169,169,169,169,169,,2017-06-15 15:13:37,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
170,170,170,170,170,,2017-06-15 15:14:25,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
171,171,171,171,171,,2017-06-15 15:15:13,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
172,172,172,172,172,,2017-06-15 15:16:01,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
173,173,173,173,173,,2017-06-15 15:16:49,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
174,174,174,174,174,,2017-06-15 15:17:37,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
175,175,175,175,175,,2017-06-15 15:18:26,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
176,176,176,176,176,,2017-06-15 15:19:13,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
177,177,177,177,177,,2017-06-15 15:20:01,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
178,178,178,178,178,,2017-06-15 15:20:49,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
179,179,179,179,179,,2017-06-15 15:21:38,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
180,180,180,180,180,,2017-06-15 15:22:25,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
181,181,181,181,181,,2017-06-15 15:23:13,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
182,182,182,182,182,,2017-06-15 15:24:02,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
183,183,183,183,183,,2017-06-15 15:24:50,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
184,184,184,184,184,,2017-06-15 15:25:38,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
185,185,185,185,185,,2017-06-15 15:26:26,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
186,186,186,186,186,,2017-06-15 15:27:14,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
187,187,187,187,187,,2017-06-15 15:28:02,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
188,188,188,188,188,,2017-06-15 15:28:50,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
189,189,189,189,189,,2017-06-15 15:29:38,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
190,190,190,190,190,,2017-06-15 15:30:26,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
191,191,191,191,191,,2017-06-15 15:31:14,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
192,192,192,192,192,,2017-06-15 15:32:02,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
193,193,193,193,193,,2017-06-15 15:32:50,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
194,194,194,194,194,,2017-06-15 15:33:38,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
195,195,195,195,195,,2017-06-15 15:34:26,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
196,196,196,196,196,,2017-06-15 15:35:14,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
197,197,197,197,197,,2017-06-15 15:36:03,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
198,198,198,198,198,,2017-06-15 15:36:50,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
199,199,199,199,199,,2017-06-15 15:37:38,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
200,200,200,200,200,,2017-06-15 15:38:26,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
201,201,201,201,201,,2017-06-15 15:39:14,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
202,202,202,202,202,,2017-06-15 15:40:02,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
203,203,203,203,203,,2017-06-15 15:40:50,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
204,204,204,204,204,,2017-06-15 15:41:38,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
205,205,205,205,205,,2017-06-15 15:42:26,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
206,206,206,206,206,,2017-06-15 15:43:14,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
207,207,207,207,207,,2017-06-15 15:44:03,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
208,208,208,208,208,,2017-06-15 15:44:51,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
209,209,209,209,209,,2017-06-15 15:45:39,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
210,210,210,210,210,,2017-06-15 15:46:27,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
211,211,211,211,211,,2017-06-15 15:47:15,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
212,212,212,212,212,,2017-06-15 15:48:03,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
213,213,213,213,213,,2017-06-15 15:48:51,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
214,214,214,214,214,,2017-06-15 15:49:39,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
215,215,215,215,215,,2017-06-15 15:50:27,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
216,216,216,216,216,,2017-06-15 15:51:15,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
217,217,217,217,217,,2017-06-15 15:52:03,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
218,218,218,218,218,,2017-06-15 15:52:51,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
219,219,219,219,219,,2017-06-15 15:53:40,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
220,220,220,220,220,,2017-06-15 15:54:34,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
221,221,221,221,221,,2017-06-15 15:55:22,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
222,222,222,222,222,,2017-06-15 15:56:09,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距五季优选超市 约161米,距长沙紫鑫四季酒店 约175米",113,8247,28,232395,0.0,0
223,223,223,223,223,,2017-06-15 15:56:57,11,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县向阳路10号,距八田日 约163米,距MC影城（星都店） 约163米",113,8269,28,233845,0.0,0
224,224,224,224,224,,2017-06-15 15:57:46,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距长沙紫鑫四季酒店 约151米,距五季优选超市 约141米",113,8267,28,232586,0.0,0
225,225,225,225,225,,2017-06-15 15:58:34,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县板仓南路,距长沙紫鑫四季酒店 约151米,距五季优选超市 约141米",113,8267,28,232586,0.0,0
226,226,226,226,226,,2017-06-15 15:59:22,12,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县向阳路,距长沙锐博科技园 约220米,距长沙紫鑫四季酒店 约258米",113,8158,28,23252,0.0,0
227,227,227,227,227,,2017-06-15 16:00:10,9,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县寿昌路17号,距长沙锐博科技园 约91米,距明和产业园 约272米",113,7985,28,232536,0.0,0
228,228,228,228,228,,2017-06-15 16:00:59,6,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县向阳路8号,距长沙锐博科技园 约233米,距明和产业园 约247米",113,798,28,233862,0.0,0
229,229,229,229,229,,2017-06-15 16:01:47,12,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县向阳路8号,距明和产业园 约244米,距长沙锐博科技园 约256米",113,7972,28,234085,0.0,0
230,230,230,230,230,,2017-06-15 16:02:35,30,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县秦顺路7,距长沙锐博科技园 约9米,距星沙·年轮骨科医院 约272米",113,79544,28,231852,0.0,0
231,231,231,231,231,,2017-06-15 16:03:23,22,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县寿昌路7号,距东风汽车长沙特约服务站 约84米,距同乐汽修 约83米",113,7943,28,228207,0.0,0
232,232,232,232,232,,2017-06-15 16:04:11,26,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县秦瑞路7,距长沙云龙汽车服务有限公司 约90米,距同乐汽修 约201米",113,7772,28,227652,0.0,0
233,233,233,233,233,,2017-06-15 16:04:59,30,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县东升路,距朝阳坡 约127米,距国家电力湖南省电力公司星沙培训中心 约153米",113,7389,28,227486,0.0,0
234,234,234,234,234,,2017-06-15 16:05:47,0,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县东升南路6,距国家电力湖南省电力公司星沙培训中心 约39米,距湖南省电力公司超高压管理局星沙分局 约39米",113,7219,28,227407,0.0,0
235,235,235,235,235,,2017-06-15 16:06:35,20,0,"ACC开,3D定位,天线正常","湖南省长沙市长沙县京珠西辅道,距长沙县公安局巡逻警察大队 约22米,距长沙县交警大队 约36米",113,7098,28,227339,0.0,0
236,236,236,236,236,,2017-06-15 16:07:23,27,1,"ACC开,3D定位,天线正常","湖南省长沙市长沙县,距银盘鑫城 约253米,距铁马驾校 约351米",113,6771,28,227173,0.0,1
237,237,237,237,237,,2017-06-15 16:08:11,28,1,"ACC开,3D定位,天线正常","湖南省长沙市芙蓉区高家坡路,距铁马驾校 约78米,距银盘鑫城 约128米",113,6385,28,227007,0.0,1
238,238,238,238,238,,2017-06-15 16:08:59,0,1,"ACC开,3D定位,天线正常","湖南省长沙市开福区双杨路,距铁马驾校 约220米,距银盘鑫城 约300米",113,6209,28,226929,0.0,1
239,239,239,239,239,,2017-06-15 16:09:47,17,1,"ACC开,3D定位,天线正常","湖南省长沙市开福区双杨路,距铁马驾校 约309米,距银盘鑫城 约395米",113,6113,28,22693,0.0,1
240,240,240,240,240,,2017-06-15 16:10:35,0,1,"ACC开,3D定位,天线正常","湖南省长沙市开福区双杨路,距铁马驾校 约390米,距银盘鑫城 约479米",113,6027,28,226967,0.0,1
241,241,241,241,241,,2017-06-15 16:11:23,14,1,"ACC开,3D定位,天线正常","湖南省长沙市开福区双杨路,距铁马驾校 约424米,距银盘鑫城 约514米",113,5992,28,227003,0.0,1
242,242,242,242,242,,2017-06-15 16:12:11,0,1,"ACC开,3D定位,天线正常","湖南省长沙市开福区双杨路,距铁马驾校 约548米,距银盘鑫城 约643米",113,5861,28,227262,0.0,1
243,243,243,243,243,,2017-06-15 16:12:59,0,1,"ACC开,3D定位,天线正常","湖南省长沙市开福区双杨路,距铁马驾校 约548米,距银盘鑫城 约643米",113,5861,28,227262,0.0,1
244,244,244,244,244,,2017-06-15 16:13:47,21,1,"ACC开,3D定位,天线正常","湖南省长沙市开福区,距铁马驾校 约647米,距长沙市城建职业技术学校 约675米",113,5758,28,227583,0.0,1
