Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
0,0,0,0,0,,2017-05-04 15:17:22,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约201米,距常德金德山水泥有限公司 约336米",111.64051,29.162096000000002,,0
1,1,1,1,1,,2017-05-04 15:20:38,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约201米,距常德金德山水泥有限公司 约336米",111.64051,29.162096000000002,0.0,0
2,2,2,2,2,,2017-05-04 15:23:55,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约201米,距常德金德山水泥有限公司 约336米",111.64051,29.162096000000002,0.0,0
3,3,3,3,3,,2017-05-04 15:26:34,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约201米,距常德金德山水泥有限公司 约336米",111.64051,29.162096000000002,0.0,0
4,4,4,4,4,,2017-05-04 15:26:50,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约201米,距常德金德山水泥有限公司 约336米",111.64051,29.162096000000002,0.0,0
5,5,5,5,5,,2017-05-04 15:27:06,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约201米,距常德金德山水泥有限公司 约336米",111.64051,29.162096000000002,0.0,0
6,6,6,6,6,,2017-05-04 15:27:22,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约201米,距常德金德山水泥有限公司 约336米",111.64051,29.162096000000002,0.0,0
7,7,7,7,7,,2017-05-04 15:27:38,13,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约182米,距石板滩中学 约310米",111.64007,29.162289,47.811248221362206,0
8,8,8,8,8,,2017-05-04 15:27:54,17,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约204米,距石板滩中学 约253米",111.63975,29.162743,59.278673182696274,0
9,9,9,9,9,,2017-05-04 15:28:10,8,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距石板滩中学 约214米,距鼎城永欣机械制造公司 约211米",111.63941000000001,29.162933000000002,39.19531604116773,0
10,10,10,10,10,,2017-05-04 15:28:26,13,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距石板滩中学 约180米,距鼎城永欣机械制造公司 约209米",111.63897,29.162996000000003,43.29437089616773,0
11,11,11,11,11,,2017-05-04 15:28:42,22,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距石板滩中学 约140米,距鼎城永欣机械制造公司 约222米",111.63812,29.163033000000002,82.63717478200914,0
12,12,12,12,12,,2017-05-04 15:28:58,19,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距石板滩中学 约150米,距鼎城永欣机械制造公司 约262米",111.637184,29.16303,90.88586119607443,0
13,13,13,13,13,,2017-05-04 15:29:14,21,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距石板滩中学 约209米,距鼎城永欣机械制造公司 约325米",111.63621499999999,29.163009999999996,94.11582558133888,0
14,14,14,14,14,,2017-05-04 15:29:30,17,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距石板滩中学 约281米,距鼎城永欣机械制造公司 约365米",111.63551000000001,29.162740000000003,74.74954475346709,0
15,15,15,15,15,,2017-05-04 15:29:46,29,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距鼎城永欣机械制造公司 约322米,距石板滩中学 约348米",111.63556000000001,29.161825,101.85927206869526,0
16,16,16,16,16,,2017-05-04 15:30:02,27,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距鼎城永欣机械制造公司 约322米,距常德金德山水泥有限公司 约427米",111.63551000000001,29.16058,138.52298758768072,0
17,17,17,17,17,,2017-05-04 15:30:18,13,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距鼎城永欣机械制造公司 约338米,距常德金德山水泥有限公司 约394米",111.63561000000001,29.159838,83.07618612603703,0
18,18,18,18,18,,2017-05-04 15:30:34,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距鼎城永欣机械制造公司 约342米,距常德金德山水泥有限公司 约393米",111.63561000000001,29.159754,9.340387032986492,0
19,19,19,19,19,,2017-05-04 15:30:50,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距鼎城永欣机械制造公司 约342米,距常德金德山水泥有限公司 约393米",111.63561000000001,29.159754,0.0,0
20,20,20,20,20,,2017-05-04 15:31:06,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距鼎城永欣机械制造公司 约342米,距常德金德山水泥有限公司 约393米",111.63561000000001,29.159754,0.0,0
21,21,21,21,21,,2017-05-04 15:31:22,8,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距鼎城永欣机械制造公司 约343米,距常德金德山水泥有限公司 约390米",111.63563,29.1597,6.31078540554379,0
22,22,22,22,22,,2017-05-04 15:33:14,19,1,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距常德市鼎城区石板滩卫生院-预防接种门诊 约562米,距余家岗 约564米",111.63512,29.155621999999997,456.1498551205857,1
23,23,23,23,23,,2017-05-04 15:33:31,19,1,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距余家岗 约517米,距常德市鼎城区石板滩卫生院-预防接种门诊 约646米",111.63434,29.155184000000002,90.05042122650093,1
24,24,24,24,24,,2017-05-04 15:34:02,29,1,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距余家岗 约450米,距大堰 约653米",111.63245,29.154235999999997,211.65138723764602,1
25,25,25,25,25,,2017-05-04 15:34:18,26,1,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距余家岗 约456米,距大堰 约585米",111.63134,29.153667,124.98720696987527,1
26,26,26,26,26,,2017-05-04 15:35:38,28,1,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距大堰 约390米,距古堤桥 约422米",111.62924,29.151249,337.4588151448307,1
27,27,27,27,27,,2017-05-04 15:35:54,39,2,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距古堤桥 约336米,距大堰 约339米",111.62855,29.1499,164.28807257373228,2
28,28,28,28,28,,2017-05-04 15:36:10,42,2,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距新堰 约322米,距古堤桥 约346米",111.62799,29.148259999999997,190.29628656243716,2
29,29,29,29,29,,2017-05-04 15:36:26,36,2,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距新堰 约163米,距小堰 约239米",111.62738999999999,29.146805,171.96178906245106,2
30,30,30,30,30,,2017-05-04 15:36:42,32,2,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距新堰 约86米,距小堰 约125米",111.62673999999998,29.145372,171.3908886877117,2
31,31,31,31,31,,2017-05-04 15:36:58,37,2,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距小堰 约171米,距新堰 约202米",111.626144,29.144068,156.12438451170877,2
32,32,32,32,32,,2017-05-04 15:37:14,36,3,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距小堰 约323米,距新堰 约375米",111.62548999999999,29.142544,180.97329800301827,3
33,33,33,33,33,,2017-05-04 15:37:31,36,3,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距小堰 约485米,距新堰 约545米",111.62491999999999,29.141078999999998,172.05000007314675,3
34,34,34,34,34,,2017-05-04 15:37:47,38,3,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距皇家湾 约386米,距锥子岗 约549米",111.6244,29.139643,167.47243857367909,3
35,35,35,35,35,,2017-05-04 15:38:19,44,3,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距皇家湾 约143米,距陈家冲 约389米",111.62338000000001,29.136852,325.77337593386613,3
36,36,36,36,36,,2017-05-04 15:38:35,52,3,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距陈家冲 约192米,距皇家湾 约214米",111.62286,29.135006,211.38814959777375,3
37,37,37,37,37,,2017-05-04 15:39:07,43,3,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G56(杭瑞高速),距陈家冲 约268米,距湖南新湘达门窗有限公司 约471米",111.621925,29.131306,421.3255140321045,3
38,38,38,38,38,,2017-05-04 15:39:23,43,4,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G56(杭瑞高速),距湖南新湘达门窗有限公司 约317米,距陈家冲 约457米",111.621445,29.129599,195.4520556585669,4
39,39,39,39,39,,2017-05-04 15:39:39,40,4,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距湖南新湘达门窗有限公司 约239米,距铁山村 约612米",111.62104,29.128016,180.36405916782348,4
40,40,40,40,40,,2017-05-04 15:39:55,36,4,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距湖南新湘达门窗有限公司 约289米,距铁山村 约539米",111.62066999999999,29.126362,187.39525373726502,4
41,41,41,41,41,,2017-05-04 15:40:11,24,4,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距湖南新湘达门窗有限公司 约383米,距兄弟餐馆 约450米",111.62043,29.125168,134.7980859702468,4
