Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
0,0,0,0,,2017-08-08 00:02:55,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区韶山中路612号,距长沙安贞妇产医院 约53米,距安贞医院-意外怀孕援助中心 约60米",112.99963999999999,28.158834000000002,,0
1,1,1,1,,2017-08-08 00:06:11,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区韶山中路612号,距长沙安贞妇产医院 约53米,距安贞医院-意外怀孕援助中心 约60米",112.99963999999999,28.158834000000002,0.0,0
2,2,2,2,,2017-08-08 00:09:28,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区韶山中路612号,距长沙安贞妇产医院 约53米,距安贞医院-意外怀孕援助中心 约60米",112.99963999999999,28.158834000000002,0.0,0
3,3,3,3,,2017-08-08 00:12:44,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区韶山中路612号,距长沙安贞妇产医院 约53米,距安贞医院-意外怀孕援助中心 约60米",112.99963999999999,28.158834000000002,0.0,0
4,4,4,4,,2017-08-08 00:16:00,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区韶山中路612号,距长沙安贞妇产医院 约53米,距安贞医院-意外怀孕援助中心 约60米",112.99963999999999,28.158834000000002,0.0,0
5,5,5,5,,2017-08-08 00:19:17,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区韶山中路612号,距长沙安贞妇产医院 约53米,距安贞医院-意外怀孕援助中心 约60米",112.99963999999999,28.158834000000002,0.0,0
6,6,6,6,,2017-08-08 00:22:32,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区韶山中路612号,距长沙安贞妇产医院 约53米,距安贞医院-意外怀孕援助中心 约60米",112.99963999999999,28.158834000000002,0.0,0
7,7,7,7,,2017-08-08 00:25:49,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区韶山中路612号,距长沙安贞妇产医院 约53米,距安贞医院-意外怀孕援助中心 约60米",112.99963999999999,28.158834000000002,0.0,0
8,8,8,8,,2017-08-08 00:29:05,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区韶山中路612号,距长沙安贞妇产医院 约53米,距安贞医院-意外怀孕援助中心 约60米",112.99963999999999,28.158834000000002,0.0,0
9,9,9,9,,2017-08-08 00:32:21,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区韶山中路612号,距长沙安贞妇产医院 约53米,距安贞医院-意外怀孕援助中心 约60米",112.99963999999999,28.158834000000002,0.0,0
10,10,10,10,,2017-08-08 00:35:37,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区韶山中路612号,距长沙安贞妇产医院 约53米,距安贞医院-意外怀孕援助中心 约60米",112.99963999999999,28.158834000000002,0.0,0
11,11,11,11,,2017-08-08 00:38:53,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区韶山中路612号,距长沙安贞妇产医院 约53米,距安贞医院-意外怀孕援助中心 约60米",112.99963999999999,28.158834000000002,0.0,0
