Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
0,0,0,0,0,,2017-04-28 13:59:12,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约199米,距常德金德山水泥有限公司 约332米",111.6405,29.162065999999996,,0
1,1,1,1,1,,2017-04-28 14:01:11,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约199米,距常德金德山水泥有限公司 约332米",111.6405,29.162065999999996,0.0,0
2,2,2,2,2,,2017-04-28 14:01:43,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约199米,距常德金德山水泥有限公司 约332米",111.6405,29.162065999999996,0.0,0
3,3,3,3,3,,2017-04-28 14:02:15,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约199米,距常德金德山水泥有限公司 约332米",111.6405,29.162065999999996,0.0,0
4,4,4,4,4,,2017-04-28 14:02:47,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约199米,距常德金德山水泥有限公司 约332米",111.6405,29.162065999999996,0.0,0
5,5,5,5,5,,2017-04-28 14:03:19,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约199米,距常德金德山水泥有限公司 约332米",111.6405,29.162065999999996,0.0,0
6,6,6,6,6,,2017-04-28 14:03:51,16,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约206米,距石板滩中学 约259米",111.639824,29.162725,98.37773127543852,0
7,7,7,7,7,,2017-04-28 14:04:23,17,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距石板滩中学 约169米,距鼎城永欣机械制造公司 约218米",111.638916,29.163079999999997,96.60000466006888,0
8,8,8,8,8,,2017-04-28 14:06:46,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距鼎城永欣机械制造公司 约350米,距常德金德山水泥有限公司 约404米",111.6355,29.159796000000004,493.32386380436685,0
9,9,9,9,9,,2017-04-28 14:07:35,7,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距鼎城永欣机械制造公司 约352米,距常德金德山水泥有限公司 约397米",111.63555,29.15966,15.882799350816427,0
