,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance traveled (km),Distance_geopy
0,,2017-06-27 12:42:16,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约552米,距程家河 约622米",111.657555,28.98582,0,
1,,2017-06-27 12:43:07,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约532米,距万嘉物流 约630米",111.65767,28.985985,0,21.488101163479527
2,,2017-06-27 12:43:55,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约532米,距万嘉物流 约630米",111.65767,28.985985,0,0.0
3,,2017-06-27 12:44:43,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约532米,距万嘉物流 约630米",111.65767,28.985985,0,0.0
4,,2017-06-27 12:45:31,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约532米,距万嘉物流 约630米",111.65767,28.985985,0,0.0
5,,2017-06-27 12:46:19,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约532米,距万嘉物流 约630米",111.65767,28.985985,0,0.0
6,,2017-06-27 12:47:07,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约532米,距万嘉物流 约630米",111.65767,28.985985,0,0.0
7,,2017-06-27 12:47:54,6,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约461米,距万嘉物流 约611米",111.65785,28.986841,0,96.77979633536923
8,,2017-06-27 12:48:42,27,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距程家河 约469米,距芮家河 约606米",111.65605,28.987070000000003,0,176.92027781340568
9,,2017-06-27 12:49:30,24,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距程家河 约419米,距芮家河 约656米",111.65516000000001,28.988296999999996,0,161.581336992177
10,,2017-06-27 12:50:19,15,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距芮家河 约609米,距程家河 约653米",111.65595,28.990917,0,301.29368876645435
11,,2017-06-27 12:51:07,6,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距芮家河 约664米,距杨家河 约746米",111.6561,28.992315,0,156.13383087956933
12,,2017-06-27 12:51:52,6,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距芮家河 约689米,距杨家河 约730米",111.65623500000001,28.99287,0,63.09460158725062
13,,2017-06-27 12:52:41,27,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距陈家巷 约758米,距芮家河 约764米",111.657524,28.994837,0,252.10249435327114
14,,2017-06-27 12:53:29,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距陈家巷 约686米",111.65888999999999,28.996944,0,269.3342222493593
15,,2017-06-27 12:57:01,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距陈家巷 约686米",111.65888999999999,28.996944,0,0.0
