,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance traveled (km),Distance_geopy
0,,2017-06-19 00:00:43,0,0,"ACC开,3D定位,天线正常","内蒙古自治区呼和浩特市土默特左旗金六道,距阳光美地 约234米,距旺第华府 约374米",111.56036999999999,40.787785,0,
1,,2017-06-19 00:03:59,0,0,"ACC开,3D定位,天线正常","内蒙古自治区呼和浩特市土默特左旗金六道,距阳光美地 约234米,距旺第华府 约374米",111.56036999999999,40.787785,0,0.0
2,,2017-06-19 00:07:15,0,0,"ACC开,3D定位,天线正常","内蒙古自治区呼和浩特市土默特左旗金六道,距阳光美地 约234米,距旺第华府 约374米",111.56036999999999,40.787785,0,0.0
3,,2017-06-19 00:10:31,0,0,"ACC开,3D定位,天线正常","内蒙古自治区呼和浩特市土默特左旗金六道,距阳光美地 约234米,距旺第华府 约374米",111.56036999999999,40.787785,0,0.0
4,,2017-06-19 00:13:48,0,0,"ACC开,3D定位,天线正常","内蒙古自治区呼和浩特市土默特左旗金六道,距阳光美地 约234米,距旺第华府 约374米",111.56036999999999,40.787785,0,0.0
5,,2017-06-19 00:17:04,0,0,"ACC开,3D定位,天线正常","内蒙古自治区呼和浩特市土默特左旗金六道,距阳光美地 约234米,距旺第华府 约374米",111.56036999999999,40.787785,0,0.0
6,,2017-06-19 00:20:20,0,0,"ACC开,3D定位,天线正常","内蒙古自治区呼和浩特市土默特左旗金六道,距阳光美地 约234米,距旺第华府 约374米",111.56036999999999,40.787785,0,0.0
7,,2017-06-19 00:23:36,0,0,"ACC开,3D定位,天线正常","内蒙古自治区呼和浩特市土默特左旗金六道,距阳光美地 约234米,距旺第华府 约374米",111.56036999999999,40.787785,0,0.0
8,,2017-06-19 00:26:52,0,0,"ACC开,3D定位,天线正常","内蒙古自治区呼和浩特市土默特左旗金六道,距阳光美地 约234米,距旺第华府 约374米",111.56036999999999,40.787785,0,0.0
9,,2017-06-19 00:30:08,0,0,"ACC开,3D定位,天线正常","内蒙古自治区呼和浩特市土默特左旗金六道,距阳光美地 约234米,距旺第华府 约374米",111.56036999999999,40.787785,0,0.0
