Index,Date and Time,Speed (km/h),Distance traveled (km),Distance traveled (km),Status,Position,Latitude,Longitude
,2017-06-22 00:00:04,78,0,0,"ACC开,3D定位,天线正常","湖南省衡阳市衡南县,距宋家庄上 约256米,距新屋贺家 约303米",112.902882,26.66095
,2017-06-22 00:00:54,78,0,0,"ACC开,3D定位,天线正常","湖南省衡阳市衡南县,距下座 约144米,距石塘垅里 约479米",112.899009,26.67031
,2017-06-22 00:01:44,81,0,0,"ACC开,3D定位,天线正常","湖南省衡阳市衡南县,距三条冲 约251米,距枫木冲 约300米",112.896125,26.679833
,2017-06-22 00:02:34,72,0,0,"ACC开,3D定位,天线正常","湖南省衡阳市衡南县,距龙王仙 约39米,距玉碧村 约165米",112.893382,26.688901
,2017-06-22 00:03:24,74,1,1,"ACC开,3D定位,天线正常","湖南省衡阳市衡南县,距柘溪 约218米,距柏树脚 约365米",112.88807,26.697199
,2017-06-22 00:04:14,84,1,1,"ACC开,3D定位,天线正常","湖南省衡阳市衡南县,距铜井坪 约201米,距元堆坪 约408米",112.883356,26.706018
,2017-06-22 00:05:04,74,1,1,"ACC开,3D定位,天线正常","湖南省衡阳市衡南县,距太和冲 约163米,距回头岭 约191米",112.878295,26.714523
,2017-06-22 00:05:54,77,1,1,"ACC开,3D定位,天线正常","湖南省衡阳市衡南县,距孟家冲 约242米,距柳树村 约396米",112.875636,26.723606
,2017-06-22 00:06:44,75,1,1,"ACC开,3D定位,天线正常","湖南省衡阳市衡南县S316,距牛角湾 约263米,距湾里 约446米",112.873152,26.732668
,2017-06-22 00:07:34,78,2,2,"ACC开,3D定位,天线正常","湖南省衡阳市衡南县,距黄西村 约301米,距招贤李家 约351米",112.869748,26.741512
,2017-06-22 00:08:24,77,2,2,"ACC开,3D定位,天线正常","湖南省衡阳市衡南县,距下里 约388米,距江家老屋 约392米",112.86502,26.750601
,2017-06-22 00:09:14,74,2,2,"ACC开,3D定位,天线正常","湖南省衡阳市衡南县,距廖家 约183米,距李家岭 约311米",112.860775,26.759281
,2017-06-22 00:10:04,76,2,2,"ACC开,3D定位,天线正常","湖南省衡阳市衡南县,距孟冲 约109米,距许田村 约354米",112.857775,26.768455
,2017-06-22 00:10:54,77,2,2,"ACC开,3D定位,天线正常","湖南省衡阳市衡南县,距石里庙 约290米,距菖蒲塘 约419米",112.854185,26.777156
,2017-06-22 00:11:44,79,3,3,"ACC开,3D定位,天线正常","湖南省衡阳市衡南县,距常古场 约171米,距石冲肖家 约284米",112.849194,26.786239
,2017-06-22 00:12:34,76,3,3,"ACC开,3D定位,天线正常","湖南省衡阳市衡南县,距石塘胡家 约182米,距降塘村 约390米",112.84449,26.794714
