Index,Date and Time,Speed (km/h),Distance traveled (km),Distance traveled (km),Status,Position,Latitude,Longitude
,2017-07-01 06:37:43,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距汇米巴忆安南食店 约233米,距长沙市公共交通投资管理有限公司 约237米",113.056284,28.168788
,2017-07-01 06:38:43,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约242米,距汇米巴忆安南食店 约244米",113.056395,28.168752
,2017-07-01 06:39:43,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约259米,距汇米巴忆安南食店 约269米",113.05665,28.168731
,2017-07-01 06:40:43,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约259米,距汇米巴忆安南食店 约269米",113.056651,28.16873
,2017-07-01 06:41:43,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约259米,距汇米巴忆安南食店 约269米",113.056653,28.168732
,2017-07-01 06:42:43,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约259米,距汇米巴忆安南食店 约269米",113.056655,28.168732
,2017-07-01 06:43:43,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约259米,距汇米巴忆安南食店 约269米",113.056656,28.168733
,2017-07-01 06:44:43,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约259米,距汇米巴忆安南食店 约271米",113.056667,28.168725
,2017-07-01 06:45:43,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约260米,距汇米巴忆安南食店 约272米",113.056677,28.16873
,2017-07-01 06:46:43,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约262米,距汇米巴忆安南食店 约273米",113.056696,28.168731
,2017-07-01 06:47:43,10,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距汇米巴忆安南食店 约337米,距长沙市公共交通投资管理有限公司 约361米",113.057191,28.16956
,2017-07-01 06:48:43,32,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距湖南省动物疫病预防与控制 约458米,距湖南省动物疫病预防控制中心 约420米",113.058316,28.171808
,2017-07-01 06:49:43,37,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区花侯路,距星城新宇·黎锦苑 约83米,距至雅小玲家园 约146米",113.066211,28.171893
,2017-07-01 06:50:43,54,1,1,"ACC开,3D定位,天线正常","湖南省长沙市雨花区潭白路,距长沙市雨花区黎托乡动物防疫站 约77米,距童馨幼儿园 约108米",113.065557,28.165134
,2017-07-01 06:51:43,0,1,1,"ACC开,3D定位,天线正常","湖南省长沙市雨花区黎托路,距长沙市公安局雨花分局东山派出所 约179米,距恒大绿洲 约312米",113.063066,28.161066
,2017-07-01 06:52:43,33,1,1,"ACC开,3D定位,天线正常","湖南省长沙市雨花区黎托路,距长沙市公安局雨花分局东山派出所 约91米,距黎托小学 约322米",113.063713,28.161746
,2017-07-01 06:53:43,55,1,1,"ACC开,3D定位,天线正常","湖南省长沙市雨花区花侯路,距中国邮政储蓄银行(黎托邮政储蓄所) 约255米,距业成汽修 约220米",113.067193,28.168295
