Index,Date and Time,Speed (km/h),Distance traveled (km),Distance traveled (km),Status,Position,Latitude,Longitude
,2017-08-01 07:22:52,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约248米,距汇米巴忆安南食店 约269米",113.056649,28.168589
,2017-08-01 07:23:52,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约242米,距汇米巴忆安南食店 约262米",113.056579,28.168575
,2017-08-01 07:24:52,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约242米,距汇米巴忆安南食店 约262米",113.056576,28.168577
,2017-08-01 07:25:52,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约239米,距汇米巴忆安南食店 约260米",113.056554,28.168561
,2017-08-01 07:26:52,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约239米,距汇米巴忆安南食店 约260米",113.056555,28.168563
,2017-08-01 07:27:52,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约240米,距汇米巴忆安南食店 约260米",113.056556,28.168564
,2017-08-01 07:28:52,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约240米,距汇米巴忆安南食店 约260米",113.056555,28.168566
,2017-08-01 07:29:52,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约240米,距汇米巴忆安南食店 约260米",113.056554,28.168577
,2017-08-01 07:30:52,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约242米,距汇米巴忆安南食店 约261米",113.056564,28.168587
,2017-08-01 07:31:52,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约242米,距汇米巴忆安南食店 约261米",113.056565,28.168587
,2017-08-01 07:32:52,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约242米,距汇米巴忆安南食店 约261米",113.056566,28.168586
,2017-08-01 07:33:52,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约242米,距汇米巴忆安南食店 约261米",113.056565,28.168586
,2017-08-01 07:34:52,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约242米,距汇米巴忆安南食店 约261米",113.056567,28.168586
,2017-08-01 07:35:32,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约242米,距汇米巴忆安南食店 约261米",113.056567,28.168586
,2017-08-01 07:36:12,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约242米,距汇米巴忆安南食店 约261米",113.056568,28.168585
,2017-08-01 07:36:52,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约242米,距汇米巴忆安南食店 约262米",113.056577,28.168581
,2017-08-01 07:37:32,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约242米,距汇米巴忆安南食店 约262米",113.056579,28.16858
,2017-08-01 07:38:12,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约242米,距汇米巴忆安南食店 约262米",113.05658,28.168579
,2017-08-01 07:38:52,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约242米,距汇米巴忆安南食店 约262米",113.056581,28.168579
,2017-08-01 07:39:32,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约242米,距汇米巴忆安南食店 约262米",113.056581,28.168579
,2017-08-01 07:43:26,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约244米,距汇米巴忆安南食店 约263米",113.056589,28.168586
,2017-08-01 07:44:26,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约242米,距汇米巴忆安南食店 约262米",113.056579,28.168576
,2017-08-01 07:45:26,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约242米,距汇米巴忆安南食店 约262米",113.05658,28.168574
,2017-08-01 07:46:26,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约242米,距汇米巴忆安南食店 约262米",113.056581,28.168575
,2017-08-01 07:47:26,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约242米,距汇米巴忆安南食店 约262米",113.056581,28.168576
,2017-08-01 07:48:26,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约242米,距汇米巴忆安南食店 约262米",113.056583,28.168575
,2017-08-01 07:49:26,0,0,0,"ACC开,3D定位,天线正常","湖南省长沙市雨花区G4(京港澳高速),距长沙市公共交通投资管理有限公司 约242米,距汇米巴忆安南食店 约263米",113.056584,28.168574
