Index,Date and Time,Speed (km/h),Distance traveled (km),Distance traveled (km),Status,Position,Latitude,Longitude
,2017-07-02 00:00:13,0,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区灯泡巷,距天源星-城北区 约116米,距金芙蓉实业发展总公司工业园 约212米",111.665467,29.040325
,2017-07-02 00:01:13,0,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区灯泡巷,距天源星-城北区 约114米,距金芙蓉实业发展总公司工业园 约211米",111.665479,29.040304
,2017-07-02 00:02:13,0,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区灯泡巷,距天源星-城北区 约114米,距金芙蓉实业发展总公司工业园 约211米",111.665479,29.040304
,2017-07-02 00:03:13,0,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区灯泡巷,距天源星-城北区 约114米,距金芙蓉实业发展总公司工业园 约212米",111.665478,29.040304
,2017-07-02 00:04:13,0,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区灯泡巷,距天源星-城北区 约114米,距金芙蓉实业发展总公司工业园 约212米",111.665477,29.040303
,2017-07-02 00:05:13,0,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区灯泡巷,距天源星-城北区 约113米,距金芙蓉实业发展总公司工业园 约212米",111.665477,29.040302
,2017-07-02 00:06:13,0,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区灯泡巷,距天源星-城北区 约113米,距金芙蓉实业发展总公司工业园 约212米",111.665479,29.040301
,2017-07-02 00:07:13,0,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区灯泡巷,距天源星-城北区 约113米,距金芙蓉实业发展总公司工业园 约212米",111.665476,29.0403
,2017-07-02 00:08:13,0,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区灯泡巷,距天源星-城北区 约113米,距金芙蓉实业发展总公司工业园 约212米",111.665475,29.040299
,2017-07-02 00:09:13,0,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区灯泡巷,距天源星-城北区 约113米,距金芙蓉实业发展总公司工业园 约212米",111.665477,29.040296
,2017-07-02 00:10:13,0,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区灯泡巷,距天源星-城北区 约113米,距金芙蓉实业发展总公司工业园 约212米",111.665475,29.040296
,2017-07-02 00:11:13,0,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区灯泡巷,距天源星-城北区 约112米,距金芙蓉实业发展总公司工业园 约213米",111.665474,29.040287
,2017-07-02 00:12:13,0,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区灯泡巷,距天源星-城北区 约112米,距金芙蓉实业发展总公司工业园 约213米",111.665474,29.040286
