Index,Date and Time,Speed (km/h),Distance traveled (km),Distance traveled (km),Status,Position,Latitude,Longitude
,2017-04-09 00:00:21,0,0,0,"ACC开,3D定位,天线正常","湖北省恩施土家族苗族自治州恩施市,距怡园 约335米,距恩施市公墓管理所 约342米",109.470732,30.29879
,2017-04-09 00:01:21,0,0,0,"ACC开,3D定位,天线正常","湖北省恩施土家族苗族自治州恩施市,距怡园 约336米,距恩施市公墓管理所 约343米",109.470739,30.29879
,2017-04-09 00:02:21,0,0,0,"ACC开,3D定位,天线正常","湖北省恩施土家族苗族自治州恩施市,距怡园 约336米,距恩施市公墓管理所 约343米",109.470739,30.298789
,2017-04-09 00:03:21,0,0,0,"ACC开,3D定位,天线正常","湖北省恩施土家族苗族自治州恩施市,距怡园 约335米,距恩施市公墓管理所 约342米",109.470736,30.298788
,2017-04-09 00:04:21,0,0,0,"ACC开,3D定位,天线正常","湖北省恩施土家族苗族自治州恩施市,距怡园 约335米,距恩施市公墓管理所 约342米",109.470736,30.298788
,2017-04-09 00:05:21,0,0,0,"ACC开,3D定位,天线正常","湖北省恩施土家族苗族自治州恩施市,距怡园 约335米,距恩施市公墓管理所 约342米",109.470736,30.298787
,2017-04-09 00:06:21,0,0,0,"ACC开,3D定位,天线正常","湖北省恩施土家族苗族自治州恩施市,距怡园 约335米,距恩施市公墓管理所 约342米",109.470735,30.298787
,2017-04-09 00:07:21,0,0,0,"ACC开,3D定位,天线正常","湖北省恩施土家族苗族自治州恩施市,距怡园 约335米,距恩施市公墓管理所 约342米",109.470736,30.29879
,2017-04-09 00:08:21,0,0,0,"ACC开,3D定位,天线正常","湖北省恩施土家族苗族自治州恩施市,距怡园 约336米,距恩施市公墓管理所 约343米",109.47074,30.298791
,2017-04-09 00:09:21,0,0,0,"ACC开,3D定位,天线正常","湖北省恩施土家族苗族自治州恩施市,距怡园 约336米,距恩施市公墓管理所 约342米",109.470738,30.298792
,2017-04-09 00:10:21,0,0,0,"ACC开,3D定位,天线正常","湖北省恩施土家族苗族自治州恩施市,距怡园 约335米,距恩施市公墓管理所 约342米",109.470737,30.298794
,2017-04-09 00:11:21,0,0,0,"ACC开,3D定位,天线正常","湖北省恩施土家族苗族自治州恩施市,距怡园 约336米,距恩施市公墓管理所 约343米",109.47074,30.298797
,2017-04-09 00:12:21,0,0,0,"ACC开,3D定位,天线正常","湖北省恩施土家族苗族自治州恩施市,距怡园 约336米,距恩施市公墓管理所 约343米",109.470741,30.298798
,2017-04-09 00:13:21,0,0,0,"ACC开,3D定位,天线正常","湖北省恩施土家族苗族自治州恩施市,距怡园 约336米,距恩施市公墓管理所 约343米",109.470741,30.298793
,2017-04-09 00:14:21,0,0,0,"ACC开,3D定位,天线正常","湖北省恩施土家族苗族自治州恩施市,距怡园 约336米,距恩施市公墓管理所 约343米",109.470743,30.298793
,2017-04-09 00:15:21,0,0,0,"ACC开,3D定位,天线正常","湖北省恩施土家族苗族自治州恩施市,距怡园 约336米,距恩施市公墓管理所 约343米",109.470742,30.29879
,2017-04-09 00:16:21,0,0,0,"ACC开,3D定位,天线正常","湖北省恩施土家族苗族自治州恩施市,距怡园 约336米,距恩施市公墓管理所 约343米",109.470743,30.298788
,2017-04-09 00:17:21,0,0,0,"ACC开,3D定位,天线正常","湖北省恩施土家族苗族自治州恩施市,距怡园 约336米,距恩施市公墓管理所 约343米",109.470745,30.298788
,2017-04-09 00:18:21,0,0,0,"ACC开,3D定位,天线正常","湖北省恩施土家族苗族自治州恩施市,距怡园 约336米,距恩施市公墓管理所 约343米",109.470747,30.298788
,2017-04-09 00:19:21,0,0,0,"ACC开,3D定位,天线正常","湖北省恩施土家族苗族自治州恩施市,距怡园 约336米,距恩施市公墓管理所 约343米",109.470747,30.298787
,2017-04-09 00:20:21,0,0,0,"ACC开,3D定位,天线正常","湖北省恩施土家族苗族自治州恩施市,距怡园 约336米,距恩施市公墓管理所 约343米",109.470746,30.298785
,2017-04-09 00:21:21,0,0,0,"ACC开,3D定位,天线正常","湖北省恩施土家族苗族自治州恩施市,距怡园 约336米,距恩施市公墓管理所 约343米",109.470746,30.298786
,2017-04-09 00:22:21,0,0,0,"ACC开,3D定位,天线正常","湖北省恩施土家族苗族自治州恩施市,距怡园 约336米,距恩施市公墓管理所 约343米",109.470747,30.298785
,2017-04-09 00:23:21,0,0,0,"ACC开,3D定位,天线正常","经度:0,纬度：0",109.470746,30.298786
,2017-04-09 00:24:21,0,0,0,"ACC开,3D定位,天线正常","湖北省恩施土家族苗族自治州恩施市,距怡园 约336米,距恩施市公墓管理所 约343米",109.470748,30.298788
,2017-04-09 00:25:21,0,0,0,"ACC开,3D定位,天线正常","湖北省恩施土家族苗族自治州恩施市,距怡园 约337米,距恩施市公墓管理所 约344米",109.47075,30.298788
,2017-04-09 00:26:21,0,0,0,"ACC开,3D定位,天线正常","湖北省恩施土家族苗族自治州恩施市,距怡园 约336米,距恩施市公墓管理所 约343米",109.470747,30.29879
