Unnamed: 0,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Latitude,Longitude,Distance traveled (km),Distance_geopy
213,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约275米",111,639294,29,162151,"ACC开,3D定位,天线正常",0.0
214,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约275米",111,639294,29,162151,"ACC开,3D定位,天线正常",0.0
215,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约275米",111,63929,29,162149,"ACC开,3D定位,天线正常",194504.5018861813
216,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约275米",111,639288,29,16215,"ACC开,3D定位,天线正常",11924363.030215852
217,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约275米",111,639289,29,162147,"ACC开,3D定位,天线正常",11794502.192303944
218,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约275米",111,639286,29,162148,"ACC开,3D定位,天线正常",97253.12142692338
219,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约275米",111,639286,29,162147,"ACC开,3D定位,天线正常",97253.12142692338
220,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约275米",111,639284,29,162148,"ACC开,3D定位,天线正常",97253.12142692338
221,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约274米",111,639283,29,162148,"ACC开,3D定位,天线正常",0.0
222,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约274米",111,639283,29,162148,"ACC开,3D定位,天线正常",0.0
223,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约274米",111,639283,29,16215,"ACC开,3D定位,天线正常",11859862.02860424
224,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约274米",111,639283,29,162152,"ACC开,3D定位,天线正常",12112500.32398361
225,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约274米",111,639283,29,162152,"ACC开,3D定位,天线正常",0.0
226,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约274米",111,639283,29,162152,"ACC开,3D定位,天线正常",0.0
227,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约274米",111,639283,29,162153,"ACC开,3D定位,天线正常",97253.12142692087
228,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约274米",111,639284,29,162153,"ACC开,3D定位,天线正常",0.0
229,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约274米",111,639284,29,162152,"ACC开,3D定位,天线正常",97253.12142692087
230,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约274米",111,639285,29,162151,"ACC开,3D定位,天线正常",97253.12142692338
231,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约274米",111,639286,29,16215,"ACC开,3D定位,天线正常",12050703.82186663
232,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约274米",111,63929,29,162152,"ACC开,3D定位,天线正常",12112500.32398361
233,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约274米",111,639291,29,162152,"ACC开,3D定位,天线正常",0.0
234,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约275米",111,639292,29,162152,"ACC开,3D定位,天线正常",0.0
235,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约275米",111,639293,29,16215,"ACC开,3D定位,天线正常",12112500.32398361
236,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约275米",111,639293,29,16215,"ACC开,3D定位,天线正常",0.0
237,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约275米",111,639294,29,162149,"ACC开,3D定位,天线正常",11924363.030215852
238,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约275米",111,639294,29,16215,"ACC开,3D定位,天线正常",11924363.030215852
239,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约275米",111,639295,29,16215,"ACC开,3D定位,天线正常",0.0
240,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约275米",111,639296,29,16215,"ACC开,3D定位,天线正常",0.0
241,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约275米",111,639296,29,16215,"ACC开,3D定位,天线正常",0.0
242,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约275米",111,639296,29,16215,"ACC开,3D定位,天线正常",0.0
243,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约275米",111,639296,29,16215,"ACC开,3D定位,天线正常",0.0
244,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约275米",111,639296,29,162149,"ACC开,3D定位,天线正常",11924363.030215852
245,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约275米",111,639297,29,16215,"ACC开,3D定位,天线正常",11924363.030215852
246,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约275米",111,639297,29,16215,"ACC开,3D定位,天线正常",0.0
247,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约275米",111,639297,29,16215,"ACC开,3D定位,天线正常",0.0
248,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约275米",111,639299,29,162149,"ACC开,3D定位,天线正常",11924363.030215852
249,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约275米",111,6393,29,162148,"ACC开,3D定位,天线正常",97253.12142692087
250,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约275米",111,639302,29,162148,"ACC开,3D定位,天线正常",0.0
251,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约276米",111,639302,29,162147,"ACC开,3D定位,天线正常",97253.12142692338
252,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约276米",111,639303,29,162147,"ACC开,3D定位,天线正常",0.0
253,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约276米",111,639303,29,162147,"ACC开,3D定位,天线正常",0.0
254,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约275米",111,639303,29,162148,"ACC开,3D定位,天线正常",97253.12142692338
255,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约275米",111,639303,29,162148,"ACC开,3D定位,天线正常",0.0
256,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约276米",111,639304,29,162147,"ACC开,3D定位,天线正常",97253.12142692338
257,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约276米",111,639303,29,162147,"ACC开,3D定位,天线正常",0.0
258,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约275米",111,639302,29,162148,"ACC开,3D定位,天线正常",97253.12142692338
259,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约276米",111,639301,29,162146,"ACC开,3D定位,天线正常",194504.5018861813
260,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约276米",111,639301,29,162146,"ACC开,3D定位,天线正常",0.0
261,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约275米",111,639301,29,162147,"ACC开,3D定位,天线正常",97253.12142692087
262,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约276米",111,6393,29,162146,"ACC开,3D定位,天线正常",97253.12142692087
263,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约276米",111,6393,29,162144,"ACC开,3D定位,天线正常",194504.5018861813
264,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约276米",111,639302,29,162145,"ACC开,3D定位,天线正常",97253.12142692338
265,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约276米",111,639302,29,162144,"ACC开,3D定位,天线正常",97253.12142692338
266,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约276米",111,639302,29,162144,"ACC开,3D定位,天线正常",0.0
267,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约276米",111,639302,29,162145,"ACC开,3D定位,天线正常",97253.12142692338
268,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约276米",111,639302,29,162147,"ACC开,3D定位,天线正常",194504.5018861788
269,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约276米",111,639302,29,162147,"ACC开,3D定位,天线正常",0.0
270,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约276米",111,639302,29,162147,"ACC开,3D定位,天线正常",0.0
271,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约276米",111,639304,29,162147,"ACC开,3D定位,天线正常",0.0
272,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约276米",111,639304,29,162146,"ACC开,3D定位,天线正常",97253.12142692087
273,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约276米",111,639304,29,162145,"ACC开,3D定位,天线正常",97253.12142692087
274,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约276米",111,639302,29,162145,"ACC开,3D定位,天线正常",0.0
275,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约276米",111,639302,29,162144,"ACC开,3D定位,天线正常",97253.12142692338
276,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约276米",111,639302,29,162141,"ACC开,3D定位,天线正常",291752.39962978737
277,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约276米",111,639304,29,162142,"ACC开,3D定位,天线正常",97253.12142692087
278,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约125米,距石板滩中学 约276米",111,639303,29,162145,"ACC开,3D定位,天线正常",291752.39962978987
279,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约276米",111,639303,29,162147,"ACC开,3D定位,天线正常",194504.5018861788
280,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约275米",111,639303,29,162149,"ACC开,3D定位,天线正常",194504.5018861813
281,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约275米",111,639302,29,16215,"ACC开,3D定位,天线正常",11924363.030215852
282,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约275米",111,639301,29,162152,"ACC开,3D定位,天线正常",12112500.32398361
283,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约275米",111,6393,29,162153,"ACC开,3D定位,天线正常",97253.12142692087
284,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约275米",111,6393,29,162155,"ACC开,3D定位,天线正常",194504.5018861813
285,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约275米",111,639301,29,162155,"ACC开,3D定位,天线正常",0.0
286,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约275米",111,639301,29,162155,"ACC开,3D定位,天线正常",0.0
287,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约275米",111,6393,29,162155,"ACC开,3D定位,天线正常",0.0
288,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约275米",111,639299,29,162156,"ACC开,3D定位,天线正常",97253.12142692087
289,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约274米",111,639298,29,162156,"ACC开,3D定位,天线正常",0.0
290,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约274米",111,639298,29,162157,"ACC开,3D定位,天线正常",97253.12142692338
291,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约274米",111,639296,29,162158,"ACC开,3D定位,天线正常",97253.12142692087
292,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约126米,距石板滩中学 约274米",111,639291,29,162157,"ACC开,3D定位,天线正常",97253.12142692087
293,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约179米,距石板滩中学 约265米",111,63968,29,162515,"ACC开,3D定位,天线正常",194504.5018861813
294,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约177米,距石板滩中学 约268米",111,639694,29,162491,"ACC开,3D定位,天线正常",2330018.781312619
295,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约177米,距石板滩中学 约268米",111,639696,29,162493,"ACC开,3D定位,天线正常",194504.5018861813
296,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约177米,距石板滩中学 约268米",111,639697,29,162493,"ACC开,3D定位,天线正常",0.0
297,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约177米,距石板滩中学 约268米",111,639695,29,162492,"ACC开,3D定位,天线正常",97253.12142692087
298,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约177米,距石板滩中学 约268米",111,639696,29,162494,"ACC开,3D定位,天线正常",194504.5018861813
299,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约177米,距石板滩中学 约268米",111,639692,29,162496,"ACC开,3D定位,天线正常",194504.5018861813
300,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约178米,距石板滩中学 约268米",111,639692,29,162497,"ACC开,3D定位,天线正常",97253.12142692087
301,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约177米,距石板滩中学 约267米",111,63969,29,162497,"ACC开,3D定位,天线正常",0.0
302,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约178米,距石板滩中学 约267米",111,639691,29,162498,"ACC开,3D定位,天线正常",97253.12142692087
303,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约178米,距石板滩中学 约267米",111,639691,29,162499,"ACC开,3D定位,天线正常",97253.12142692338
304,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约178米,距石板滩中学 约267米",111,639689,29,162499,"ACC开,3D定位,天线正常",0.0
305,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约177米,距石板滩中学 约267米",111,639687,29,162499,"ACC开,3D定位,天线正常",0.0
306,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约177米,距石板滩中学 约267米",111,639683,29,162501,"ACC开,3D定位,天线正常",194504.5018861813
307,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约177米,距石板滩中学 约267米",111,639684,29,162499,"ACC开,3D定位,天线正常",194504.5018861813
308,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约178米,距石板滩中学 约267米",111,639685,29,162501,"ACC开,3D定位,天线正常",194504.5018861813
309,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约178米,距石板滩中学 约267米",111,639686,29,162501,"ACC开,3D定位,天线正常",0.0
310,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约178米,距石板滩中学 约267米",111,639686,29,162501,"ACC开,3D定位,天线正常",0.0
311,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约178米,距石板滩中学 约267米",111,639686,29,162501,"ACC开,3D定位,天线正常",0.0
312,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约178米,距石板滩中学 约267米",111,639688,29,162499,"ACC开,3D定位,天线正常",194504.5018861813
313,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约178米,距石板滩中学 约267米",111,639691,29,162499,"ACC开,3D定位,天线正常",0.0
314,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约178米,距石板滩中学 约267米",111,639692,29,1625,"ACC开,3D定位,天线正常",4444020.401823149
315,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约178米,距石板滩中学 约267米",111,639693,29,1625,"ACC开,3D定位,天线正常",0.0
316,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约178米,距石板滩中学 约267米",111,639693,29,162503,"ACC开,3D定位,天线正常",4062268.3081920464
317,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约178米,距石板滩中学 约268米",111,639698,29,1625,"ACC开,3D定位,天线正常",4062268.3081920464
318,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约178米,距石板滩中学 约268米",111,639696,29,1625,"ACC开,3D定位,天线正常",0.0
319,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约178米,距石板滩中学 约268米",111,639695,29,162501,"ACC开,3D定位,天线正常",4253321.5896973815
320,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约178米,距石板滩中学 约267米",111,639696,29,162502,"ACC开,3D定位,天线正常",97253.12142692087
321,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约178米,距石板滩中学 约268米",111,639697,29,162502,"ACC开,3D定位,天线正常",0.0
322,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约178米,距石板滩中学 约267米",111,639694,29,162504,"ACC开,3D定位,天线正常",194504.5018861813
323,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约178米,距石板滩中学 约267米",111,639694,29,162505,"ACC开,3D定位,天线正常",97253.12142692338
324,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约178米,距石板滩中学 约267米",111,639692,29,162506,"ACC开,3D定位,天线正常",97253.12142692087
325,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约178米,距石板滩中学 约267米",111,639691,29,162506,"ACC开,3D定位,天线正常",0.0
326,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约178米,距石板滩中学 约267米",111,639694,29,162506,"ACC开,3D定位,天线正常",0.0
327,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约179米,距石板滩中学 约267米",111,639695,29,162507,"ACC开,3D定位,天线正常",97253.12142692087
328,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约179米,距石板滩中学 约267米",111,639693,29,162509,"ACC开,3D定位,天线正常",194504.5018861813
329,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约179米,距石板滩中学 约267米",111,639693,29,162509,"ACC开,3D定位,天线正常",0.0
330,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约179米,距石板滩中学 约267米",111,639696,29,162507,"ACC开,3D定位,天线正常",194504.5018861813
331,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约179米,距石板滩中学 约267米",111,6397,29,162506,"ACC开,3D定位,天线正常",97253.12142692087
332,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约179米,距石板滩中学 约268米",111,639705,29,162507,"ACC开,3D定位,天线正常",97253.12142692087
333,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约179米,距石板滩中学 约268米",111,639705,29,162507,"ACC开,3D定位,天线正常",0.0
334,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约179米,距石板滩中学 约268米",111,639704,29,162508,"ACC开,3D定位,天线正常",97253.12142692338
335,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约179米,距石板滩中学 约268米",111,639706,29,162506,"ACC开,3D定位,天线正常",194504.5018861813
336,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约179米,距石板滩中学 约268米",111,639707,29,162505,"ACC开,3D定位,天线正常",97253.12142692087
337,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约179米,距石板滩中学 约268米",111,639708,29,162504,"ACC开,3D定位,天线正常",97253.12142692338
338,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约179米,距石板滩中学 约268米",111,639708,29,162503,"ACC开,3D定位,天线正常",97253.12142692087
339,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约179米,距石板滩中学 约268米",111,639708,29,162501,"ACC开,3D定位,天线正常",194504.5018861813
340,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约179米,距石板滩中学 约268米",111,639708,29,162501,"ACC开,3D定位,天线正常",0.0
341,0,1970-01-01 00:00:00.000000011,11,"湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约178米,距石板滩中学 约269米",111,639708,29,162498,"ACC开,3D定位,天线正常",291752.39962978987
