Unnamed: 0,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position ,Longitude,Latitude,Distance_geopy,Distance traveled (km)
165,2017-05-05 16:12:00,69,65,"ACC开,3D定位,天线正常","湖南省常德市汉寿县G319(厦成线),距祝家仑村 约509米,距砖屋湾 约616米",112.19847,28.69568,636.3731184211589,65
166,2017-05-05 16:13:00,68,65,"ACC开,3D定位,天线正常","湖南省常德市汉寿县,距水竹村 约266米,距祝家仑村 约441米",112.20376,28.692879,602.6990219975553,65
167,2017-05-05 16:13:00,75,65,"ACC开,3D定位,天线正常","湖南省常德市汉寿县G319(厦成线),距水竹村 约376米,距益阳市大泉精细化工有限公司 约546米",112.210014,28.691313,634.3920681908388,65
168,2017-05-05 16:14:00,76,66,"ACC开,3D定位,天线正常","湖南省益阳市资阳区G319(厦成线),距昌长湾 约196米,距银树冲 约376米",112.21674,28.689337,691.8916518334372,66
169,2017-05-05 16:14:00,67,66,"ACC开,3D定位,天线正常","湖南省益阳市资阳区G319(厦成线),距桂花咀 约338米,距柏阴村 约362米",112.22203,28.68621,622.2327939696672,66
170,2017-05-05 16:15:00,72,66,"ACC开,3D定位,天线正常","湖南省益阳市资阳区,距陈家村 约253米,距双塘基 约276米",112.22742,28.683235,621.1956053434524,66
171,2017-05-05 16:18:00,70,69,"ACC开,3D定位,天线正常","湖南省益阳市资阳区,距迎风桥 约318米,距迎风汽车站 约318米",112.25776,28.676414,3055.3979106800452,69
172,2017-05-05 16:18:00,71,70,"ACC开,3D定位,天线正常","湖南省益阳市资阳区,距马家桥 约305米,距小明星艺术幼儿园 约423米",112.26345,28.674282,603.6045103209952,70
173,2017-05-05 16:19:00,72,70,"ACC开,3D定位,天线正常","湖南省益阳市资阳区,距陈家桥村 约450米,距鑫鑫门业 约490米",112.26901,28.671412,629.3456146758433,70
174,2017-05-05 16:19:00,70,70,"ACC开,3D定位,天线正常","湖南省益阳市资阳区,距迎丰桥镇 约302米,距迎风桥镇人民政府 约319米",112.27416,28.667805,642.8991742313865,70
175,2017-05-05 16:20:00,64,70,"ACC开,3D定位,天线正常","湖南省益阳市资阳区,距金盆山 约276米,距迎风桥镇人民政府 约288米",112.278824,28.664341,596.1809594844487,70
176,2017-05-05 16:20:00,71,71,"ACC开,3D定位,天线正常","湖南省益阳市资阳区,距三眼塘 约179米,距中国娃艺校乖孩子分校 约292米",112.28362,28.660755,614.7908155157922,71
177,2017-05-05 16:21:00,69,71,"ACC开,3D定位,天线正常","湖南省益阳市资阳区,距万家山 约267米,距牛角仑村 约364米",112.28836,28.657188,609.2768177421112,71
178,2017-05-05 16:21:00,67,71,"ACC开,3D定位,天线正常","湖南省益阳市资阳区,距光荣天主堂 约256米,距光荣村 约443米",112.29332,28.6535,634.354075735876,71
179,2017-05-05 16:23:00,69,74,"ACC开,3D定位,天线正常","湖南省益阳市资阳区,距芭茅塘 约144米,距白鹿铺村 约484米",112.314674,28.641989,2445.5029085279643,74
180,2017-05-05 16:24:00,69,74,"ACC开,3D定位,天线正常","湖南省益阳市资阳区,距观塘仑 约148米,距飞羽农场 约168米",112.31913,28.638332,595.3660868542655,74
181,2017-05-05 16:24:00,70,74,"ACC开,3D定位,天线正常","湖南省益阳市资阳区,距黑巷口 约104米,距观塘仑 约470米",112.32357,28.634672,594.4658935123373,74
182,2017-05-05 16:25:00,69,75,"ACC开,3D定位,天线正常","湖南省益阳市资阳区,距石竹巷 约229米,距新屋村 约317米",112.32915,28.632069,616.7266857106895,75
183,2017-05-05 16:26:00,70,75,"ACC开,3D定位,天线正常","湖南省益阳市资阳区S204,距合兴小区 约291米,距益阳湘丰机械有限公司 约299米",112.33491,28.629747,618.6257696831727,75
184,2017-05-05 16:26:00,68,75,"ACC开,3D定位,天线正常","湖南省益阳市资阳区贺家桥北路,距南湖圫 约372米,距红联农贸大市场 约422米",112.340454,28.62706,618.109454073564,75
185,2017-05-05 16:27:00,67,76,"ACC开,3D定位,天线正常","湖南省益阳市资阳区,距南湖圫 约295米,距专一建材 约388米",112.34578,28.623917,626.395563913757,76
186,2017-05-05 16:27:00,63,76,"ACC开,3D定位,天线正常","湖南省益阳市资阳区文昌路,距益阳平安钢构 约438米,距益阳瀚鑫机械制造有限公司-北2门 约503米",112.35051,28.62104,561.6836803782866,76
187,2017-05-05 16:30:00,57,78,"ACC开,3D定位,天线正常","湖南省益阳市资阳区五一东路,距白马山 约368米,距白马山村卫生室 约365米",112.367,28.604834000000004,2416.270811913039,78
188,2017-05-05 16:30:00,57,79,"ACC开,3D定位,天线正常","湖南省益阳市资阳区资江三大桥,距资江三大桥 约165米,距斗魁塔 约243米",112.36962,28.601025,494.78235006769233,79
189,2017-05-05 16:31:00,64,79,"ACC开,3D定位,天线正常","湖南省益阳市赫山区关公路235号,距团州商务宾馆 约23米,距万成综合楼 约48米",112.37257,28.596798,551.2408750161512,79
190,2017-05-05 16:31:00,60,79,"ACC开,3D定位,天线正常","湖南省益阳市赫山区龙洲北路972号,距丰波汽车维修护理中心 约34米,距宏达不锈钢 约112米",112.375496,28.592579,549.2663135491529,79
191,2017-05-05 16:32:00,61,79,"ACC开,3D定位,天线正常","湖南省益阳市赫山区天里巷,距三益纯油坊 约101米,距天盛超市 约116米",112.37839,28.588388,544.9890468657078,79
192,2017-05-05 16:32:00,62,80,"ACC开,3D定位,天线正常","湖南省益阳市赫山区青年路23,距赫山区政府 约118米,距赫山农贸超市 约42米",112.38151,28.584347,542.8715464049568,80
193,2017-05-05 16:33:00,58,80,"ACC开,3D定位,天线正常","湖南省益阳市赫山区桃花仑东路356,距金色桃源-西南门 约47米,距颐园巷 约70米",112.38498,28.580584,538.4075025992215,80
194,2017-05-05 16:33:00,60,80,"ACC开,3D定位,天线正常","湖南省益阳市赫山区松云巷,距湖南省中医院临床指导医院 约110米,距乐云宾馆 约108米",112.38882,28.577126,537.073905553385,80
195,2017-05-05 16:34:00,55,80,"ACC开,3D定位,天线正常","湖南省益阳市赫山区团圆北路,距益阳市烟草专卖局赫山宿舍区 约107米,距益阳市烟草专卖局公司赫山宿舍区-东北门 约156米",112.39274,28.574106,509.20972459047255,80
196,2017-05-05 16:34:00,53,81,"ACC开,3D定位,天线正常","湖南省益阳市赫山区毛家塘巷30,距凤凰宾馆 约38米,距益阳金泰宾馆 约62米",112.39642,28.57117,485.5132515167634,81
197,2017-05-05 16:35:00,58,81,"ACC开,3D定位,天线正常","湖南省益阳市赫山区G319(厦成线),距德昌汽车修理厂 约56米,距金菱汽车贸易有限公司 约77米",112.400375,28.568226,506.2956071109472,81
198,2017-05-05 16:37:00,63,83,"ACC开,3D定位,天线正常","湖南省益阳市赫山区G319(桃花仑东路),距黑蚁汽贸金融 约159米,距东方篷布厂汽车护理中心 约171米",112.41575,28.558132,1874.681710915072,83
199,2017-05-05 17:55:00,64,83,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距杨家冲 约209米,距芦公塘村 约579米",112.463905,28.505674,7493.668486884528,83
200,2017-05-05 17:55:00,63,83,"ACC开,3D定位,天线正常","湖南省益阳市赫山区S7101(益阳南线高速),距磨田公 约444米,距苏家村 约622米",112.46747,28.50169600000001,563.0401352240058,83
201,2017-05-05 17:56:00,62,83,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距苏家村 约167米,距吊牛咀 约541米",112.47069,28.497753000000003,539.6686855787589,83
202,2017-05-05 17:56:00,62,83,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距吊牛咀 约256米,距苏家村 约533米",112.47346,28.493402000000003,554.3900527231059,83
203,2017-05-05 17:57:00,63,84,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距高古洲 约338米,距黄皋塅村 约363米",112.475784,28.488768,563.112147719308,84
204,2017-05-05 17:58:00,63,84,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距高古洲 约226米,距张家湾 约513米",112.47802,28.484179,555.0993290697445,84
205,2017-05-05 17:58:00,65,84,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距仓成湾 约186米,距朱家冲村 约640米",112.480286,28.479504,565.0489727891975,84
206,2017-05-05 17:59:00,67,85,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距朱家村 约285米,距仓成湾 约432米",112.48242,28.474718,571.5949772514917,85
207,2017-05-05 17:59:00,66,85,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距排子冲 约72米,距朱家村 约365米",112.4842,28.469666,588.0844062042297,85
208,2017-05-05 18:01:00,63,87,"ACC开,3D定位,天线正常","湖南省益阳市赫山区高新大道,距牛角塘 约214米,距长盛盈科技有限公司 约316米",112.48827,28.451498,2058.999016345877,87
209,2017-05-05 18:02:00,67,87,"ACC开,3D定位,天线正常","湖南省益阳市赫山区欧家冲路,距雪花湾 约51米,距湖南科严铝业有限公司 约84米",112.48968,28.446482,574.537454823928,87
210,2017-05-05 18:02:00,66,87,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距益阳市臻盛精密制造有限公司 约109米,距湖南省天心博力科技有限公司 约174米",112.491776,28.441504,590.2463981844786,87
211,2017-05-05 18:03:00,64,87,"ACC开,3D定位,天线正常","湖南省益阳市赫山区鱼形山路,距黄家塘 约198米,距神庵塘 约359米",112.49402,28.436647,582.9420610764615,87
212,2017-05-05 18:03:00,65,88,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距黄家塘 约368米,距白毛冲 约443米",112.49641,28.432121,554.8815668899293,88
213,2017-05-05 18:04:00,68,88,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距梅家塘 约525米,距哲士公 约542米",112.49938,28.42741,598.9600924611099,88
214,2017-05-05 18:14:00,62,100,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距印子湾 约318米,距黄泥塘 约331米",112.547874,28.332108,11610.621378124832,100
215,2017-05-05 18:15:00,49,100,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距卢家冲 约313米,距王家坡 约346米",112.551605,28.32909,495.9567643068828,100
216,2017-05-05 18:15:00,44,100,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距王家坡 约151米,距卢家冲 约333米",112.55452,28.326736,387.19607933267633,100
217,2017-05-05 18:16:00,62,100,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县蓝月谷西路辅路,距顶塘 约50米,距亚超平安保险服务点 约257米",112.55799,28.323965,458.5848082319535,100
218,2017-05-05 18:16:00,73,101,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县蓝月谷西路辅路,距朱家湾 约97米,距长槐村 约332米",112.56311,28.32073,616.8987395550071,101
219,2017-05-05 18:17:00,65,101,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县蓝月谷西路辅路,距学堂屋场 约196米,距长槐村 约415米",112.56877,28.318499,607.0426060072925,101
220,2017-05-05 18:17:00,61,101,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县蓝月谷西路辅路,距龙家屋场 约359米,距佘公塘冲 约454米",112.57436,28.31716500000001,566.9447264333912,101
221,2017-05-05 18:18:00,54,101,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县蓝月谷西路辅路,距龙家屋场 约166米,距宁乡馨缘宾馆 约319米",112.579185,28.316084000000004,487.3720086242748,101
222,2017-05-05 18:19:00,66,102,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距泉冲 约74米,距正源尚峰尚水 约333米",112.58443,28.31491500000001,529.6345563592637,102
223,2017-05-05 18:19:00,67,102,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距任家铺子 约43米,距黄荆塘 约539米",112.589966,28.313654,559.7737906501673,102
224,2017-05-05 18:20:00,66,102,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距赵子龙 约344米,距腊山冲 约503米",112.59583,28.312319,592.9265235215466,102
225,2017-05-05 18:20:00,66,103,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距干冲子 约161米,距赵子龙 约367米",112.60121,28.310879,550.472661828489,103
226,2017-05-05 18:21:00,77,103,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距宁乡佳和农牧有限公司双江口种猪场 约50米,距石头坑 约148米",112.60726,28.30875,637.829012692426,103
227,2017-05-05 18:21:00,82,103,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县谐园路,距崔家冲 约277米,距杨家屋场 约297米",112.61406,28.306183,724.3194551006442,103
228,2017-05-05 18:22:00,67,104,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县谐园路,距茶庵寺村 约201米,距石硖子 约238米",112.62005,28.303568,654.554541850538,104
229,2017-05-05 18:22:00,66,104,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县X073,距渔场 约63米,距花门楼 约359米",112.6252,28.3005,608.7679561719494,104
230,2017-05-05 18:23:00,66,104,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距竹山湾 约59米,距熊家洲 约381米",112.629845,28.29735,574.0234820428873,104
231,2017-05-05 18:23:00,68,105,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距峡山湾村 约280米,距马景塘 约334米",112.63475,28.29404000000001,605.0600199668854,105
232,2017-05-05 18:24:00,66,105,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距响水坝 约274米,距五家咀 约306米",112.63957,28.29079,594.4077929017043,105
233,2017-05-05 18:24:00,64,105,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县X077,距五家咀 约290米,距响水坝 约338米",112.64431,28.287722,576.0069699014284,105
234,2017-05-05 18:25:00,61,105,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县金水西路,距金洲国际城吴昱养生馆 约350米,距东鹏卫浴德意电器 约359米",112.64926,28.285275,555.8414762783118,105
235,2017-05-05 18:26:00,61,106,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县金水西路,距刘家老屋 约61米,距123宾馆 约76米",112.654434,28.283484,544.3697434746214,106
236,2017-05-05 18:26:00,62,106,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县樟树坡路,距南竹山 约177米,距建明酒家 约285米",112.6596,28.282263,523.7603638420807,106
237,2017-05-05 18:27:00,51,106,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县金水路,距胡家老屋 约78米,距戴斯光电产业基地 约152米",112.664925,28.281094,537.3904868349002,106
238,2017-05-05 18:27:00,58,106,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县金水路,距龙丰铝业有限公司 约29米,距宁乡中建建科机械有限公司 约69米",112.669754,28.28029,481.2447181357589,106
239,2017-05-05 18:28:00,66,107,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县金水路,距湖南省雕塑院 约58米,距长沙市华美雕塑有限公司 约60米",112.67545,28.27933,567.8941346121145,107
240,2017-05-05 18:28:00,78,107,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县金水路,距湖南省旭能新能源科技有限公司 约25米,距湖南中崛科技有限公司 约43米",112.681816,28.277428000000004,658.2873399778938,107
241,2017-05-05 18:29:00,70,107,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县金水路,距方家桥村 约42米,距普洛斯金洲新区物流园一期 约280米",112.687935,28.27513,651.4211593600204,107
242,2017-05-05 18:29:00,70,108,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县金水路,距Juicy Couture 约161米,距Brooks Brothers 约161米",112.69394,28.272905,637.9871576637861,108
243,2017-05-05 18:30:00,68,108,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县金水路,距新立村 约529米,距黑瓦屋 约558米",112.69966,28.270796,607.2709661448325,108
244,2017-05-05 18:30:00,66,108,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距横田洲 约316米,距三峰塘 约575米",112.70519,28.268736,588.017176327683,108
245,2017-05-05 18:31:00,66,109,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距荆塘湾 约220米,距彭家湾 约319米",112.71066,28.26655,588.2691500611695,109
246,2017-05-05 18:31:00,67,109,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距王家塘 约115米,距神仙塘 约317米",112.715965,28.264105,586.3877405220062,109
247,2017-05-05 18:32:00,66,109,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距马家塘 约53米,距神仙塘 约321米",112.72105,28.26152,575.0172318836617,109
248,2017-05-05 18:32:00,65,109,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距矮子塘 约99米,距光明松鼠谷 约218米",112.72611,28.258936,572.8525431183316,109
249,2017-05-05 18:33:00,60,110,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距梵塘庵 约160米,距蝶恋农家 约227米",112.73086,28.25652100000001,537.170962946323,110
250,2017-05-05 18:34:00,65,110,"ACC开,3D定位,天线正常","湖南省长沙市望城区X076,距偶遇KTV台球 约175米,距钓友渔具 约175米",112.73587,28.253992,565.5754862070888,110
251,2017-05-05 18:34:00,56,110,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距钟馗庙 约299米,距长塘村 约373米",112.74089,28.251879,544.9513108132918,110
252,2017-05-05 18:35:00,49,110,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距潮湖湾 约56米,距药铺湾 约262米",112.74522,28.250427,453.81416549859114,110
253,2017-05-05 18:35:00,47,111,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距药铺湾 约175米,距望城区白箬铺镇金星完小 约402米",112.74938,28.249224,428.87085092234713,111
254,2017-05-05 18:36:00,47,111,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距年冲 约469米,距金峰村 约508米",112.75336,28.2481,409.3932954247613,111
255,2017-05-05 18:36:00,61,111,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距年冲 约67米,距张家祠堂 约300米",112.75797,28.24715,463.7540849998681,111
256,2017-05-05 18:37:00,64,111,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距张家湾 约166米,距张家祠堂 约307米",112.76373,28.246637,567.0888355875617,111
257,2017-05-05 18:37:00,54,112,"ACC开,3D定位,天线正常","湖南省长沙市望城区S61(许广高速),距上谭家老屋 约258米,距下谭家老屋 约458米",112.76908,28.246782,524.3004889527548,112
258,2017-05-05 18:38:00,52,112,"ACC开,3D定位,天线正常","湖南省长沙市望城区G5513(长常高速),距下谭家老屋 约1米,距水口村 约319米",112.773705,28.2474,458.2165866191169,112
259,2017-05-05 18:38:00,30,112,"ACC开,3D定位,天线正常","湖南省长沙市望城区G5513(长常高速),距下谭家老屋 约340米,距唐家坪 约455米",112.77713,28.247787,338.23737307331555,112
260,2017-05-05 18:39:00,0,112,"ACC开,3D定位,天线正常","湖南省长沙市望城区G5513(长常高速),距下谭家老屋 约448米,距唐家坪 约470米",112.778244,28.247772,109.13212021145,112
261,2017-05-05 18:39:00,0,112,"ACC开,3D定位,天线正常","湖南省长沙市望城区G5513(长常高速),距下谭家老屋 约448米,距唐家坪 约470米",112.778244,28.247772,0.0,112
262,2017-05-05 18:40:00,0,112,"ACC开,3D定位,天线正常","湖南省长沙市望城区G5513(长常高速),距下谭家老屋 约448米,距唐家坪 约470米",112.778244,28.247772,0.0,112
263,2017-05-05 18:40:00,0,112,"ACC开,3D定位,天线正常","湖南省长沙市望城区G5513(长常高速),距下谭家老屋 约448米,距唐家坪 约470米",112.778244,28.247772,0.0,112
264,2017-05-05 18:41:00,0,112,"ACC开,3D定位,天线正常","湖南省长沙市望城区G5513(长常高速),距下谭家老屋 约472米,距唐家坪 约476米",112.77849,28.247776,24.10048457602301,112
265,2017-05-05 18:42:00,0,112,"ACC开,3D定位,天线正常","湖南省长沙市望城区G5513(长常高速),距下谭家老屋 约472米,距唐家坪 约476米",112.77849,28.247776,0.0,112
266,2017-05-05 18:42:00,0,112,"ACC开,3D定位,天线正常","湖南省长沙市望城区G5513(长常高速),距下谭家老屋 约472米,距唐家坪 约476米",112.77849,28.247776,0.0,112
267,2017-05-05 18:43:00,0,112,"ACC开,3D定位,天线正常","湖南省长沙市望城区G5513(长常高速),距下谭家老屋 约472米,距唐家坪 约476米",112.77849,28.247776,0.0,112
268,2017-05-05 18:43:00,0,112,"ACC开,3D定位,天线正常","湖南省长沙市望城区G5513(长常高速),距下谭家老屋 约472米,距唐家坪 约476米",112.77849,28.247776,0.0,112
269,2017-05-05 18:44:00,26,112,"ACC开,3D定位,天线正常","湖南省长沙市望城区G5513(长常高速),距唐家坪 约496米,距新塘 约590米",112.780106,28.24827800000001,167.84515984827542,112
270,2017-05-05 18:44:00,47,112,"ACC开,3D定位,天线正常","湖南省长沙市望城区G5513(长常高速),距李家老屋 约328米,距新塘 约621米",112.78348,28.24863,332.8002026464687,112
271,2017-05-05 18:45:00,56,113,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距李家老屋 约150米,距湖南省公安厅交警总队高速公路管理支队长沙西警务站 约454米",112.78823,28.24807,469.4214863019967,113
272,2017-05-05 18:45:00,44,113,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距河西汽车城 约177米,距东风本田兰天兴天店 约190米",112.79262,28.24694,447.9953489665782,113
273,2017-05-05 18:46:00,59,113,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距大冲 约240米,距鹧鸪塘 约320米",112.79703,28.24585,448.6584966130506,113
274,2017-05-05 18:46:00,61,113,"ACC开,3D定位,天线正常","湖南省长沙市望城区黄桥大道,距三益村 约181米,距蒋军农庄 约182米",112.802475,28.24445,555.6197687746786,113
275,2017-05-05 18:47:00,54,114,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距童家冲 约279米,距龙头坝 约297米",112.807365,28.243225,497.9976531760466,114
276,2017-05-05 18:47:00,55,114,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距龙头坝 约261米,距童家冲 约272米",112.81209,28.242092,479.6886296464588,114
277,2017-05-05 18:48:00,57,114,"ACC开,3D定位,天线正常","湖南省长沙市望城区X075,距乾扶塘 约149米,距明华村 约275米",112.81703,28.241392,490.13397181915656,114
278,2017-05-05 18:48:00,61,114,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距方塘冲 约339米,距龙门塘 约359米",112.822495,28.241064,536.5856552581625,114
279,2017-05-05 18:49:00,54,115,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距龙门塘 约153米,距华龙家园 约302米",112.82751,28.240788,492.22233324627206,115
280,2017-05-05 18:50:00,56,115,"ACC开,3D定位,天线正常","湖南省长沙市望城区汇智路,距刘家洲 约235米,距长沙洋大葱的蜗居普通公寓 约267米",112.83248,28.24051,487.83813304830994,115
281,2017-05-05 18:50:00,61,115,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距戏楼屋 约197米,距中国通号长沙产业园 约361米",112.83775,28.23995,519.9894444836574,115
282,2017-05-05 18:51:00,50,115,"ACC开,3D定位,天线正常","湖南省长沙市望城区X069(雷高路),距湖南亚鲁特幕墙门窗科技有限公司 约222米,距湖南斯多孚节能科技有限公司 约236米",112.84258,28.238916,486.91811357394516,115
283,2017-05-05 18:51:00,37,115,"ACC开,3D定位,天线正常","湖南省长沙市望城区长兴路,距潭湖塘 约139米,距长沙岱勒新材料科技股份有限公司 约199米",112.846535,28.237995,400.7435547501248,115
284,2017-05-05 18:52:00,54,116,"ACC开,3D定位,天线正常","湖南省长沙市望城区长兴路,距板塘坳 约138米,距潭湖塘 约326米",112.85078,28.237005,430.17337528451066,116
285,2017-05-05 18:52:00,56,116,"ACC开,3D定位,天线正常","湖南省长沙市岳麓区长兴路,距甘家冲 约70米,距夏家塘 约78米",112.855644,28.235865000000004,493.0661038480398,116
286,2017-05-05 18:53:00,55,116,"ACC开,3D定位,天线正常","湖南省长沙市岳麓区麓松路,距湖南方盛制药股份有限公司-北门 约132米,距湖南方盛制药公司 约138米",112.86042,28.234615,488.0866000597803,116
287,2017-05-05 18:53:00,54,116,"ACC开,3D定位,天线正常","湖南省长沙市岳麓区嘉运路,距湖南湘投金天钛金属公司-西门 约132米,距湖南崇友电梯科技有限公司-东南门 约193米",112.86484,28.23307,465.84302955985663,116
288,2017-05-05 18:54:00,57,117,"ACC开,3D定位,天线正常","湖南省长沙市岳麓区东方红中路,距湖南能翔优卡新能源汽车运营有限公司 约69米,距奥盛特工业园 约81米",112.86944,28.231258,493.64016414693464,117
289,2017-05-05 18:54:00,42,117,"ACC开,3D定位,天线正常","湖南省长沙市岳麓区林语路,距湖南惟楚线缆高分子材料有限公司 约157米,距金沙药业 约170米",112.873886,28.229797,464.8782505857167,117
290,2017-05-05 18:55:00,54,117,"ACC开,3D定位,天线正常","湖南省长沙市岳麓区麓松路,距威胜集团有限公司-东门 约12米,距果之味果坊连锁 约43米",112.87829,28.22922100000001,436.1858059113122,117
291,2017-05-05 18:55:00,56,117,"ACC开,3D定位,天线正常","湖南省长沙市岳麓区,距保利A11汗蒸养生馆 约107米,距桂花垄12幢 约115米",112.88331,28.22908,492.05856782439554,117
292,2017-05-05 18:56:00,57,118,"ACC开,3D定位,天线正常","湖南省长沙市岳麓区,距保利林语中心 约199米,距干子塘 约128米",112.88827,28.228806,486.8856780783924,118
293,2017-05-05 18:56:00,52,118,"ACC开,3D定位,天线正常","湖南省长沙市岳麓区,距斑竹坡 约112米,距百步塘 约126米",112.89343,28.228392,507.6188170589396,118
294,2017-05-05 18:57:00,32,118,"ACC开,3D定位,天线正常","湖南省长沙市岳麓区麓谷大道,距长沙伟徽高科技新材料股份有限公司 约47米,距高新区交通事故调处中心 约76米",112.897514,28.228292,400.26644030232353,118
295,2017-05-05 18:58:00,36,118,"ACC开,3D定位,天线正常","湖南省长沙市岳麓区麓天路,距湖南知新文化传播有限公司 约11米,距五矿·麓谷科技产业园 约70米",112.900665,28.228212,308.83378353330085,118
296,2017-05-05 18:58:00,41,118,"ACC开,3D定位,天线正常","湖南省长沙市岳麓区麓枫路46号,距时代矿机 约72米,距湖南科尔生物技术有限公司-西南门 约82米",112.9041,28.228346,336.8589309639683,118
297,2017-05-05 18:59:00,39,119,"ACC开,3D定位,天线正常","湖南省长沙市岳麓区汇达路,距湖南拓天节能控制技术股份有限公司 约20米,距长沙启科电子有限公司 约33米",112.90781,28.228477,363.76248495481,119
298,2017-05-05 18:59:00,40,119,"ACC开,3D定位,天线正常","湖南省长沙市岳麓区麓天路9号,距湖南吉安物业管理服务有限公司 约54米,距湖南麓谷生物技术有限公司 约104米",112.91148,28.228456,359.55929084606134,119
299,2017-05-05 19:00:00,9,119,"ACC开,3D定位,天线正常","湖南省长沙市岳麓区沿高路,距五强企业集团-西门 约48米,距时代广场风尚街-北门 约82米",112.9136,28.228153,210.4127319049914,119
300,2017-05-05 19:00:00,17,119,"ACC开,3D定位,天线正常","湖南省长沙市岳麓区麓天路9号,距湖南师大附中博才实验中学 约69米,距时代广场风尚街-北门 约61米",112.91238,28.227486,140.66599399479642,119
301,2017-05-05 19:01:00,32,119,"ACC开,3D定位,天线正常","湖南省长沙市岳麓区麓天路,距湖南麓谷生物技术有限公司 约58米,距湖南华源鑫庆医药有限公司 约72米",112.91227,28.22872000000001,137.63728514298685,119
302,2017-05-05 19:01:00,43,119,"ACC开,3D定位,天线正常","湖南省长沙市岳麓区岳麓西大道,距毛家酒店 约32米,距名流汽车维修养护 约32米",112.91352,28.231781,361.7280633060862,119
303,2017-05-05 19:02:00,45,119,"ACC开,3D定位,天线正常","湖南省长沙市岳麓区S101(雷锋大道),距宜居莱茵城 约115米,距宜居莱茵城-A13栋 约36米",112.914825,28.235102,390.78301698353204,119
304,2017-05-05 19:02:00,45,120,"ACC开,3D定位,天线正常","湖南省长沙市岳麓区杜鹃路,距杜鹃文苑 约108米,距青山村 约123米",112.916,28.238474,392.22039926993375,120
305,2017-05-05 19:03:00,51,120,"ACC开,3D定位,天线正常","湖南省长沙市岳麓区青山路,距白石坡 约43米,距天福园 约62米",112.917305,28.242294,443.58521761691213,120
