Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
0,0,0,0,,2017-04-24 07:17:19,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区高泗路,距武陵区丹洲乡高泗小学 约27米,距武陵区丹洲乡高泗小学-南门 约50米",111.654625,29.030165000000004,,0
1,1,1,1,,2017-04-24 07:17:54,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区高泗路,距武陵区丹洲乡高泗小学 约31米,距武陵区丹洲乡高泗小学-南门 约46米",111.654755,29.030058,17.35829095765713,0
2,2,2,2,,2017-04-24 07:18:26,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区高泗路,距武陵区丹洲乡高泗小学 约31米,距武陵区丹洲乡高泗小学-南门 约46米",111.654755,29.030058,0.0,0
3,3,3,3,,2017-04-24 07:18:58,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区高泗路,距武陵区丹洲乡高泗小学 约31米,距武陵区丹洲乡高泗小学-南门 约46米",111.654755,29.030058,0.0,0
4,4,4,4,,2017-04-24 07:19:30,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区高泗路,距武陵区丹洲乡高泗小学 约31米,距武陵区丹洲乡高泗小学-南门 约46米",111.654755,29.030058,0.0,0
5,5,5,5,,2017-04-24 07:20:02,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区高泗路,距武陵区丹洲乡高泗小学 约31米,距武陵区丹洲乡高泗小学-南门 约46米",111.654755,29.030058,0.0,0
6,6,6,6,,2017-04-24 07:20:34,6,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区高泗路,距武陵区丹洲乡高泗小学 约70米,距武陵区丹洲乡高泗小学-南门 约97米",111.65462,29.03059600000001,61.245905469898936,0
7,7,7,7,,2017-04-24 07:21:06,11,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区高泗路,距武陵区丹洲乡高泗小学 约107米,距武陵区丹洲乡高泗小学-南门 约133米",111.65474,29.030907,36.49670341382418,0
8,8,8,8,,2017-04-24 07:21:38,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区高泗路,距武陵区丹洲乡高泗小学 约156米,距武陵区丹洲乡高泗小学-南门 约177米",111.65546,29.031069,72.28204095096613,0
9,9,9,9,,2017-04-24 07:22:10,6,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区高泗路,距武陵区丹洲乡高泗小学 约230米,距武陵区丹洲乡高泗小学-南门 约252米",111.65582,29.03167,75.43908934008971,0
10,10,10,10,,2017-04-24 07:25:42,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区高泗路,距武陵区丹洲乡高泗小学 约232米,距武陵区丹洲乡高泗小学-南门 约254米",111.655815,29.031694,2.712595494737544,0
11,11,11,11,,2017-04-24 07:28:54,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区高泗路,距武陵区丹洲乡高泗小学 约232米,距武陵区丹洲乡高泗小学-南门 约254米",111.655815,29.031694,0.0,0
12,12,12,12,,2017-04-24 07:30:14,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区高泗路,距武陵区丹洲乡高泗小学 约232米,距武陵区丹洲乡高泗小学-南门 约254米",111.655815,29.031694,0.0,0
13,13,13,13,,2017-04-24 07:30:46,15,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区高泗路,距武陵区丹洲乡高泗小学 约251米,距武陵区丹洲乡高泗小学-南门 约274米",111.65581,29.031906,23.578369445160146,0
14,14,14,14,,2017-04-24 07:31:19,23,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区高泗路,距常德市晶鑫绝缘材料有限公司-工会委员会 约307米,距高泗村 约352米",111.65573,29.033457,172.63886876133202,0
15,15,15,15,,2017-04-24 07:31:50,13,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区桃花源路辅路,距常德市晶鑫绝缘材料有限公司-工会委员会 约180米,距新北站 约304米",111.655655,29.034952,166.39648781407237,0
16,16,16,16,,2017-04-24 07:32:22,6,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区桃花源路辅路,距常德市晶鑫绝缘材料有限公司-工会委员会 约156米,距新北站 约223米",111.65569,29.0357,83.24349709864157,0
17,17,17,17,,2017-04-24 07:32:54,8,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区桃花源路辅路,距常德市晶鑫绝缘材料有限公司-工会委员会 约163米,距新北站 约165米",111.65569,29.036257,61.93566163444887,0
18,18,18,18,,2017-04-24 07:33:27,15,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区桃花源路辅路,距新北站 约79米,距常德市晶鑫绝缘材料有限公司-工会委员会 约226米",111.65565,29.03733,119.37568111411831,0
19,19,19,19,,2017-04-24 07:33:59,21,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区桃花源路,距常德汽车北站 约159米,距新北站 约172米",111.655594,29.038996,185.33098931568128,0
20,20,20,20,,2017-04-24 07:34:31,6,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区桃花源路,距常德汽车北站 约186米,距常德市武陵区岩坪小学 约236米",111.6556,29.03977,86.06697140537018,0
21,21,21,21,,2017-04-24 07:35:03,31,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区桃花源路,距岩坪村 约108米,距常德职业技术学院农科教技术服务中心 约210米",111.65556,29.041553000000004,198.2989653525813,0
22,22,22,22,,2017-04-24 07:35:35,14,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区桃花源路,距湖南常德路桥建设有限公司-北门 约187米,距常德职业技术学院农科教技术服务中心 约196米",111.655525,29.043375,202.62601148079258,0
23,23,23,23,,2017-04-24 07:36:07,24,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区桃花源路,距武陵区护城乡岩坪村卫生室 约170米,距亦冕居 约194米",111.65553,29.04447,121.7595868507087,0
24,24,24,24,,2017-04-24 07:36:38,24,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区桃花源路,距聚宝村 约201米,距亦冕居 约238米",111.65538,29.046398,214.87944161381387,0
25,25,25,25,,2017-04-24 07:37:11,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区桃花源路,距项家屋场 约129米,距聚宝村 约257米",111.65536000000002,29.047695,144.23312743299383,1
26,26,26,26,,2017-04-24 07:37:43,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区桃花源路,距项家屋场 约81米,距聚宝村 约351米",111.65528,29.048878,131.77345401411682,1
27,27,27,27,,2017-04-24 07:38:15,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区桃花源路,距项家屋场 约80米,距聚宝村 约351米",111.65527,29.048883,1.1198375977650212,1
28,28,28,28,,2017-04-24 07:38:47,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区桃花源路,距项家屋场 约80米,距聚宝村 约351米",111.65527,29.048883,0.0,1
29,29,29,29,,2017-04-24 07:39:20,20,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区桃花源路,距项家屋场 约171米,距聚宝安置小区 约382米",111.65526,29.049988,122.87441262891285,1
30,30,30,30,,2017-04-24 07:39:52,24,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区桃花源路,距聚宝安置小区 约227米,距项家屋场 约351米",111.65518,29.051708,191.41357363424402,1
31,31,31,31,,2017-04-24 07:40:24,30,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区桃花源路,距聚宝安置小区 约191米,距常德市汇文中学 约275米",111.65519,29.053690000000003,220.39079954755942,1
32,32,32,32,,2017-04-24 07:40:56,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区桃花源路,距金三角商行 约143米,距常德市汇文中学 约174米",111.655495,29.055098,159.34489956661122,1
33,33,33,33,,2017-04-24 07:41:28,20,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约71米,距金三角商行 约111米",111.65659,29.055122,106.46910952257623,1
34,34,34,34,,2017-04-24 07:42:00,8,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约83米,距金三角商行 约197米",111.657814,29.054834000000003,123.2093863848529,1
35,35,35,35,,2017-04-24 07:42:32,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,10.536217799710062,1
36,36,36,36,,2017-04-24 07:43:04,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
37,37,37,37,,2017-04-24 07:44:10,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
38,38,38,38,,2017-04-24 07:47:26,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
39,39,39,39,,2017-04-24 07:50:43,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
40,40,40,40,,2017-04-24 07:52:01,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
41,41,41,41,,2017-04-24 07:52:34,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
42,42,42,42,,2017-04-24 07:53:06,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
43,43,43,43,,2017-04-24 07:53:38,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
44,44,44,44,,2017-04-24 07:54:10,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
45,45,45,45,,2017-04-24 07:54:42,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
46,46,46,46,,2017-04-24 07:55:14,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
47,47,47,47,,2017-04-24 07:55:46,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
48,48,48,48,,2017-04-24 07:56:18,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
49,49,49,49,,2017-04-24 07:56:50,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
50,50,50,50,,2017-04-24 07:57:22,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
51,51,51,51,,2017-04-24 07:57:54,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
52,52,52,52,,2017-04-24 07:58:26,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
53,53,53,53,,2017-04-24 07:58:58,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
54,54,54,54,,2017-04-24 07:59:30,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
55,55,55,55,,2017-04-24 08:00:03,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
56,56,56,56,,2017-04-24 08:00:35,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
57,57,57,57,,2017-04-24 08:01:07,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
58,58,58,58,,2017-04-24 08:01:38,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
59,59,59,59,,2017-04-24 08:02:10,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
60,60,60,60,,2017-04-24 08:02:42,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
61,61,61,61,,2017-04-24 08:03:14,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
62,62,62,62,,2017-04-24 08:03:46,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
63,63,63,63,,2017-04-24 08:04:19,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
64,64,64,64,,2017-04-24 08:04:51,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
65,65,65,65,,2017-04-24 08:05:22,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
66,66,66,66,,2017-04-24 08:05:54,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
67,67,67,67,,2017-04-24 08:06:26,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
68,68,68,68,,2017-04-24 08:06:58,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
69,69,69,69,,2017-04-24 08:07:31,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
70,70,70,70,,2017-04-24 08:08:03,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约93米,距金三角商行 约207米",111.65791000000002,29.05479,0.0,1
