Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
0,0,0,0,,2017-04-19 06:48:37,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区高泗路,距武陵区丹洲乡高泗小学 约34米,距武陵区丹洲乡高泗小学-南门 约52米",111.65476,29.030123,,0
1,1,1,1,,2017-04-19 06:51:54,5,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区高泗路,距武陵区丹洲乡高泗小学 约80米,距武陵区丹洲乡高泗小学-南门 约107米",111.654564,29.030697,66.60997539025212,0
2,2,2,2,,2017-04-19 06:52:26,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区高泗路,距武陵区丹洲乡高泗小学 约157米,距武陵区丹洲乡高泗小学-南门 约178米",111.655495,29.031054,98.83797780243448,0
3,3,3,3,,2017-04-19 06:52:58,12,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区高泗路,距武陵区丹洲乡高泗小学 约179米,距武陵区丹洲乡高泗小学-南门 约199米",111.65574,29.031134,25.426760579809674,0
4,4,4,4,,2017-04-19 06:53:30,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区高泗路,距武陵区丹洲乡高泗小学 约233米,距武陵区丹洲乡高泗小学-南门 约256米",111.65582,29.031708,64.29814388829323,0
5,5,5,5,,2017-04-19 06:56:47,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区高泗路,距武陵区丹洲乡高泗小学 约233米,距武陵区丹洲乡高泗小学-南门 约256米",111.65582,29.031708,0.0,0
6,6,6,6,,2017-04-19 06:57:47,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区高泗路,距武陵区丹洲乡高泗小学 约233米,距武陵区丹洲乡高泗小学-南门 约256米",111.65582,29.031708,0.0,0
7,7,7,7,,2017-04-19 06:58:19,13,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区高泗路,距武陵区丹洲乡高泗小学 约262米,距武陵区丹洲乡高泗小学-南门 约285米",111.65574,29.032051,38.924906079759715,0
8,8,8,8,,2017-04-19 06:58:48,24,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区,距常德市晶鑫绝缘材料有限公司-工会委员会 约279米,距高泗村 约359米",111.655716,29.033745,188.37892322746498,0
9,9,9,9,,2017-04-19 06:59:20,21,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区桃花源路辅路,距常德市晶鑫绝缘材料有限公司-工会委员会 约156米,距新北站 约232米",111.65568,29.035612,207.63072201348052,0
10,10,10,10,,2017-04-19 06:59:52,25,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区桃花源路辅路,距新北站 约76米,距常德汽车北站 约225米",111.65565,29.037392,197.94873653798408,0
11,11,11,11,,2017-04-19 07:00:24,25,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区桃花源路,距常德汽车北站 约186米,距常德市武陵区岩坪小学 约238米",111.65558,29.039736,260.73010105516784,0
12,12,12,12,,2017-04-19 07:00:56,34,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区桃花源路,距岩坪村 约105米,距常德职业技术学院农科教技术服务中心 约186米",111.65555,29.042032,255.32056961202002,0
13,13,13,13,,2017-04-19 07:01:28,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区桃花源路,距湖南常德路桥建设有限公司-北门 约185米,距武陵区护城乡岩坪村卫生室 约185米",111.655525,29.043728,188.60252119771516,0
14,14,14,14,,2017-04-19 07:02:00,17,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区桃花源路,距武陵区护城乡岩坪村卫生室 约174米,距湖南常德路桥建设有限公司-北门 约190米",111.65554,29.044088,40.05677991433841,0
15,15,15,15,,2017-04-19 07:02:32,23,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区桃花源路,距聚宝村 约202米,距亦冕居 约216米",111.655396,29.04608,221.9425002294481,1
16,16,16,16,,2017-04-19 07:03:04,26,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区桃花源路,距项家屋场 约101米,距聚宝村 约278米",111.65531,29.048012,214.99150299210442,1
17,17,17,17,,2017-04-19 07:03:36,27,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区桃花源路,距项家屋场 约152米,距聚宝安置小区 约399米",111.65525,29.049809000000003,199.9026684076131,1
18,18,18,18,,2017-04-19 07:04:08,24,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区桃花源路,距聚宝安置小区 约214米,距项家屋场 约368米",111.65515,29.051872,229.60131792032325,1
19,19,19,19,,2017-04-19 07:04:40,29,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区桃花源路,距聚宝安置小区 约200米,距常德市汇文中学 约264米",111.65523,29.0538,214.52510865711545,1
20,20,20,20,,2017-04-19 07:05:12,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区桃花源路,距金三角商行 约150米,距常德市汇文中学 约177米",111.65547,29.05504,139.84147892322014,1
21,21,21,21,,2017-04-19 07:05:44,15,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区桃花源路,距常德市汇文中学 约80米,距金三角商行 约114米",111.6565,29.05508,100.2163585482401,1
22,22,22,22,,2017-04-19 07:06:16,10,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约75米,距金三角商行 约178米",111.65732,29.054716,89.39339014599906,1
23,23,23,23,,2017-04-19 07:06:54,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约79米,距金三角商行 约192米",111.65769,29.05479,36.8939795141051,1
24,24,24,24,,2017-04-19 07:08:06,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约83米,距金三角商行 约195米",111.657684,29.054752,4.265472029381302,1
25,25,25,25,,2017-04-19 07:11:24,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约83米,距金三角商行 约195米",111.657684,29.054752,0.0,1
26,26,26,26,,2017-04-19 07:14:41,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约83米,距金三角商行 约195米",111.657684,29.054752,0.0,1
27,27,27,27,,2017-04-19 07:17:57,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约83米,距金三角商行 约195米",111.657684,29.054752,0.0,1
28,28,28,28,,2017-04-19 07:21:13,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约83米,距金三角商行 约195米",111.657684,29.054752,0.0,1
29,29,29,29,,2017-04-19 07:24:29,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约83米,距金三角商行 约195米",111.657684,29.054752,0.0,1
30,30,30,30,,2017-04-19 07:27:45,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约83米,距金三角商行 约195米",111.657684,29.054752,0.0,1
31,31,31,31,,2017-04-19 07:30:26,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约83米,距金三角商行 约195米",111.657684,29.054752,0.0,1
32,32,32,32,,2017-04-19 07:31:22,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约83米,距金三角商行 约195米",111.657684,29.054752,0.0,1
33,33,33,33,,2017-04-19 07:31:54,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约83米,距金三角商行 约195米",111.657684,29.054752,0.0,1
34,34,34,34,,2017-04-19 07:32:27,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约83米,距金三角商行 约195米",111.657684,29.054752,0.0,1
35,35,35,35,,2017-04-19 07:32:58,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约83米,距金三角商行 约195米",111.657684,29.054752,0.0,1
36,36,36,36,,2017-04-19 07:33:30,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约83米,距金三角商行 约195米",111.657684,29.054752,0.0,1
37,37,37,37,,2017-04-19 07:34:02,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约83米,距金三角商行 约195米",111.657684,29.054752,0.0,1
38,38,38,38,,2017-04-19 07:34:34,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约83米,距金三角商行 约195米",111.657684,29.054752,0.0,1
39,39,39,39,,2017-04-19 07:35:06,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约83米,距金三角商行 约195米",111.657684,29.054752,0.0,1
40,40,40,40,,2017-04-19 07:35:38,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约83米,距金三角商行 约195米",111.657684,29.054752,0.0,1
41,41,41,41,,2017-04-19 07:36:10,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约83米,距金三角商行 约195米",111.657684,29.054752,0.0,1
42,42,42,42,,2017-04-19 07:36:42,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约83米,距金三角商行 约195米",111.657684,29.054752,0.0,1
43,43,43,43,,2017-04-19 07:37:14,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约83米,距金三角商行 约195米",111.657684,29.054752,0.0,1
44,44,44,44,,2017-04-19 07:37:46,0,1,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约83米,距金三角商行 约195米",111.657684,29.054752,0.0,1
