Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
0,1,1,1,,2017-04-30 00:01:00,69,0,"ACC开,3D定位,天线正常","河南省南阳市西峡县,距胡坡沟 约628米",111.626,33.210674,847.1399188214197,0
1,2,2,2,,2017-04-30 00:01:48,62,0,"ACC开,3D定位,天线正常","河南省南阳市西峡县,距石庙 约523米",111.619835,33.217262,930.3576613162787,0
2,3,3,3,,2017-04-30 00:02:36,65,1,"ACC开,3D定位,天线正常","河南省南阳市西峡县,距雨帽石沟 约332米,距石庙 约415米",111.6119,33.22205,910.1104837142477,1
3,4,4,4,,2017-04-30 00:03:24,67,1,"ACC开,3D定位,天线正常","河南省南阳市西峡县,距雨帽石沟 约758米",111.60401,33.225357,820.8877080184295,1
4,5,5,5,,2017-04-30 00:04:12,78,1,"ACC开,3D定位,天线正常","河南省南阳市西峡县,距老庄 约429米,距柳树沟 约636米",111.59463999999998,33.229766999999995,1000.0298906858977,1
5,6,6,6,,2017-04-30 00:05:00,63,2,"ACC开,3D定位,天线正常","河南省南阳市西峡县,距王营 约527米,距柳树沟 约821米",111.588905,33.235455,827.3772259413026,2
6,7,7,7,,2017-04-30 00:05:48,76,2,"ACC开,3D定位,天线正常","河南省南阳市西峡县,距大坪 约140米,距连营 约693米",111.58384,33.243145,976.2548711001863,2
7,8,8,8,,2017-04-30 00:06:36,79,2,"ACC开,3D定位,天线正常","河南省南阳市西峡县,距连营 约266米",111.57836,33.250409999999995,955.1409851370308,2
8,9,9,9,,2017-04-30 00:07:24,65,3,"ACC开,3D定位,天线正常","河南省南阳市西峡县,距吕营 约111米,距万湾 约211米",111.5755,33.258823,972.5506767137416,3
9,10,10,10,,2017-04-30 00:08:12,72,3,"ACC开,3D定位,天线正常","河南省南阳市西峡县,距后沟 约132米,距小沙岭 约449米",111.57074,33.266684999999995,979.8587920766432,3
10,11,11,11,,2017-04-30 00:08:59,88,3,"ACC开,3D定位,天线正常","河南省南阳市西峡县G312(沪霍线),距西峡发源肉联有限责任公司-东南门 约206米,距西峡发源肉联有限责任公司 约217米",111.563034,33.273712,1060.0927314623307,3
11,12,12,12,,2017-04-30 00:09:47,70,4,"ACC开,3D定位,天线正常","河南省南阳市西峡县,距燕营 约320米,距长岭 约357米",111.5537,33.2797,1093.7374296830103,4
12,13,13,13,,2017-04-30 00:10:36,73,4,"ACC开,3D定位,天线正常","河南省南阳市西峡县,距柴沟 约531米,距下柴营 约567米",111.54673,33.28581,938.8110013996053,4
13,14,14,14,,2017-04-30 00:11:24,68,4,"ACC开,3D定位,天线正常","河南省南阳市西峡县,距卢医庙沟 约188米,距庙沟 约306米",111.541695,33.29283,910.1332323115423,4
14,15,15,15,,2017-04-30 00:12:11,81,5,"ACC开,3D定位,天线正常","河南省南阳市西峡县X048,距郭家营 约313米,距李营 约446米",111.53629,33.300426,982.7340128635117,5
15,16,16,16,,2017-04-30 00:13:00,65,5,"ACC开,3D定位,天线正常","河南省南阳市西峡县,距金营 约189米,距李营 约586米",111.5293,33.307648,1032.8970947962302,5
16,17,17,17,,2017-04-30 00:13:48,37,5,"ACC开,3D定位,天线正常","河南省南阳市西峡县,距铁楼 约246米,距后沟 约453米",111.5239,33.313267,801.3663308272812,5
17,18,18,18,,2017-04-30 00:14:36,0,5,"ACC开,3D定位,天线正常","河南省南阳市西峡县,距铁楼 约146米,距后沟 约328米",111.5235,33.314342,125.1802551306456,5
18,19,19,19,,2017-04-30 00:15:25,0,5,"ACC开,3D定位,天线正常","河南省南阳市西峡县,距铁楼 约146米,距后沟 约328米",111.5235,33.314342,0.0,5
19,20,20,20,,2017-04-30 00:16:13,0,5,"ACC开,3D定位,天线正常","河南省南阳市西峡县,距铁楼 约146米,距后沟 约328米",111.5235,33.314342,0.0,5
20,21,21,21,,2017-04-30 00:17:01,0,5,"ACC开,3D定位,天线正常","河南省南阳市西峡县,距铁楼 约146米,距后沟 约328米",111.5235,33.314342,0.0,5
21,22,22,22,,2017-04-30 00:20:17,0,5,"ACC开,3D定位,天线正常","河南省南阳市西峡县,距铁楼 约146米,距后沟 约328米",111.5235,33.314342,0.0,5
22,23,23,23,,2017-04-30 00:23:33,0,5,"ACC开,3D定位,天线正常","河南省南阳市西峡县,距铁楼 约146米,距后沟 约328米",111.5235,33.314342,0.0,5
23,24,24,24,,2017-04-30 00:26:49,0,5,"ACC开,3D定位,天线正常","河南省南阳市西峡县,距铁楼 约146米,距后沟 约328米",111.5235,33.314342,0.0,5
24,25,25,25,,2017-04-30 00:30:05,0,5,"ACC开,3D定位,天线正常","河南省南阳市西峡县,距铁楼 约146米,距后沟 约328米",111.5235,33.314342,0.0,5
25,26,26,26,,2017-04-30 00:33:22,0,5,"ACC开,3D定位,天线正常","河南省南阳市西峡县,距铁楼 约146米,距后沟 约328米",111.5235,33.314342,0.0,5
26,27,27,27,,2017-04-30 00:36:38,0,5,"ACC开,3D定位,天线正常","河南省南阳市西峡县,距铁楼 约146米,距后沟 约328米",111.5235,33.314342,0.0,5
27,28,28,28,,2017-04-30 00:39:54,0,5,"ACC开,3D定位,天线正常","河南省南阳市西峡县,距铁楼 约146米,距后沟 约328米",111.5235,33.314342,0.0,5
28,29,29,29,,2017-04-30 00:43:10,0,5,"ACC开,3D定位,天线正常","河南省南阳市西峡县,距铁楼 约146米,距后沟 约328米",111.5235,33.314342,0.0,5
29,30,30,30,,2017-04-30 00:46:25,0,5,"ACC开,3D定位,天线正常","河南省南阳市西峡县,距铁楼 约146米,距后沟 约328米",111.5235,33.314342,0.0,5
30,31,31,31,,2017-04-30 00:49:42,0,5,"ACC开,3D定位,天线正常","河南省南阳市西峡县,距铁楼 约146米,距后沟 约328米",111.5235,33.314342,0.0,5
31,32,32,32,,2017-04-30 00:52:59,0,5,"ACC开,3D定位,天线正常","河南省南阳市西峡县,距铁楼 约146米,距后沟 约328米",111.5235,33.314342,0.0,5
32,33,33,33,,2017-04-30 00:56:15,0,5,"ACC开,3D定位,天线正常","河南省南阳市西峡县,距铁楼 约146米,距后沟 约328米",111.5235,33.314342,0.0,5
33,34,34,34,,2017-04-30 00:59:31,0,5,"ACC开,3D定位,天线正常","河南省南阳市西峡县,距铁楼 约146米,距后沟 约328米",111.5235,33.314342,0.0,5
34,35,35,35,,2017-04-30 01:02:46,0,5,"ACC开,3D定位,天线正常","河南省南阳市西峡县,距铁楼 约146米,距后沟 约328米",111.5235,33.314342,0.0,5
