Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
0,0,0,0,,2017-04-18 00:01:19,0,0,"ACC开,3D定位,天线正常","湖南省益阳市赫山区团圆南路,距祝家村 约248米,距湖南城市学院音乐楼-东门 约348米",112.3895,28.542608,,0
1,1,1,1,,2017-04-18 00:04:35,0,0,"ACC开,3D定位,天线正常","湖南省益阳市赫山区团圆南路,距祝家村 约248米,距湖南城市学院音乐楼-东门 约348米",112.3895,28.542608,0.0,0
2,2,2,2,,2017-04-18 00:07:51,0,0,"ACC开,3D定位,天线正常","湖南省益阳市赫山区团圆南路,距祝家村 约248米,距湖南城市学院音乐楼-东门 约348米",112.3895,28.542608,0.0,0
3,3,3,3,,2017-04-18 00:11:08,0,0,"ACC开,3D定位,天线正常","湖南省益阳市赫山区团圆南路,距祝家村 约248米,距湖南城市学院音乐楼-东门 约348米",112.3895,28.542608,0.0,0
4,4,4,4,,2017-04-18 00:14:23,0,0,"ACC开,3D定位,天线正常","湖南省益阳市赫山区团圆南路,距祝家村 约248米,距湖南城市学院音乐楼-东门 约348米",112.3895,28.542608,0.0,0
5,5,5,5,,2017-04-18 00:17:40,0,0,"ACC开,3D定位,天线正常","湖南省益阳市赫山区团圆南路,距祝家村 约248米,距湖南城市学院音乐楼-东门 约348米",112.3895,28.542608,0.0,0
6,6,6,6,,2017-04-18 00:20:56,0,0,"ACC开,3D定位,天线正常","湖南省益阳市赫山区团圆南路,距祝家村 约248米,距湖南城市学院音乐楼-东门 约348米",112.3895,28.542608,0.0,0
7,7,7,7,,2017-04-18 00:24:12,0,0,"ACC开,3D定位,天线正常","湖南省益阳市赫山区团圆南路,距祝家村 约248米,距湖南城市学院音乐楼-东门 约348米",112.3895,28.542608,0.0,0
8,8,8,8,,2017-04-18 00:27:28,0,0,"ACC开,3D定位,天线正常","湖南省益阳市赫山区团圆南路,距祝家村 约248米,距湖南城市学院音乐楼-东门 约348米",112.3895,28.542608,0.0,0
9,9,9,9,,2017-04-18 00:30:44,0,0,"ACC开,3D定位,天线正常","湖南省益阳市赫山区团圆南路,距祝家村 约248米,距湖南城市学院音乐楼-东门 约348米",112.3895,28.542608,0.0,0
