Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
0,0,0,0,,2017-04-26 00:01:58,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区高泗路,距武陵区丹洲乡高泗小学 约10米,距武陵区丹洲乡高泗小学-南门 约34米",111.65454,29.03003,,0
1,1,1,1,,2017-04-26 00:05:14,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区高泗路,距武陵区丹洲乡高泗小学 约10米,距武陵区丹洲乡高泗小学-南门 约34米",111.65454,29.03003,0.0,0
2,2,2,2,,2017-04-26 00:08:30,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区高泗路,距武陵区丹洲乡高泗小学 约10米,距武陵区丹洲乡高泗小学-南门 约34米",111.65454,29.03003,0.0,0
3,3,3,3,,2017-04-26 00:11:47,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区高泗路,距武陵区丹洲乡高泗小学 约10米,距武陵区丹洲乡高泗小学-南门 约34米",111.65454,29.03003,0.0,0
4,4,4,4,,2017-04-26 00:15:02,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区高泗路,距武陵区丹洲乡高泗小学 约10米,距武陵区丹洲乡高泗小学-南门 约34米",111.65454,29.03003,0.0,0
5,5,5,5,,2017-04-26 00:18:19,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区高泗路,距武陵区丹洲乡高泗小学 约10米,距武陵区丹洲乡高泗小学-南门 约34米",111.65454,29.03003,0.0,0
6,6,6,6,,2017-04-26 00:21:35,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区高泗路,距武陵区丹洲乡高泗小学 约10米,距武陵区丹洲乡高泗小学-南门 约34米",111.65454,29.03003,0.0,0
7,7,7,7,,2017-04-26 00:24:51,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区高泗路,距武陵区丹洲乡高泗小学 约10米,距武陵区丹洲乡高泗小学-南门 约34米",111.65454,29.03003,0.0,0
8,8,8,8,,2017-04-26 00:28:07,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区高泗路,距武陵区丹洲乡高泗小学 约10米,距武陵区丹洲乡高泗小学-南门 约34米",111.65454,29.03003,0.0,0
9,9,9,9,,2017-04-26 00:31:23,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区高泗路,距武陵区丹洲乡高泗小学 约10米,距武陵区丹洲乡高泗小学-南门 约34米",111.65454,29.03003,0.0,0
