Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
0,1,1,1,1,,2017-04-28 00:04:01,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
1,2,2,2,2,=,2017-04-28 00:07:16,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
2,3,3,3,3,,2017-04-28 00:10:34,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
3,4,4,4,4,,2017-04-28 00:13:50,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
4,5,5,5,5,,2017-04-28 00:17:06,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
5,6,6,6,6,,2017-04-28 00:20:22,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
6,7,7,7,7,,2017-04-28 00:23:38,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
7,8,8,8,8,,2017-04-28 00:26:54,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
8,9,9,9,9,,2017-04-28 00:30:11,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
9,10,10,10,10,,2017-04-28 00:33:27,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
10,11,11,11,11,,2017-04-28 00:36:43,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
11,12,12,12,12,,2017-04-28 00:39:59,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
12,13,13,13,13,,2017-04-28 00:43:14,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
13,14,14,14,14,,2017-04-28 00:46:32,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
14,15,15,15,15,,2017-04-28 00:49:48,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
15,16,16,16,16,,2017-04-28 00:53:04,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
16,17,17,17,17,,2017-04-28 00:56:20,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
17,18,18,18,18,,2017-04-28 00:59:35,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
18,19,19,19,19,,2017-04-28 01:02:52,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
19,20,20,20,20,,2017-04-28 01:06:09,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
20,21,21,21,21,,2017-04-28 01:09:25,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
21,22,22,22,22,,2017-04-28 01:12:41,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
22,23,23,23,23,,2017-04-28 01:15:56,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
23,24,24,24,24,,2017-04-28 01:19:13,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
24,25,25,25,25,,2017-04-28 01:22:30,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
25,26,26,26,26,,2017-04-28 01:25:46,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
26,27,27,27,27,,2017-04-28 01:29:02,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
27,28,28,28,28,,2017-04-28 01:32:18,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
28,29,29,29,29,,2017-04-28 01:35:34,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
29,30,30,30,30,,2017-04-28 01:38:51,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
30,31,31,31,31,,2017-04-28 01:42:07,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
31,32,32,32,32,,2017-04-28 01:45:23,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
32,33,33,33,33,,2017-04-28 01:48:39,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
33,34,34,34,34,,2017-04-28 01:51:55,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
34,35,35,35,35,,2017-04-28 01:55:12,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
35,36,36,36,36,,2017-04-28 01:58:28,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
36,37,37,37,37,,2017-04-28 02:01:44,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
37,38,38,38,38,,2017-04-28 02:05:00,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
38,39,39,39,39,,2017-04-28 02:08:15,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
39,40,40,40,40,,2017-04-28 02:11:32,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
40,41,41,41,41,,2017-04-28 02:14:49,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
41,42,42,42,42,,2017-04-28 02:18:05,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
42,43,43,43,43,,2017-04-28 02:21:21,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
43,44,44,44,44,,2017-04-28 02:24:36,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
44,45,45,45,45,,2017-04-28 02:27:53,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
45,46,46,46,46,,2017-04-28 02:31:10,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
46,47,47,47,47,,2017-04-28 02:34:26,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
47,48,48,48,48,,2017-04-28 02:37:42,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
48,49,49,49,49,,2017-04-28 02:40:58,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
49,50,50,50,50,,2017-04-28 02:44:13,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
50,51,51,51,51,,2017-04-28 02:47:31,0,0,"ACC开,3D定位,天线正常","湖南省常德市武陵区G207(常澧路),距常德市汇文中学 约50米,距金三角商行 约161米",111.65746000000001,29.054985,0.0,0
