Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
0,0,0,0,,2017-06-24 00:01:05,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G5513(常张高速),距东风驾校培训基地 约167米,距邱家溶 约356米",111.626236,28.94868,,0
1,1,1,1,,2017-06-24 00:04:21,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G5513(常张高速),距东风驾校培训基地 约167米,距邱家溶 约356米",111.626236,28.94868,0.0,0
2,2,2,2,,2017-06-24 00:07:37,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G5513(常张高速),距东风驾校培训基地 约167米,距邱家溶 约356米",111.626236,28.94868,0.0,0
3,3,3,3,,2017-06-24 00:10:53,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G5513(常张高速),距东风驾校培训基地 约167米,距邱家溶 约356米",111.626236,28.94868,0.0,0
4,4,4,4,,2017-06-24 00:14:09,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G5513(常张高速),距东风驾校培训基地 约167米,距邱家溶 约356米",111.626236,28.94868,0.0,0
5,5,5,5,,2017-06-24 00:17:24,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G5513(常张高速),距东风驾校培训基地 约167米,距邱家溶 约356米",111.626236,28.94868,0.0,0
6,6,6,6,,2017-06-24 00:20:42,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G5513(常张高速),距东风驾校培训基地 约167米,距邱家溶 约356米",111.626236,28.94868,0.0,0
7,7,7,7,,2017-06-24 00:23:58,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G5513(常张高速),距东风驾校培训基地 约167米,距邱家溶 约356米",111.626236,28.94868,0.0,0
8,8,8,8,,2017-06-24 00:27:14,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G5513(常张高速),距东风驾校培训基地 约167米,距邱家溶 约356米",111.626236,28.94868,0.0,0
9,9,9,9,,2017-06-24 00:30:30,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G5513(常张高速),距东风驾校培训基地 约167米,距邱家溶 约356米",111.626236,28.94868,0.0,0
10,10,10,10,,2017-06-24 00:33:46,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G5513(常张高速),距东风驾校培训基地 约167米,距邱家溶 约356米",111.626236,28.94868,0.0,0
