Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
0,0,0,0,0,0,0,0,0,0,0,0,,2017-04-10 07:20:28,0,0,"ACC开,3D定位,天线正常","河北省邢台市平乡县S326,距福客来饭店 约134米,距尚佳焖锅 约203米",115.08241,36.98762,,0
1,1,1,1,1,1,1,1,1,1,1,1,,2017-04-10 07:23:51,0,0,"ACC开,3D定位,天线正常","河北省邢台市平乡县S326,距福客来饭店 约134米,距尚佳焖锅 约197米",115.08226,36.98774,18.855870250265507,0
2,2,2,2,2,2,2,2,2,2,2,2,,2017-04-10 07:27:07,0,0,"ACC开,3D定位,天线正常","河北省邢台市平乡县S326,距福客来饭店 约134米,距尚佳焖锅 约197米",115.08226,36.98774,0.0,0
3,3,3,3,3,3,3,3,3,3,3,3,,2017-04-10 07:30:20,0,0,"ACC开,3D定位,天线正常","河北省邢台市平乡县S326,距福客来饭店 约134米,距尚佳焖锅 约197米",115.08226,36.98774,0.0,0
4,4,4,4,4,4,4,4,4,4,4,4,,2017-04-10 07:33:37,0,0,"ACC开,3D定位,天线正常","河北省邢台市平乡县S326,距福客来饭店 约134米,距尚佳焖锅 约197米",115.08226,36.98774,0.0,0
5,5,5,5,5,5,5,5,5,5,5,5,,2017-04-10 07:36:53,0,0,"ACC开,3D定位,天线正常","河北省邢台市平乡县S326,距福客来饭店 约134米,距尚佳焖锅 约197米",115.08226,36.98774,0.0,0
6,6,6,6,6,6,6,6,6,6,6,6,,2017-04-10 07:40:09,0,0,"ACC开,3D定位,天线正常","河北省邢台市平乡县S326,距福客来饭店 约134米,距尚佳焖锅 约197米",115.08226,36.98774,0.0,0
7,7,7,7,7,7,7,7,7,7,7,7,,2017-04-10 07:43:25,0,0,"ACC开,3D定位,天线正常","河北省邢台市平乡县S326,距福客来饭店 约134米,距尚佳焖锅 约197米",115.08226,36.98774,0.0,0
8,8,8,8,8,8,8,8,8,8,8,8,,2017-04-10 07:46:41,0,0,"ACC开,3D定位,天线正常","河北省邢台市平乡县S326,距福客来饭店 约134米,距尚佳焖锅 约197米",115.08226,36.98774,0.0,0
9,9,9,9,9,9,9,9,9,9,9,9,,2017-04-10 07:49:57,0,0,"ACC开,3D定位,天线正常","河北省邢台市平乡县S326,距福客来饭店 约134米,距尚佳焖锅 约197米",115.08226,36.98774,0.0,0
