Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
0,1,1,1,,2017-05-03 00:00:51,58,0,"ACC开,3D定位,天线正常","内蒙古自治区包头市固阳县,距公益民 约461米",109.98706,40.98767,730.5973738059006,0
1,2,2,2,,2017-05-03 00:01:39,54,0,"ACC开,3D定位,天线正常",内蒙古自治区包头市固阳县,109.995865,40.9891,755.9579866768709,0
2,3,3,3,,2017-05-03 00:02:27,50,0,"ACC开,3D定位,天线正常","内蒙古自治区包头市固阳县,距梅令山 约521米",110.00316,40.989754,616.5979670921072,0
3,4,4,4,,2017-05-03 00:03:15,57,1,"ACC开,3D定位,天线正常","内蒙古自治区包头市固阳县,距梅令山 约548米",110.01185,40.990307,731.9624944281537,1
4,5,5,5,,2017-05-03 00:04:03,53,1,"ACC开,3D定位,天线正常",内蒙古自治区包头市固阳县,110.02057,40.99052,732.2719060170991,1
5,6,6,6,,2017-05-03 00:04:51,42,1,"ACC开,3D定位,天线正常",内蒙古自治区包头市固阳县,110.02797,40.98971,627.5976497981111,1
6,7,7,7,,2017-05-03 00:05:39,50,1,"ACC开,3D定位,天线正常",内蒙古自治区包头市固阳县,110.03525,40.988045,638.4727270711747,1
7,8,8,8,,2017-05-03 00:06:27,48,2,"ACC开,3D定位,天线正常",内蒙古自治区包头市固阳县,110.04273,40.986446,652.533545405376,2
8,9,9,9,,2017-05-03 00:07:15,39,2,"ACC开,3D定位,天线正常","内蒙古自治区包头市固阳县,距包头金山工业园区 约505米,距华茂机动车检测中心 约467米",110.04915,40.98519,556.6860063652114,2
9,10,10,10,,2017-05-03 00:08:03,54,2,"ACC开,3D定位,天线正常","内蒙古自治区包头市固阳县S211,距包头金山工业园区 约96米,距华茂机动车检测中心 约232米",110.05597,40.98608400000001,581.0261738231013,2
10,11,11,11,,2017-05-03 00:08:51,60,2,"ACC开,3D定位,天线正常",内蒙古自治区包头市固阳县稒阳大道,110.06198,40.991547,789.6015600812033,2
11,12,12,12,,2017-05-03 00:09:39,62,2,"ACC开,3D定位,天线正常","内蒙古自治区包头市固阳县,距万胜村 约150米,距万胜壕村 约339米",110.065025,40.998474,811.5363471132022,2
12,13,13,13,,2017-05-03 00:10:27,61,3,"ACC开,3D定位,天线正常","内蒙古自治区包头市固阳县,距公益民乡 约666米",110.06877,41.00478,768.4031424428952,3
13,14,14,14,,2017-05-03 00:16:29,57,7,"ACC开,3D定位,天线正常",内蒙古自治区包头市固阳县S211,110.086044,41.047848,5003.378974447486,7
14,15,15,15,,2017-05-03 00:17:18,50,8,"ACC开,3D定位,天线正常",内蒙古自治区包头市固阳县S211,110.092735,41.05229,747.5147833105754,8
15,16,16,16,,2017-05-03 00:18:06,62,8,"ACC开,3D定位,天线正常","内蒙古自治区包头市固阳县S211,距七分子 约429米",110.09806,41.05733,716.5461371181551,8
16,17,17,17,,2017-05-03 00:18:54,60,8,"ACC开,3D定位,天线正常",内蒙古自治区包头市固阳县,110.10311000000002,41.063778000000006,832.6714534191711,8
17,18,18,18,,2017-05-03 00:19:42,68,8,"ACC开,3D定位,天线正常",内蒙古自治区包头市固阳县,110.10892,41.070107,855.8713795029323,8
18,19,19,19,,2017-05-03 00:20:30,66,9,"ACC开,3D定位,天线正常",内蒙古自治区包头市固阳县S211,110.11693,41.075397,892.6696749431354,9
19,20,20,20,,2017-05-03 00:21:18,67,9,"ACC开,3D定位,天线正常","内蒙古自治区包头市固阳县,距后河五分子 约602米",110.127655,41.07614,902.7947910294188,9
20,21,21,21,,2017-05-03 00:22:06,67,9,"ACC开,3D定位,天线正常","内蒙古自治区包头市固阳县,距后河五分子 约710米",110.137985,41.07752,879.3740736605321,9
21,22,22,22,,2017-05-03 00:22:54,65,10,"ACC开,3D定位,天线正常",内蒙古自治区包头市固阳县,110.14806000000002,41.079147,863.6495441506372,10
